N	2gram	Vygotskiy__3	NovoeSre
1	а не	1	17
2	и в	25	16
3	не может	6	16
4	совсем не	1	12
5	и не	10	11
6	в эпоху	1	9
7	что в	17	9
8	в том	23	8
9	он не	4	8
10	в этом	14	7
11	к новому	1	7
12	может быть	13	7
13	не будет	2	7
14	как и	15	7
15	высшей степени	6	6
16	с его	2	6
17	не в	6	6
18	ни в	9	6
19	в высшей	6	6
20	никогда не	4	6
21	но это	5	6
22	должен быть	1	5
23	с ее	5	5
24	в ней	1	5
25	и к	5	5
26	не только	6	5
27	в жизни	3	5
28	все это	6	5
29	в нем	2	5
30	быть может	1	4
31	о том	5	4
32	в них	2	4
33	то что	15	4
34	прежде всего	4	4
35	должно быть	2	4
36	и потому	2	4
37	по своему	11	4
38	значит что	4	4
39	не менее	6	4
40	и для	2	4
41	не имеет	1	4
42	и все	4	4
43	потому что	6	4
44	с другой	6	3
45	смысле слова	2	3
46	в ее	1	3
47	вопрос о	1	3
48	человека и	5	3
49	еще не	4	3
50	во всех	1	3
51	за пределы	1	3
52	наряду с	3	3
53	как в	9	3
54	подобно тому	1	3
55	в мире	2	3
56	но и	4	3
57	не есть	3	3
58	с тем	16	3
59	в своей	2	3
60	к жизни	2	3
61	в новое	2	3
62	тому как	2	3
63	эти формы	2	3
64	жизни не	1	3
65	в основе	16	3
66	к ее	1	3
67	к тому	4	3
68	сказать что	4	3
69	и это	4	2
70	же как	6	2
71	переходе от	1	2
72	время как	4	2
73	роль в	1	2
74	переход к	1	2
75	можно было	6	2
76	так и	5	2
77	мы не	9	2
78	и с	1	2
79	для этого	2	2
80	не регулирует	1	2
81	и что	10	2
82	и на	6	2
83	но не	6	2
84	все время	2	2
85	самый процесс	2	2
86	с этим	4	2
87	во вне	1	2
88	хотя и	2	2
89	но в	1	2
90	который в	3	2
91	все эти	7	2
92	с одной	5	2
93	думать что	1	2
94	с их	2	2
95	есть в	1	2
96	в себе	2	2
97	уже не	2	2
98	том чтобы	1	2
99	у него	1	2
100	что она	5	2
101	и заключается	2	2
102	что все	1	2
103	и даже	1	2
104	связаны с	3	2
105	этом смысле	2	2
106	к образованию	8	2
107	том что	20	2
108	вместе с	14	2
109	так же	17	2
110	место в	2	2
111	одной стороны	5	2
112	такого рода	2	2
113	другой стороны	3	2
114	по существу	1	2
115	не могли	3	2
116	ни одна	1	2
117	и формы	1	2
118	как это	7	2
119	такой же	1	2
120	но для	1	2
121	в смысле	4	2
122	в то	4	2
123	одна из	2	2
124	того чтобы	8	2
125	и от	2	2
126	хотя бы	1	2
127	все они	2	2
128	а в	4	2
129	могут быть	5	2
130	и через	1	1
131	для себя	1	1
132	только потому	2	1
133	переход от	3	1
134	характер и	1	1
135	значение становится	1	1
136	он требует	1	1
137	приводит к	4	1
138	и до	1	1
139	и этот	1	1
140	мы уже	5	1
141	учит нас	1	1
142	и которые	3	1
143	вся полнота	1	1
144	еще в	2	1
145	на место	1	1
146	к новой	1	1
147	реакцией как	1	1
148	с ним	4	1
149	на себя	2	1
150	в виду	1	1
151	зависимости от	6	1
152	не способен	1	1
153	вопрос об	2	1
154	в чем	2	1
155	и во	2	1
156	на всех	1	1
157	не могут	4	1
158	в которую	1	1
159	всей нашей	1	1
160	на решение	3	1
161	вопросу о	1	1
162	переходит в	1	1
163	в его	15	1
164	менее всего	1	1
165	отличие от	6	1
166	и только	2	1
167	значение для	1	1
168	путь которым	1	1
169	не стоят	2	1
170	в значительной	1	1
171	к которому	3	1
172	в своем	4	1
173	конечно огромное	1	1
174	как например	1	1
175	известном смысле	2	1
176	каким путем	1	1
177	связанный с	1	1
178	что он	6	1
179	всего как	1	1
180	только в	10	1
181	во всем	3	1
182	по своей	7	1
183	от этого	6	1
184	в этот	1	1
185	которым оно	1	1
186	в самом	3	1
187	бы сказать	3	1
188	то время	4	1
