N	2gram	Losev_Vesc_1	Istorich
1	и в	21	28
2	и т	19	25
3	может быть	16	25
4	т д	19	22
5	а не	19	15
6	не может	17	15
7	никогда не	2	14
8	мы имеем	7	13
9	мы должны	2	13
10	для нас	2	13
11	то же	6	12
12	не только	36	12
13	что в	9	12
14	мы видим	2	11
15	только в	14	11
16	мы не	6	10
17	все же	4	10
18	и что	15	10
19	что он	1	10
20	но и	18	10
21	прежде всего	9	10
22	т е	55	10
23	не в	5	9
24	так и	3	9
25	о том	6	9
26	то что	27	9
27	видим что	1	9
28	в том	8	9
29	и не	29	9
30	в этом	4	8
31	но в	5	8
32	что это	13	8
33	таким образом	8	8
34	если бы	5	8
35	в ней	12	7
36	здесь мы	1	7
37	это не	5	7
38	исторической действительности	1	7
39	еще не	8	7
40	и здесь	4	7
41	этот вопрос	1	7
42	что мы	14	7
43	так же	1	7
44	том что	8	7
45	было бы	14	7
46	в этих	1	7
47	а в	4	7
48	в этой	3	6
49	это тоже	1	6
50	его в	2	6
51	тем не	3	6
52	не менее	3	6
53	к тому	3	6
54	что и	3	6
55	так как	7	6
56	с другой	6	6
57	вместе с	1	6
58	когда он	1	6
59	должна быть	4	5
60	вопрос о	1	5
61	мы будем	1	5
62	что они	6	5
63	в своем	6	5
64	более или	1	5
65	что она	15	5
66	в силу	3	5
67	по существу	2	5
68	их в	3	5
69	или менее	1	5
70	дело не	2	5
71	на основе	1	5
72	в дальнейшем	1	5
73	можно было	2	5
74	в его	2	5
75	но не	5	5
76	в качестве	1	5
77	в одном	2	5
78	до сих	1	5
79	к которому	1	5
80	сих пор	1	5
81	или в	2	5
82	сказать что	17	5
83	другой стороны	2	5
84	ее в	1	5
85	и даже	6	4
86	и для	9	4
87	действительности это	1	4
88	между собой	1	4
89	то мы	2	4
90	не то	4	4
91	не все	1	4
92	с этим	3	4
93	все эти	3	4
94	на то	4	4
95	об этом	3	4
96	и с	8	4
97	с тем	5	4
98	как и	8	4
99	в основе	3	4
100	находится в	3	4
101	должны быть	4	4
102	в пределах	1	4
103	так в	1	4
104	другими словами	5	4
105	того что	8	4
106	с одной	3	4
107	потому что	16	4
108	так что	5	4
109	мы знаем	1	4
110	а именно	1	4
111	и пр	6	4
112	превращается в	1	4
113	один из	3	4
114	социальной жизни	1	4
115	одной стороны	3	4
116	могут быть	1	4
117	друг с	1	4
118	как будто	1	4
119	все это	5	4
120	это так	3	4
121	хотя бы	6	4
122	но это	10	4
123	но оно	1	4
124	и другие	1	4
125	также и	6	3
126	чтобы не	1	3
127	время как	1	3
128	я не	4	3
129	ему в	1	3
130	то это	3	3
131	и он	1	3
132	видели что	1	3
133	не просто	19	3
134	перед нами	2	3
135	могли бы	1	3
136	к чему	1	3
137	при этом	1	3
138	д все	1	3
139	и по	1	3
140	на этом	2	3
141	это конечно	1	3
142	же не	1	3
143	в другом	2	3
144	из них	4	3
145	не с	7	3
146	и тогда	1	3
147	нас не	1	3
148	почти не	1	3
149	в котором	3	3
150	и эти	2	3
151	по себе	13	3
152	раз и	1	3
153	в то	3	3
154	дело в	4	3
155	однако это	2	3
156	в руки	2	3
157	с другом	1	3
158	у меня	3	3
159	есть только	7	3
160	же самое	1	3
161	утверждать что	1	3
162	должен быть	2	3
163	как мы	4	3
164	для этого	4	3
165	в современной	1	3
166	ли он	1	3
167	во всем	1	3
168	должен был	1	3
169	и его	2	3
170	уже не	9	3
171	не можем	1	3
172	если мы	8	3
173	и их	7	3
174	то время	1	3
175	тем что	2	3
176	именно в	1	3
177	мы еще	2	3
178	как это	2	3
179	из которых	1	3
180	наряду с	1	3
181	что же	8	3
182	будто бы	1	3
183	же как	1	2
184	и потому	5	2
185	оно может	2	2
186	в зависимости	1	2
187	из всех	1	2
188	что если	1	2
189	меньшей мере	1	2
190	не вполне	2	2
191	когда мы	6	2
192	зависимости от	1	2
193	большей частью	1	2
194	бы то	4	2
195	во всех	2	2
196	как таковая	2	2
197	то он	1	2
198	а только	3	2
199	точка зрения	1	2
200	отличие от	1	2
201	относится к	5	2
202	однако не	2	2
203	то ясно	1	2
204	и как	8	2
205	в действительности	7	2
206	от этого	2	2
207	имени то	1	2
208	в себе	14	2
209	и если	2	2
210	как оно	3	2
211	в нем	2	2
212	всех этих	1	2
213	что нужно	3	2
214	пор мы	1	2
215	и вот	2	2
216	том чтобы	1	2
217	уже указано	1	2
218	мы получим	2	2
219	то ни	4	2
220	а затем	2	2
221	по смыслу	5	2
222	при помощи	2	2
223	и мы	1	2
224	и тем	3	2
225	но уже	3	2
226	мы видели	1	2
227	должно быть	6	2
228	для него	4	2
229	но если	8	2
230	что такое	12	2
231	на ступени	1	2
232	в отличие	1	2
233	бы мы	1	2
234	есть еще	3	2
235	однако в	1	2
236	чистом виде	1	2
237	еще один	1	2
238	эти две	4	2
239	и другое	4	2
240	тогда когда	5	2
241	одна из	5	2
242	д если	1	2
243	так чтобы	2	2
244	по своей	2	2
245	только с	3	2
246	именно это	1	2
247	на улицу	1	2
248	не есть	49	2
249	на это	4	2
250	на вопрос	1	2
251	в ее	7	2
252	приводит к	1	2
253	нечто целое	2	2
254	и когда	4	2
255	ясно что	8	2
256	пройти мимо	1	2
257	том как	1	2
258	мы в	1	2
259	поэтому в	1	2
260	с ним	8	2
261	ничего не	3	2
262	о нем	1	2
263	но мы	1	2
264	не содержит	3	2
265	нас в	3	2
266	во всей	1	2
267	и только	3	2
268	от этих	1	2
269	в свете	7	2
270	мы хотим	1	2
271	и она	1	2
272	это приводит	1	2
273	но так	1	2
274	сделать это	2	2
275	тот же	3	2
276	к делу	2	2
277	надо знать	1	2
278	себя в	10	2
279	для всех	1	2
280	то и	4	2
281	ни было	4	2
282	оно в	1	2
283	в данной	1	2
284	его и	2	2
285	не так	1	2
286	никто не	1	2
287	вовсе не	10	2
288	само по	1	2
289	как раз	9	2
290	в особенности	1	2
291	со стороны	5	2
292	даже не	7	2
293	еще и	8	2
294	с ней	2	2
295	а с	3	2
296	что не	5	2
297	говорит о	1	2
298	на этот	1	2
299	не на	1	2
300	зависит от	1	2
301	его как	1	2
302	конечно не	1	2
303	как бы	12	2
304	именно так	1	2
305	у вас	1	2
306	не знаем	2	2
307	нисколько не	4	2
308	вопрос в	1	2
309	и от	3	2
