N	3gram	Tiupa_Lite_3	Hudozhes
1	по отношению к	4	10
2	присутствия в мире	6	7
3	в отличие от	5	7
4	я в мире	1	6
5	то же время	7	6
6	в то же	7	6
7	более или менее	1	5
8	с другой стороны	2	5
9	той или иной	2	5
10	в том что	4	5
11	состоит в том	2	4
12	так и не	1	4
13	с точки зрения	3	3
14	по сути своей	1	3
15	в конечном счете	1	3
16	тем не менее	1	3
17	в той или	1	2
18	себя в другом	2	2
19	как бы не	1	2
20	в значительной степени	1	2
21	с одной стороны	4	2
22	так или иначе	2	2
23	в свою очередь	1	2
24	для того чтобы	1	2
25	факторов художественного впечатления	1	2
26	в эстетический объект	1	2
27	том числе и	2	2
28	в общественном сознании	1	2
29	в том числе	3	2
30	к тому что	1	2
31	в силу своей	1	2
32	сама по себе	1	2
33	я и мир	1	1
34	в присутствии эстетического	1	1
35	самоактуализации личности в	1	1
36	в сочетании с	1	1
37	раз в том	1	1
38	что иное как	1	1
39	однако в рамках	1	1
40	в е годы	8	1
41	черта ее не	1	1
42	в чистом виде	1	1
43	и другого в	2	1
44	как бы личность	1	1
45	незаместимое место в	1	1
46	этом втором случае	1	1
47	в хх веке	3	1
48	позицией уединенного сознания	1	1
49	не об отсутствии	1	1
50	заветная черта ее	1	1
51	подобно тому как	2	1
52	лирического я с	1	1
53	искусству как способу	1	1
54	людей заветная черта	1	1
55	в акте эстетического	1	1
56	что произведение искусства	1	1
57	бы то ни	2	1
58	в себе и	1	1
59	в области искусства	1	1
60	известную цельность как	1	1
61	из того что	2	1
62	всегда так или	1	1
63	начало и конец	1	1
64	для него не	1	1
65	могли бы быть	1	1
66	ее не перейти	1	1
67	можно охарактеризовать как	1	1
68	эстетического объекта и	1	1
69	с этой точки	1	1
70	именно в этом	1	1
71	субъекта объекта и	1	1
72	влюбленности и страсти	1	1
73	возлагает на каждого	1	1
74	как раз в	1	1
75	тогда как в	3	1
76	который может быть	1	1
77	едва ли не	1	1
78	свое незаместимое место	1	1
79	в самом начале	1	1
80	содержит в себе	1	1
81	в своего рода	2	1
82	другого в себе	2	1
83	если говорить о	1	1
84	то ни было	2	1
85	цельность как бы	1	1
86	форма эстетических отношений	1	1
87	остаться самим собой	1	1
88	но в отличие	2	1
89	быть определена как	1	1
90	же время оказывается	1	1
91	в близости людей	1	1
92	по большей части	2	1
93	исходит из того	1	1
94	эстетическим субъектом только	1	1
95	художественного мышления и	1	1
96	от художественного восприятия	1	1
97	в связи с	1	1
98	присутствия личности в	1	1
99	личности в мире	1	1
100	в первую очередь	1	1
101	в другом и	1	1
102	как бы в	1	1
103	то есть от	1	1
104	причастности к бытию	1	1
105	и в том	1	1
106	искусства в жизни	1	1
107	действительность в ее	1	1
108	что несмотря на	1	1
109	объекта и адресата	1	1
110	перейти влюбленности и	1	1
111	первых десятилетий хх	3	1
112	десятилетий хх века	3	1
113	внешних и внутренних	1	1
114	состоит как раз	1	1
115	для себя а	1	1
116	обратим внимание на	2	1
117	субъекта и адресата	1	1
118	это и есть	1	1
119	на свое место	1	1
120	при этом и	1	1
121	о том что	4	1
122	другом и другого	1	1
123	есть в близости	1	1
124	этой точки зрения	1	1
125	и тем самым	2	1
126	никогда не бывает	1	1
127	и в самом	2	1
128	может быть определена	1	1
129	ту или иную	1	1
130	может и не	1	1
131	не перейти влюбленности	1	1
132	друг от друга	1	1
133	между автором и	1	1
134	или иной мере	1	1
135	только в присутствии	1	1
136	не что иное	1	1
137	этого текста в	1	1
138	легко может быть	1	1
139	близости людей заветная	1	1
140	в отношении к	1	1
141	быть не может	1	1
142	что такое искусство?	1	1
143	в соответствии с	3	1
144	не может быть	3	1
145	в этом втором	1	1
146	к сверхличному содержанию	1	1
147	и эстетического адресата	1	1
148	к тому же	5	1
