N	3gram	Voloshinov_1	Myslijsy
1	более или менее	1	8
2	сами по себе	1	7
3	во всяком случае	2	7
4	в том что	3	7
5	и того же	5	6
6	в свою очередь	2	6
7	одного и того	5	6
8	тем не менее	2	5
9	а между тем	1	4
10	подобно тому как	1	4
11	до сих пор	8	4
12	не было бы	1	4
13	от того что	2	4
14	с одной стороны	1	3
15	смысле этого слова	2	3
16	не могут быть	2	3
17	как бы ни	1	3
18	то все же	1	2
19	на самом деле	1	2
20	как и во	1	2
21	и все остальные	1	2
22	есть прежде всего	1	2
23	в таком случае	2	2
24	с другой стороны	5	2
25	для того чтобы	3	2
26	то же время	3	2
27	так и в	1	2
28	само по себе	1	2
29	не может быть	13	2
30	с самого начала	4	2
31	в этом смысле	2	2
32	в то же	3	2
33	таким образом в	1	2
34	сама по себе	2	2
35	один и тот	3	1
36	могли бы быть	1	1
37	и для самого	1	1
38	и той же	2	1
39	большей или меньшей	1	1
40	и та и	1	1
41	том что он	1	1
42	что и для	1	1
43	языка и не	1	1
44	что же касается	1	1
45	же касается до	1	1
46	может быть только	1	1
47	друг от друга	1	1
48	оно должно быть	1	1
49	но этого еще	1	1
50	во втором случае	1	1
51	в отличие от	5	1
52	бы то ни	8	1
53	он может стать	1	1
54	а не наоборот	2	1
55	с тем что	1	1
56	та и другая	1	1
57	и не может	9	1
58	в сознание или	1	1
59	быть одною из	1	1
60	отчет в том	1	1
61	и для него	1	1
62	со всех сторон	2	1
63	с этой точки	1	1
64	а если и	1	1
65	этого еще мало	1	1
66	для одного и	2	1
67	что во всех	2	1
68	тому что все	1	1
69	связей с другими	1	1
70	из виду что	1	1
71	себе отчет в	2	1
72	то ни было	8	1
73	в применении к	1	1
74	в большей или	1	1
75	мы не видим	1	1
76	все же не	1	1
77	в связи с	7	1
78	того чтобы сделать	1	1
79	и тот же	3	1
80	и в таком	1	1
81	она могла бы	1	1
82	а в том	1	1
83	перехода от одного	1	1
84	в наше время	1	1
85	и как бы	1	1
86	в этом случае	3	1
87	ничего общего с	2	1
88	связи с другими	1	1
89	и в самом	1	1
90	того как он	1	1
91	вопрос о том	2	1
92	в слове радуга	1	1
93	но все же	3	1
94	до тех пор	2	1
95	были бы в	1	1
96	что в каждом	1	1
97	в большинстве случаев	3	1
98	одной и той	2	1
99	для него как	1	1
100	различие в степенях	1	1
101	во всех случаях	1	1
102	мы тем самым	1	1
