N	3gram	Trubetskoy_1	Komedia
1	в том что	7	9
2	к тому же	1	5
3	в конце концов	3	4
4	то же время	10	4
5	в то же	10	4
6	по отношению к	1	3
7	в этом отношении	1	3
8	речь идет о	1	3
9	о том что	2	3
10	из всего этого	1	2
11	то же самое	1	2
12	до сих пор	5	2
13	то ни было	1	2
14	бы то ни	4	2
15	во всяком случае	6	2
16	и таким образом	1	2
17	на то что	4	2
18	или хотя бы	1	1
19	в силу этого	1	1
20	состоит в том	1	1
21	не знаем и	1	1
22	более или менее	4	1
23	в том числе	1	1
24	а между тем	5	1
25	в том же	1	1
26	каждая из них	1	1
27	и не только	1	1
28	вместе с тем	3	1
29	на службу к	1	1
30	можно было бы	3	1
31	что все это	1	1
32	в значительной степени	1	1
33	в применении к	1	1
34	так же как	1	1
35	в данном случае	3	1
36	как видно из	1	1
37	жизни но и	1	1
38	смысле этого слова	1	1
39	только в виде	1	1
40	но при этом	1	1
41	в союзе с	1	1
42	о которых идет	1	1
43	о которых мы	1	1
44	и в том	2	1
45	потому что они	1	1
46	и вот в	1	1
47	что он не	2	1
48	в борьбе с	1	1
49	потому что и	1	1
50	с самого начала	1	1
51	и прежде всего	1	1
52	о том чем	1	1
53	общими для всех	1	1
54	друг от друга	2	1
55	совершенно очевидно что	1	1
56	в другом случае	2	1
57	в большинстве случаев	2	1
58	к тому что	2	1
59	и вот на	1	1
60	тем не менее	1	1
61	мы уже знаем	1	1
62	для того чтобы	6	1
63	и это особенно	1	1
64	которых идет речь	1	1
65	в культурной жизни	1	1
