N	3gram	Propp_Russ_2	Problemy
1	в отличие от	3	4
2	не может быть	3	4
3	и т д	5	4
4	более или менее	1	3
5	можно было бы	1	3
6	как мы увидим	1	3
7	с другой стороны	1	3
8	как и в	1	3
9	в настоящее время	1	2
10	может быть и	1	2
11	то время как	1	2
12	тем не менее	2	2
13	о том же	3	2
14	в то время	2	2
15	на то что	1	2
16	в этих случаях	3	2
17	о том как	1	1
18	а между тем	1	1
19	прежде всего как	1	1
20	нужно иметь в	1	1
21	иметь в виду	1	1
22	в виду что	1	1
23	дело в том	1	1
24	где есть в	1	1
25	так что в	1	1
26	в том же	1	1
27	же как и	2	1
28	т е что	1	1
29	и в других	4	1
30	и что с	1	1
31	но и в	1	1
32	между тем как	1	1
33	а может быть	1	1
34	там где есть	1	1
35	но и приведенных	1	1
36	но и эта	1	1
37	достаточно чтобы сделать	1	1
38	т е в	5	1
39	с одной стороны	2	1
40	смысле этого слова	1	1
41	ничего общего не	1	1
42	не входит в	1	1
43	но она не	2	1
44	до некоторой степени	1	1
45	во всяком случае	1	1
46	и в том	1	1
47	т е как	1	1
48	о том что	4	1
49	это еще не	1	1
50	не может не	1	1
51	не имеет с	1	1
52	можно сказать что	1	1
53	а не на	1	1
54	сюда же относится	1	1
55	они как бы	1	1
56	после того как	2	1
57	как мы уже	1	1
58	в том что	18	1
59	общего не имеет	1	1
60	в последний раз	1	1
