N	4gram	Losev_Prob_3	Psycholo
1	в то время как	4	2
2	заключается в том что	2	2
3	т д все это	1	1
4	дело в том что	2	1
5	в том что он	1	1
6	в каком случае нельзя	1	1
7	мы припомним то что	1	1
8	все дело в том	1	1
9	ничего общего с тем	2	1
10	взятые сами по себе	4	1
11	лежащих в его основе	1	1
12	в том или ином	2	1
13	не что иное как	4	1
14	и т д все	1	1
15	точно так же и	1	1
16	но все дело в	1	1
17	взятый сам по себе	2	1
18	с этой точки зрения	1	1
19	бы то ни было	3	1
20	так же как и	1	1
21	только для того чтобы	1	1
22	если мы припомним то	1	1
23	ни в каком случае	2	1
24	заключается в том чтобы	1	1
