N	2gram	Tiupa_Anal_3	Myshleni
1	с помощью	1	42
2	и в	18	25
3	в том	9	23
4	том что	12	20
5	таким образом	4	17
6	что в	9	17
7	с тем	2	16
8	в основе	1	16
9	как и	14	15
10	в его	7	15
11	то что	2	15
12	в этом	14	14
13	вместе с	2	14
14	между собой	1	13
15	может быть	9	13
16	в целом	3	13
17	в качестве	12	12
18	могли бы	2	11
19	по своему	2	11
20	что они	3	10
21	перед нами	4	10
22	что и	5	10
23	было бы	3	10
24	того что	1	10
25	только в	2	10
26	как бы	10	10
27	и не	12	10
28	мы не	3	9
29	связи с	1	9
30	мы могли	1	9
31	заключается в	1	9
32	как в	3	9
33	как мы	1	8
34	того чтобы	1	8
35	тем что	2	8
36	не является	5	8
37	столь же	4	7
38	по своей	2	7
39	все эти	2	7
40	по себе	4	7
41	уже в	3	7
42	мы можем	2	7
43	для того	1	7
44	что мы	2	7
45	как это	3	7
46	того же	5	6
47	совпадает с	1	6
48	зависимости от	1	6
49	и на	4	6
50	но не	7	6
51	потому что	1	6
52	как уже	2	6
53	от этого	1	6
54	представляет собой	5	6
55	не только	22	6
56	в силу	1	6
57	не может	2	6
58	точки зрения	3	6
59	в отличие	2	6
60	не в	6	6
61	не менее	4	6
62	один из	2	6
63	что он	4	6
64	отличие от	2	6
65	со всеми	2	6
66	и у	1	6
67	с другой	7	6
68	в связи	1	6
69	все это	3	6
70	все же	4	6
71	мы должны	1	6
72	человека и	1	5
73	в зависимости	1	5
74	мы уже	1	5
75	с ее	3	5
76	как говорит	3	5
77	и как	4	5
78	и к	4	5
79	что она	2	5
80	при этом	11	5
81	и по	2	5
82	факт что	1	5
83	в поведении	1	5
84	между отдельными	1	5
85	тем не	2	5
86	но это	1	5
87	могут быть	2	5
88	и т.д	2	5
89	о том	6	5
90	так и	14	5
91	если бы	1	5
92	в этой	6	5
93	входит в	2	5
94	с одной	2	5
95	для него	6	5
96	именно в	3	5
97	тот факт	1	5
98	из которых	1	5
99	одной стороны	2	5
100	тем же	1	4
101	мы имеем	5	4
102	еще не	6	4
103	отнюдь не	4	4
104	в своем	4	4
105	по пути	4	4
106	из этих	3	4
107	в известном	1	4
108	на то	1	4
109	он не	6	4
110	не станем	1	4
111	совпадают с	1	4
