N	2gram	Berdyaev_M_2	Problemy
1	и не	18	31
2	и в	46	29
3	в его	5	24
4	может быть	21	24
5	в этом	20	22
6	а не	13	22
7	т е	4	21
8	в нем	22	19
9	точки зрения	2	19
10	как бы	8	19
11	для него	18	18
12	у достоевского	34	16
13	не только	18	15
14	то что	5	15
15	то же	5	14
16	и его	5	14
17	но и	15	14
18	в пределах	1	13
19	с точки	1	13
20	уже не	4	13
21	достоевского в	2	12
22	достоевского не	3	12
23	как и	13	12
24	не может	15	12
25	в самом	5	10
26	из подполья	2	10
27	только в	3	10
28	все эти	1	9
29	с его	4	9
30	это не	5	9
31	если бы	3	9
32	идеи в	1	9
33	по отношению	2	8
34	что в	4	8
35	по себе	2	8
36	в каждом	3	8
37	как не	1	8
38	в том	3	8
39	что он	7	8
40	потому что	12	8
41	до конца	4	8
42	в своем	8	8
43	в своей	5	8
44	отношению к	2	8
45	и на	3	7
46	за пределы	1	7
47	и как	1	7
48	но в	10	7
49	в себе	10	7
50	входит в	1	7
51	достоевского и	2	7
52	том что	4	7
53	не в	9	7
54	она не	8	7
55	так и	4	7
56	лишь как	3	7
57	прежде всего	12	7
58	в романах	1	7
59	мира и	1	7
60	о достоевском	1	7
61	а в	2	7
62	самом деле	1	6
63	так же	6	6
64	менее всего	3	6
65	как в	7	6
66	в целом	1	6
67	что она	5	6
68	в мире	7	6
69	его в	3	6
70	достоевского но	1	6
71	в самой	1	6
72	его героев	1	6
73	самого достоевского	3	6
74	к нему	2	6
75	на мир	1	6
76	достоевский в	3	6
77	был бы	1	6
78	в конце	5	6
79	так как	8	6
80	и потому	7	6
81	не могут	1	6
82	все это	1	6
83	на самом	1	5
84	это и	3	5
85	должна быть	1	5
86	той же	3	5
87	же что	2	5
88	у него	22	5
89	романах достоевского	1	5
90	творчество достоевского	3	5
91	он не	10	5
92	в плане	1	5
93	но все	1	5
94	сознание и	1	5
95	было бы	1	5
96	мир и	2	5
97	в сущности	2	5
98	или как	1	5
99	и это	5	5
100	с ним	3	5
101	ничего не	2	5
102	между тем	2	5
103	творчестве достоевского	3	5
104	самосознания в	1	5
105	мира в	1	5
106	в творчестве	3	5
107	сознания и	2	5
108	конце концов	1	5
109	для достоевского	8	5
110	ивана карамазова	7	4
111	и самого	3	4
112	тем как	1	4
113	сознания не	1	4
114	бы и	5	4
115	в этой	7	4
116	перестает быть	1	4
117	человека в	14	4
118	должно быть	2	4
119	с идеей	1	4
120	но эта	2	4
121	что было	3	4
122	их в	1	4
123	в основе	2	4
124	от того	3	4
125	личности в	2	4
126	достоевского к	5	4
127	и с	3	4
128	но у	1	4
129	он есть	1	4
130	тем что	3	4
131	были бы	2	4
132	что и	4	4
133	превращается в	2	4
134	не было	11	4
135	что же	2	4
136	другого человека	2	4
137	но это	8	4
138	и для	7	4
139	они не	4	4
140	отношения к	2	3
141	отношении к	3	3
142	он может	1	3
143	и самое	2	3
144	почвы и	1	3
145	он знает	1	3
146	по достоевскому	2	3
147	я не	5	3
148	ни один	1	3
149	он сам	6	3
150	он в	3	3
151	себе и	2	3
152	уже в	2	3
153	ее как	1	3
154	дано в	1	3
155	подобно тому	2	3
156	на почве	3	3
157	достоевского было	1	3
158	достоевского нет	2	3
159	тому что	4	3
160	достоевский не	5	3
161	никогда не	18	3
162	как будто	2	3
163	этом отношении	1	3
164	в духе	5	3
165	отличается от	1	3
166	оно не	2	3
167	его художественного	1	3
168	и этим	2	3
169	приводит к	1	3
170	и здесь	6	3
171	мысль не	1	3
172	с другой	1	3
173	все в	1	3
174	в них	3	3
175	мы должны	1	3
176	но с	2	3
177	сознание в	1	3
178	в уста	1	3
179	герои достоевского	2	3
180	и у	1	3
181	не из	1	3
182	мир в	1	3
183	ни в	3	3
184	друг друга	12	3
185	хоть и	1	3
186	достоевского с	1	3
187	достоевский был	9	3
188	в человеке	2	3
189	тому как	2	3
190	как к	2	3
191	его образа	1	3
192	есть то	1	3
193	в пространстве	1	3
194	бы в	2	3
195	не дает	1	3
196	не знает	9	3
197	сказать что	3	3
198	была бы	1	3
199	материал и	1	3
200	в своих	3	3
201	как на	1	3
202	все что	4	3
203	и есть	8	2
204	к другому	3	2
205	по преимуществу	5	2
206	на западе	1	2
207	все те	1	2
208	в обычном	2	2
209	в которой	2	2
210	вопрос о	6	2
211	на себя	1	2
212	в ней	11	2
213	достоевского был	1	2
214	то он	2	2
215	отношение к	8	2
216	так что	2	2
217	в той	1	2
218	его на	4	2
219	с этим	1	2
220	и нет	3	2
221	могли бы	1	2
222	его к	1	2
223	и к	7	2
224	идеи но	1	2
225	момент его	2	2
226	мира но	1	2
227	замыкается в	2	2
228	на его	2	2
229	сознания но	1	2
230	иван и	1	2
231	в россии	3	2
232	же не	1	2
233	не образ	1	2
234	достоевского он	1	2
235	за собою	1	2
236	в жизни	4	2
237	и уже	1	2
238	чем в	2	2
239	достоевский говорит	1	2
240	данте и	1	2
241	искать в	1	2
242	в отношении	5	2
243	в котором	1	2
244	в которых	1	2
245	ее он	1	2
246	но он	11	2
247	как достоевский	1	2
248	по ту	1	2
249	человека но	1	2
250	но они	1	2
251	как можно	1	2
252	ту сторону	1	2
253	не овладевает	2	2
254	к этим	1	2
255	в вечность	1	2
256	следовательно и	1	2
257	голос самого	1	2
258	жизни не	2	2
259	правда в	2	2
260	а лишь	2	2
261	со своим	2	2
262	связи с	2	2
263	в сознании	1	2
264	уже и	1	2
265	не потому	1	2
266	записок из	1	2
267	к себе	2	2
268	воля к	1	2
269	для себя	1	2
270	самим собою	2	2
271	и что	2	2
272	и сам	1	2
273	те же	5	2
274	начала и	1	2
275	была идея	1	2
276	находится в	1	2
277	именно потому	1	2
278	сам был	1	2
279	на вопрос	1	2
280	и во	3	2
281	а потому	1	2
282	наконец в	1	2
283	подполья и	2	2
284	один из	5	2
285	мы видим	2	2
286	тот же	2	2
287	хотя бы	7	2
288	и ее	1	2
289	же и	2	2
290	к идее	1	2
291	ни одного	2	2
292	человеческого духа	5	2
293	в последний	1	2
294	его и	1	2
295	него нет	5	2
296	не о	2	2
297	лишь один	2	2
298	но потому	1	2
299	до сих	3	2
300	все время	2	2
301	себя и	3	2
302	действие романа	1	2
303	к более	1	2
304	интересует достоевского	4	2
305	него не	1	2
306	достоевским и	2	2
307	представляется нам	1	2
308	нет ни	2	2
309	в изображении	1	2
310	с этой	1	2
311	сих пор	3	2
312	последний день	2	2
313	то перед	2	2
314	можно было	2	2
315	которые были	1	2
316	великого инквизитора	4	2
317	и от	3	2
318	и человек	3	2
319	раскольников и	1	2
320	человек и	2	2
321	и перед	3	2
322	бы он	1	2
323	его жизнь	1	2
324	не есть	13	2
325	е в	2	2
326	между ними	1	2
327	жизни а	2	2
328	есть и	3	2
329	у толстого	1	2
330	жизни и	6	2
331	но эти	1	2
332	героя лишь	1	1
333	смысле слова	3	1
334	от этой	2	1
335	же как	3	1
336	царство царство	1	1
337	эта тема	1	1
338	с какой-то	1	1
339	из самых	1	1
340	идея и	3	1
341	человека достоевский	1	1
342	духа в	2	1
343	с таким	2	1
344	и за	2	1
345	его не	2	1
346	их и	1	1
347	идеей и	2	1
348	мы не	1	1
349	достоевского нельзя	2	1
350	не была	1	1
351	личности от	1	1
352	и над	1	1
353	на практике	1	1
354	и иван	3	1
355	бы ни	1	1
356	одного или	1	1
357	по замыслу	1	1
358	степени как	1	1
359	не способен	5	1
360	и он	11	1
361	формы в	1	1
362	во мне	1	1
363	себе а	1	1
364	или наташи	1	1
365	оценок и	1	1
366	на их	1	1
367	во всех	2	1
368	а следовательно	1	1
369	друг к	5	1
370	внешней среды	1	1
371	себе он	1	1
372	к которой	3	1
373	есть своя	1	1
374	и всякий	1	1
375	в противоречии	1	1
376	постановка проблемы	1	1
377	версилова к	4	1
378	нет и	1	1
379	и достоевский	8	1
380	в свои	1	1
381	что они	3	1
382	сама по	1	1
383	которые не	1	1
384	независимо от	1	1
385	своем творчестве	1	1
386	оформления в	1	1
387	хотя и	2	1
388	раскольникова ставрогина	1	1
389	был таким	1	1
390	в материал	1	1
391	пределы своего	1	1
392	слова он	1	1
393	в действительности	2	1
394	от этого	2	1
395	он мыслится	1	1
396	поэтому он	2	1
397	со своей	1	1
398	лежит на	1	1
399	его творений	1	1
400	та же	10	1
401	отказывается от	1	1
402	что это	6	1
403	что достоевский	1	1
404	в нашем	7	1
405	не оставляет	1	1
406	правильного сознания	1	1
407	нет свободы	1	1
408	чем его	1	1
409	не превращает	1	1
410	достоевского а	2	1
411	как он	3	1
412	но на	2	1
413	потому они	1	1
414	с изображением	1	1
415	и если	2	1
416	в первых	1	1
417	к миру	1	1
418	высшей степени	3	1
419	он должен	1	1
420	есть та	1	1
421	к одному	1	1
422	и вот	5	1
423	имеет смысл	1	1
424	правде правда	1	1
425	одного духа	1	1
426	образа и	2	1
427	находит себе	1	1
428	не будет	3	1
429	в вечности	1	1
430	что все	5	1
431	что такой	1	1
432	мире не	1	1
433	об этом	1	1
434	к другу	5	1
435	сознание не	1	1
436	лишь в	2	1
437	а без	1	1
438	с самим	3	1
439	то все	2	1
440	роль в	1	1
441	мира с	1	1
442	его ум	1	1
443	достоевском нельзя	1	1
444	для них	1	1
445	тех которые	3	1
446	она и	1	1
447	в высшей	3	1
448	все равно	3	1
449	другу как	1	1
450	личности не	1	1
451	духа вообще	1	1
452	не всегда	2	1
453	ведет к	13	1
454	она неизбежно	1	1
455	потому и	1	1
456	я ты	1	1
457	остается в	1	1
458	и становится	1	1
459	было не	2	1
460	самого последнего	2	1
461	которую он	1	1
462	ему как	2	1
463	от своего	1	1
464	можно найти	1	1
465	будет и	1	1
466	замыслу достоевского	1	1
467	место в	2	1
468	он принимает	1	1
469	жизни с	1	1
470	духа поэтому	1	1
471	своего рода	1	1
472	признать что	1	1
473	способна на	1	1
474	должны были	1	1
475	значение для	1	1
476	одном из	1	1
477	личное начало	2	1
478	целом мире	1	1
479	свобода и	2	1
480	так называемого	1	1
481	быть лишь	2	1
482	он остается	1	1
483	до известной	1	1
484	которой должен	1	1
485	в русской	6	1
486	не имеет	4	1
487	который был	2	1
488	идея у	1	1
489	русский народ	5	1
490	него была	2	1
491	и форм	1	1
492	только это	2	1
493	и именно	1	1
494	осуществляется эта	1	1
495	же его	1	1
496	того чтобы	4	1
497	та или	1	1
498	земли в	1	1
499	не то	1	1
500	и всегда	3	1
501	и весь	1	1
502	или иная	1	1
503	как момент	1	1
504	показывает как	1	1
505	на этом	2	1
506	к концу	1	1
507	наоборот он	1	1
508	соня мармеладова	1	1
509	его он	3	1
510	ибо все	1	1
511	был так	1	1
512	собственной личности	1	1
513	слова о	1	1
514	котором в	1	1
515	достоевским в	3	1
516	и социального	2	1
517	у нас	11	1
518	в трагедии	3	1
519	иван карамазов	13	1
520	в момент	1	1
521	обладают лишь	1	1
522	чтобы сделать	1	1
523	лежит в	1	1
524	про себя	1	1
525	я сам	1	1
526	должны быть	4	1
527	может менее	1	1
528	для такого	1	1
529	к тому	5	1
530	достоевский как	1	1
531	мысли о	1	1
532	как человек	1	1
533	они и	4	1
534	все еще	1	1
535	достоевского достоевский	1	1
536	души все	1	1
537	быть назван	2	1
538	не могли	1	1
539	должен быть	4	1
540	не существует	3	1
541	людей в	2	1
542	этого пути	1	1
543	в ее	1	1
544	личности и	2	1
545	построен так	1	1
546	же идея	1	1
547	и хоть	1	1
548	его любовь	2	1
549	переживает кризис	1	1
550	сама идея	1	1
551	достоевского все	1	1
552	как с	1	1
553	что у	4	1
554	человека он	2	1
555	в другом	1	1
556	по природе	1	1
557	в борьбе	1	1
558	которая была	1	1
559	он по	1	1
560	нельзя найти	1	1
561	она была	1	1
562	по сравнению	1	1
563	самостоятельную жизнь	1	1
564	для этого	4	1
565	путь его	1	1
566	своего образа	2	1
567	вот это	1	1
568	поэтому она	1	1
569	только и	4	1
570	под его	2	1
571	о том	3	1
572	и та	2	1
573	говорит об	1	1
574	дает никакой	1	1
575	и ивана	3	1
576	того как	3	1
577	его личности	1	1
578	во втором	1	1
579	знал бы	1	1
580	толстого в	1	1
581	и только	1	1
582	не надо	2	1
583	достоевского это	1	1
584	образа она	1	1
585	перед тем	1	1
586	последних пределов	1	1
587	мира иного	1	1
588	всякий человек	2	1
589	своих романах	1	1
590	такой человек	2	1
591	того что	6	1
592	к которому	3	1
593	быть и	2	1
594	направлена на	2	1
595	мы увидим	2	1
596	ли он	1	1
597	в какой	1	1
598	как другое	1	1
599	то в	2	1
600	и свобода	2	1
601	это очень	1	1
602	духа а	1	1
603	лишь одна	2	1
604	а с	1	1
605	к свободе	1	1
606	выбора и	1	1
607	старец зосима	2	1
608	себя в	4	1
609	вот почему	2	1
610	он считал	1	1
611	него есть	1	1
612	друг за	2	1
613	не все	1	1
614	и чисто	1	1
615	него и	2	1
616	была основная	1	1
617	этим он	1	1
618	и других	2	1
619	достоевский во	1	1
620	это отрицание	1	1
621	есть правда	1	1
622	не так	3	1
623	как раскольников	2	1
624	себе в	2	1
625	не находит	1	1
626	выход за	1	1
627	он становится	1	1
628	но достоевский	3	1
629	не для	3	1
630	ним как	1	1
631	противоречии с	2	1
632	но что	1	1
633	дело и	1	1
634	бытия и	1	1
635	из нее	1	1
636	и никогда	3	1
637	тезис достоевского	1	1
638	ее на	1	1
639	нет в	4	1
640	это свое	1	1
641	для того	5	1
642	лишь для	1	1
643	подпольного человека	1	1
644	него но	1	1
645	тотчас же	1	1
646	обычном смысле	1	1
647	как у	2	1
648	делает в	1	1
649	и быть	1	1
650	во второй	1	1
651	всякого человека	2	1
652	человека ибо	1	1
653	что не	2	1
654	но есть	1	1
655	и люди	2	1
656	идея не	1	1
657	нем и	1	1
658	жизнь в	6	1
659	дух и	1	1
660	не допускает	1	1
661	знает только	1	1
662	не раскрывает	3	1
663	и она	3	1
664	ни на	1	1
665	целиком в	1	1
666	бы это	1	1
667	перейти в	2	1
668	к своему	2	1
669	не знал	3	1
670	все исторические	1	1
671	что за	2	1
672	сравнению с	1	1
673	внешних условий	1	1
674	такого рода	2	1
675	в чистом	1	1
676	что весь	1	1
677	это за	1	1
678	и там	6	1
679	о человеке	1	1
680	у ивана	1	1
681	бы его	2	1
682	лишь из	1	1
683	и менее	1	1
684	этого слова	1	1
685	этот не	1	1
686	ничего кроме	2	1
687	ставрогина и	1	1
688	в более	2	1
689	любовь к	8	1
690	не достигает	1	1
691	все внешнее	2	1
692	его нет	1	1
693	идей или	1	1
694	его с	2	1
695	в другое	1	1
696	сознания в	1	1
697	своей книге	1	1
698	ее и	2	1
699	сознания что	1	1
700	и все	5	1
701	как теперь	1	1
702	у них	4	1
703	ну и	1	1
704	более всего	1	1
705	переносится в	1	1
706	только что	1	1
707	все они	1	1
708	ее в	2	1
709	но сколько	1	1
710	к самому	2	1
711	лишь те	1	1
712	а о	1	1
713	в свою	4	1
714	в какие	1	1
715	но если	1	1
716	с ней	1	1
717	ценность личности	1	1
718	это в	1	1
719	от всех	1	1
720	остается как	1	1
721	идея в	1	1
722	что действие	1	1
723	сам в	1	1
724	на своем	1	1
725	и смердяков	1	1
726	нет этой	1	1
727	понял что	2	1
728	к этой	1	1
729	и эта	2	1
730	дмитрия и	1	1
731	к этому	1	1
732	так всегда	1	1
