N	3gram	Bakhtin_fo_2	Myshleni
1	в том что	3	19
2	по сравнению с	1	14
3	с точки зрения	8	10
4	для того чтобы	7	8
5	с самого начала	1	7
6	к тому что	1	7
7	можно сказать что	1	6
8	в то время	1	6
9	то же самое	2	6
10	друг с другом	4	5
11	то время как	1	5
12	и того же	1	4
13	одного и того	1	4
14	как мы видели	1	4
15	до сих пор	2	3
16	в этом отношении	2	3
17	в том же	4	2
18	и в их	1	2
19	с другой стороны	1	2
20	важно было показать	1	2
21	оно не может	1	2
22	в этом случае	2	2
23	в значительной мере	1	2
24	с тем что	1	2
25	вместо того чтобы	1	2
26	вместе с тем	1	2
27	не могут не	1	2
28	в связи с	7	2
29	там где они	1	2
30	не может быть	1	2
31	все эти особенности	1	1
32	с одной стороны	1	1
33	связи с этим	2	1
34	в том числе	3	1
35	о том как	3	1
36	и во всех	2	1
37	из того же	1	1
38	и в этом	3	1
39	в совершенно ином	1	1
40	как и в	1	1
41	так что в	1	1
42	по самому своему	1	1
43	в конце концов	1	1
44	потому что они	2	1
45	на первый план	2	1
46	в другом случае	1	1
47	что и в	1	1
48	что он не	1	1
49	что в основе	1	1
50	влияние на развитие	1	1
51	как то что	1	1
52	как бы в	1	1
53	на самом деле	1	1
54	но в этом	1	1
55	в котором он	1	1
56	в отличие от	1	1
57	но он не	1	1
58	в широком смысле	1	1
59	не только в	5	1
60	то что в	1	1
61	той или иной	1	1
62	обстоит дело с	1	1
63	данном случае мы	1	1
64	он утверждает что	1	1
65	с другом в	1	1
66	и как бы	1	1
67	в данном случае	1	1
68	вместе с этим	1	1
69	только в том	1	1
70	по аналогии с	1	1
71	и в другом	1	1
72	том числе и	2	1
73	не может не	1	1
74	сами по себе	2	1
75	друг от друга	2	1
76	бы он ни	1	1
77	как и все	1	1
78	так и здесь	1	1
79	эта точка зрения	1	1
80	только в пределах	1	1
81	это не значит	1	1
82	в свою очередь	1	1
83	этой точки зрения	1	1
84	по своему содержанию	1	1
85	а это и	1	1
86	с этой точки	1	1
