N	2gram	Bakhtin_Fr_2	VrazhdaK
1	в году	13	18
2	не только	17	9
3	в этом	15	8
4	и в	49	8
5	но и	13	7
6	и все	3	7
7	года в	1	7
8	то что	6	7
9	что в	2	7
10	все же	7	6
11	но в	4	6
12	в нем	9	6
13	как и	11	6
14	в котором	1	6
15	и с	6	6
16	о нем	1	6
17	в начале	5	6
18	и даже	2	6
19	в романе	9	6
20	то же	7	5
21	об этом	1	5
22	в то	6	5
23	же время	6	5
24	у него	2	5
25	не было	4	5
26	и не	15	5
27	в ней	2	4
28	что он	3	4
29	в истории	6	4
30	целый ряд	2	4
31	при этом	5	4
32	это не	1	4
33	несмотря на	3	4
34	все это	9	4
35	письме к	1	4
36	в виду	3	4
37	во многом	1	4
38	с ним	4	4
39	о том	3	4
40	для нас	1	4
41	уже в	5	4
42	может быть	5	4
43	как бы	11	4
44	в своих	4	4
45	так же	2	4
46	одним из	2	3
47	который был	1	3
48	я не	1	3
49	он был	2	3
50	в чем	1	3
51	с его	5	3
52	в своем	5	3
53	и как	1	3
54	раз в	3	3
55	на то	2	3
56	его в	1	3
57	он не	1	3
58	в париже	1	3
59	далеко не	3	3
60	том что	4	3
61	но он	6	3
62	и его	17	3
63	связи с	2	3
64	и о	4	3
65	и во	4	3
66	в его	18	3
67	в том	3	3
68	и у	1	3
69	в конце	2	3
70	тем что	4	3
71	в связи	2	3
72	в те	1	3
73	эти слова	1	3
74	к этому	1	3
75	отношения к	4	2
76	и то	1	2
77	и он	1	2
78	в эти	1	2
79	он пишет	3	2
80	мотивы и	1	2
81	в этой	10	2
82	что к	1	2
83	в себе	4	2
84	их в	3	2
85	таким образом	7	2
86	в одну	2	2
87	в мире	2	2
88	в них	13	2
89	рядом с	6	2
90	своих литературных	1	2
91	мы знаем	1	2
92	не мог	1	2
93	в эту	5	2
94	во время	12	2
95	точки зрения	6	2
96	в своей	5	2
97	и ее	1	2
98	с точки	5	2
99	место в	3	2
100	не менее	1	2
101	том же	1	2
102	одна из	4	2
103	никогда не	5	2
104	и далее	1	2
105	к себе	1	2
106	на это	1	2
107	и это	3	2
108	году в	4	2
109	на основе	2	2
110	так в	3	2
111	еще не	2	2
112	году и	1	2
113	там же	2	2
114	этот момент	4	2
115	после смерти	1	2
116	и образы	2	2
117	с нею	1	2
118	из них	3	2
119	для него	9	2
120	отношение к	8	2
121	к ним	1	2
122	как раз	1	2
123	и т.п	11	2
124	о влиянии	1	2
125	как же	1	2
126	о чем	3	2
127	в честь	1	2
128	не может	7	2
129	вместе с	2	2
130	в него	2	2
131	но это	2	2
132	же в	3	2
133	очень хорошо	2	2
134	а в	4	2
135	в свою	1	2
136	это в	2	2
137	этого романа	1	1
138	как известно	2	1
139	вряд ли	2	1
140	ко всем	1	1
141	также и	3	1
142	человека и	3	1
143	того же	1	1
144	к своей	1	1
145	это и	2	1
146	и есть	1	1
147	что слово	2	1
148	несколько позже	1	1
149	был врагом	1	1
150	по преимуществу	2	1
151	своей эпохи	1	1
152	в их	2	1
153	из всех	1	1
154	той же	1	1
155	что уже	1	1
156	он как	2	1
157	еще до	1	1
158	равно как	1	1
159	роман в	1	1
160	в разные	1	1
161	был еще	3	1
162	всего романа	1	1
163	лести и	1	1
164	литературой в	1	1
165	литературе и	1	1
166	на них	1	1
167	складывались и	1	1
168	ту эпоху	2	1
169	по своему	1	1
170	и всего	1	1
171	но не	5	1
172	и т.д	2	1
173	чтобы потом	1	1
174	что они	2	1
175	из которого	1	1
176	же с	2	1
177	независимо от	1	1
178	как в	1	1
179	дает нам	2	1
180	сильные стороны	1	1
181	по которому	1	1
182	как к	2	1
183	и наконец	1	1
184	в самом	3	1
185	в целом	1	1
186	не был	3	1
187	романа это	1	1
188	выражение в	5	1
189	он всегда	1	1
190	не могла	1	1
191	развиваться в	1	1
192	в свет	2	1
193	безумия или	1	1
194	да и	3	1
195	знали что	1	1
196	ключ к	2	1
197	всех этих	3	1
198	в силу	1	1
199	этот процесс	4	1
200	в плане	3	1
