N	3gram	Propp_Isto_1	KFilosof
1	по отношению к	3	21
2	не может быть	7	11
3	может быть только	1	6
4	в нем и	1	3
5	в этом смысле	1	3
6	того или иного	1	3
7	но и здесь	1	3
8	и в этом	1	3
9	в соответствии с	1	2
10	бы то ни	2	2
11	это значило бы	1	2
12	здесь мы имеем	2	2
13	то ни было	2	2
14	уже не может	1	2
15	один и тот	2	2
16	вопрос о том	2	2
17	тем не менее	6	2
18	во всем его	1	2
19	в том что	4	2
20	и тот же	2	2
21	на то что	4	1
22	никогда не было	1	1
23	о нем но	1	1
24	мы никогда не	1	1
25	не зависит от	1	1
26	равно как и	1	1
27	в средние века	1	1
28	влечет за собой	1	1
29	одно из проявлений	1	1
30	не было и	1	1
31	но все это	1	1
32	в зависимости от	2	1
33	тем или иным	1	1
34	у меня есть	2	1
35	не само по	1	1
36	в противном случае	1	1
37	она может быть	1	1
38	вместе с тем	2	1
39	и тем не	2	1
40	здесь мы видим	1	1
41	одном случае мы	1	1
42	между ним и	1	1
43	в первом случае	1	1
44	при таком положении	1	1
45	но в то	1	1
46	в иной мир	3	1
47	смысле этого слова	1	1
48	не содержит в	1	1
49	в том случае	1	1
50	а не как	1	1
51	в одном случае	1	1
52	не в том	1	1
53	это не значит	1	1
54	со стороны его	1	1
55	дело в том	3	1
56	быть не может	1	1
57	мы не найдем	1	1
58	как одно из	1	1
59	на этом пути	1	1
60	для того чтобы	1	1
61	формальной а не	1	1
62	и должен быть	2	1
63	по себе а	1	1
64	мы не можем	2	1
65	в значительной степени	1	1
66	то что уже	1	1
67	же самое что	2	1
68	никогда не может	1	1
69	само по себе	2	1
70	это отнюдь не	1	1
71	и здесь я	1	1
72	если бы не	1	1
73	в большинстве случаев	4	1
74	к тому что	1	1
75	не значит что	1	1
76	и этот момент	1	1
77	и в нем	1	1
78	это может быть	1	1
79	дело не в	1	1
80	том случае когда	1	1
81	а именно в	1	1
82	ясно что это	1	1
83	что и в	1	1
84	только тогда когда	1	1
85	то же самое	3	1
86	уже не только	1	1
