N	2gram	Losev_Prob_3	Istorich
1	и в	44	26
2	так как	9	18
3	мы имеем	2	14
4	никогда не	6	13
5	потому что	25	13
6	и на	1	12
7	в этом	17	12
8	таким образом	9	12
9	в том	21	12
10	что в	8	12
11	мы видели	2	11
12	может быть	28	11
13	и т	13	10
14	не только	14	10
15	том что	12	10
16	в образе	1	10
17	с другой	7	10
18	и не	35	10
19	еще не	5	9
20	представление о	1	9
21	а именно	8	9
22	что он	9	9
23	но и	10	9
24	и это	9	8
25	все эти	7	8
26	все же	6	8
27	в нем	9	8
28	т д	13	8
29	на том	1	8
30	с ним	7	8
31	вместе с	2	8
32	другой стороны	5	8
33	например в	1	7
34	но в	12	7
35	здесь можно	1	7
36	мы можем	6	7
37	и его	5	7
38	о том	6	7
39	с одной	2	7
40	уже не	7	7
41	представлений о	1	7
42	у него	1	7
43	одной стороны	1	7
44	мы уже	4	6
45	мы не	7	6
46	как в	5	6
47	как он	1	6
48	и с	9	6
49	в виде	6	6
50	то что	23	6
51	связан с	1	6
52	и там	2	6
53	этом случае	5	6
54	в более	1	6
55	ее в	1	6
56	не может	7	6
57	то же	13	5
58	в ней	5	5
59	как и	10	5
60	и эти	1	5
61	и что	7	5
62	же мы	1	5
63	в то	9	5
64	то это	10	5
65	так и	10	5
66	нас к	2	5
67	в его	9	5
68	только в	19	5
69	тем что	4	5
70	у нас	10	5
71	там где	1	5
72	как это	2	5
73	его в	3	5
74	как мы	8	4
75	и он	1	4
76	что оно	2	4
77	но как	4	4
78	из этих	1	4
79	на его	1	4
80	после этого	1	4
81	и по	2	4
82	здесь мы	1	4
83	это не	9	4
84	и тем	9	4
85	с тем	5	4
86	не всегда	1	4
87	еще нет	2	4
88	не имели	2	4
89	в очень	1	4
90	здесь еще	1	4
91	а также	4	4
92	что и	9	4
93	себе в	1	4
94	до сих	2	4
95	прежде всего	3	4
96	зависит от	1	4
97	как бы	9	4
98	сих пор	2	4
99	у них	2	4
100	но это	8	4
101	в мифе	3	4
102	есть и	2	4
103	же как	3	3
104	и то	14	3
105	там же	1	3
106	почти всегда	2	3
107	должна быть	1	3
108	время как	4	3
109	из которых	2	3
110	мы наблюдали	1	3
111	с солнцем	1	3
112	видели что	1	3
113	или иное	2	3
114	независимо от	1	3
115	тех случаях	1	3
116	когда он	2	3
117	в себе	8	3
118	вообще не	1	3
119	что она	1	3
120	при этом	4	3
121	если бы	3	3
122	уже видели	1	3
123	так например	1	3
124	в них	1	3
125	нет в	1	3
126	в своей	5	3
127	и ее	3	3
128	в одном	1	3
129	не в	13	3
130	она не	3	3
131	на котором	2	3
132	например у	1	3
133	могут быть	2	3
134	как только	3	3
135	и другие	3	3
136	данном случае	7	3
137	то время	4	3
138	если они	1	3
139	имеется в	4	3
140	другими словами	6	3
141	от него	2	3
142	том как	2	3
143	и действительно	1	3
144	в качестве	3	3
145	так что	12	3
146	при помощи	8	3
147	и других	1	3
148	от того	2	3
149	и только	6	3
150	далеко не	1	3
151	от этого	1	3
152	не было	5	3
153	воды и	1	3
154	в частности	2	3
155	в него	1	3
156	к своему	1	3
157	в данном	9	3
158	в тех	3	3
159	как будто	3	3
160	что здесь	5	3
161	и от	9	3
162	кроме того	3	3
163	случаях когда	1	3
164	или в	4	3
165	вопрос о	1	3
166	на первый	4	3
167	а в	5	3
168	сказать что	16	3
169	на более	1	3
170	является и	1	3
171	из этого	3	3
172	как на	2	3
173	в своих	1	3
174	к этому	1	3
175	они не	1	3
176	только он	2	2
177	того же	2	2
178	говорилось выше	2	2
179	здесь и	3	2
180	что эти	1	2
181	и больше	3	2
182	то самое	1	2
183	здесь уже	1	2
184	всех его	1	2
185	что иное	4	2
186	большей частью	1	2
187	первый план	2	2
188	но не	3	2
189	то он	2	2
190	на то	3	2
191	относится к	1	2
192	с этим	2	2
193	дает нам	2	2
