N	3gram	Bakhtin_Pr_5	KulturaY
1	в том что	2	10
2	можно было бы	2	9
3	с точки зрения	2	8
4	для того чтобы	1	8
5	в самом деле	1	7
6	с другой стороны	3	7
7	по крайней мере	1	6
8	в этом смысле	3	5
9	во всяком случае	4	5
10	тем не менее	1	5
11	не может быть	3	4
12	большей или меньшей	1	3
13	в этом отношении	1	3
14	в большей или	1	3
15	в конце концов	3	3
16	или меньшей степени	1	3
17	что я не	1	3
18	то же время	10	3
19	в то же	10	3
20	сплошь да рядом	1	2
21	на самом деле	9	2
22	но даже и	1	2
23	в этом случае	1	2
24	было бы привести	1	2
25	вместе с тем	1	2
26	тем что он	1	2
27	в отличие от	2	2
28	и в том	1	2
29	в свое время	1	2
30	в свою очередь	1	2
31	и в самом	3	2
32	но все же	2	2
33	можно сказать что	1	2
34	с первого же	1	2
35	и в другом	1	2
36	сих пор еще	1	1
37	да и то	1	1
38	то что я	2	1
39	мысль и речь	1	1
40	прежде всего в	1	1
41	дело в том	1	1
42	а прежде всего	1	1
43	в виде отдельных	1	1
44	по его мнению	1	1
45	что и это	1	1
46	в том и	1	1
47	отвечает на вопрос	1	1
48	что это действительно	1	1
49	уже не в	1	1
50	может и не	1	1
51	потому что я	1	1
52	знает что он	1	1
53	слова которое не	1	1
54	но не до	1	1
55	до сих пор	1	1
56	сам по себе	2	1
57	что он не	1	1
58	мы должны признать	1	1
59	по себе и	2	1
60	бы то ни	3	1
61	мы могли бы	1	1
62	а так как	1	1
63	было бы так	1	1
64	это вовсе не	1	1
65	том или ином	1	1
66	что все это	2	1
67	и не в	2	1
68	главным образом в	1	1
69	и то что	1	1
70	и у других	1	1
71	и с этой	1	1
72	и в других	1	1
73	может быть и	1	1
74	из уст в	1	1
75	в значительной степени	1	1
76	то время как	1	1
77	в том или	1	1
78	в данном случае	1	1
79	себе и не	1	1
80	что на самом	1	1
81	то ни было	3	1
82	в противоречии с	1	1
83	и все его	1	1
84	совершается в пределах	1	1
85	смысле этого слова	2	1
86	и это определение	1	1
87	пор еще не	1	1
88	не только для	1	1
89	все более и	1	1
90	могли бы сказать	1	1
91	но только в	1	1
92	уже с самого	1	1
93	и не даром	1	1
94	в нем есть	1	1
95	том и в	1	1
96	уст в уста	1	1
97	что же это	1	1
98	что же такое	1	1
99	но эти слова	1	1
100	этого слова и	1	1
101	ни одного слова	2	1
102	в то время	1	1
103	как и в	1	1
104	и не должен	1	1
105	хотя и с	1	1
106	о том что	1	1
107	и все это	2	1
108	но и для	1	1
109	в сущности не	2	1
110	с самого начала	8	1
111	более и более	1	1
112	и прежде всего	4	1
113	но так же	1	1
114	наконец еще один	1	1
115	к тому чтобы	2	1
116	еще один пример	1	1
117	который не может	1	1
118	я не хочу	2	1
119	они ни были	1	1
120	как впрочем и	1	1
121	не может и	1	1
122	должны признать что	1	1
123	в большинстве случаев	2	1
124	к тому что	1	1
125	что же? все	1	1
126	сама по себе	1	1
127	по сравнению со	1	1
128	потому что они	1	1
129	к тому же	3	1
130	как мы знаем	2	1
131	как мы видели	1	1
