N	3gram	Losev_Prob_2	FransuaR
1	как мы уже	1	6
2	о том что	14	5
3	в то же	4	5
4	в самом деле	2	4
5	с одной стороны	5	4
6	на первый план	3	3
7	в этом отношении	1	3
8	о котором мы	1	3
9	до сих пор	4	3
10	никак не может	2	2
11	одной стороны и	3	2
12	и вовсе не	4	2
13	и то что	7	2
14	прямо сказать что	1	2
15	в данном случае	5	2
16	это прежде всего	1	2
17	и тот же	2	2
18	как один из	1	2
19	но и в	3	2
20	можно прямо сказать	1	2
21	с другой стороны	5	2
22	то есть только	2	2
23	то есть в	2	2
24	в том что	4	2
25	и прежде всего	2	2
26	несколько слов о	1	1
27	эту тему в	1	1
28	пространстве и времени	2	1
29	дает нам право	1	1
30	в той или	1	1
31	том что в	2	1
32	более или менее	4	1
33	через несколько лет	1	1
34	в настоящее время	16	1
35	все это есть	1	1
36	свидетельствует о том	1	1
37	о том как	1	1
38	один и тот	2	1
39	и не только	1	1
40	здесь вовсе не	1	1
41	именно то что	1	1
42	думать о том	1	1
43	между тем как	1	1
44	туда и сюда	1	1
45	не во всех	2	1
46	на самом же	1	1
47	а так как	1	1
48	иначе чем в	1	1
49	совершенно ясно что	1	1
50	в первых двух	1	1
51	но если мы	2	1
52	в значительной мере	3	1
53	он сам а	1	1
54	по самому своему	2	1
55	мы не будем	1	1
56	вместе с тем	1	1
57	стороны и с	1	1
58	но и самый	1	1
59	только то что	3	1
60	в этой области	3	1
61	и для всех	1	1
62	и тем же	1	1
63	в конце концов	7	1
64	в пространстве и	1	1
65	а для этого	1	1
66	как и вообще	1	1
67	в связи с	5	1
68	так и от	1	1
69	друг к другу	2	1
70	для того чтобы	2	1
71	не может быть	3	1
72	потому что они	1	1
73	одним и тем	1	1
74	и до наших	1	1
75	не совпадает с	2	1
76	же деле здесь	1	1
77	в зависимости от	1	1
78	в то время	1	1
79	что не имеет	1	1
80	и самый этот	1	1
81	между собой и	2	1
82	заключается в том	2	1
83	та или иная	2	1
84	как мы говорим	1	1
85	не только в	2	1
86	той или иной	1	1
87	но все же	1	1
88	можно сказать что	3	1
89	ни о каком	1	1
90	или иной мере	1	1
91	о чем мы	1	1
92	а с другой	1	1
93	в каждом из	1	1
94	тем более не	2	1
95	и с другой	1	1
96	не существует но	1	1
97	самом же деле	1	1
98	растения и животные	1	1
99	то что не	2	1
