N	2gram	Medvedev_F_3	slovoVRo
1	и в	27	41
2	в нем	15	30
3	и т	11	28
4	т п	5	23
5	в романе	4	21
6	в роман	4	19
7	могут быть	4	19
8	во всех	3	17
9	не только	9	16
10	и не	30	16
11	точки зрения	16	16
12	но и	10	16
13	а не	17	15
14	то же	15	14
15	и на	3	14
16	в то	7	14
17	и его	19	14
18	в пределах	8	14
19	может быть	25	14
20	и др	2	14
21	не может	24	14
22	слова и	4	13
23	в сущности	2	13
24	в его	7	13
25	в этом	18	12
26	до конца	4	12
27	же время	7	12
28	языка и	1	12
29	как бы	8	12
30	так и	21	11
31	язык и	1	10
32	в большинстве	4	10
33	в той	3	10
34	слово в	2	10
35	себя в	1	9
36	все эти	6	9
37	таким образом	18	9
38	той или	1	9
39	или иной	2	9
40	как в	4	8
41	но в	6	8
42	с точки	14	8
43	как мы	8	8
44	слова в	1	8
45	прежде всего	4	8
46	смысловые и	1	7
47	все же	6	7
48	стиля и	1	7
49	в слове	4	7
50	в своей	6	7
51	не в	12	7
52	вовсе не	28	7
53	с ним	1	7
54	зрения на	1	7
55	и следовательно	3	7
56	в поэтическом	1	7
57	всех его	1	7
58	на фоне	3	7
59	романного жанра	1	7
60	все они	1	7
61	во всяком	6	7
62	того же	3	6
63	при этом	8	6
64	это не	3	6
65	в них	3	6
66	к своему	1	6
67	установка на	4	6
68	в отношении	2	6
69	слова как	2	6
70	оно не	3	6
71	только в	8	6
72	большинстве случаев	5	6
73	и даже	2	6
74	а в	1	6
75	отношении к	1	6
76	в каждый	1	5
77	роман и	2	5
78	в самом	11	5
79	так сказать	5	5
80	т д	6	5
81	с другими	1	5
82	всяком случае	6	5
83	все это	7	5
84	с определенными	2	5
85	в основе	3	5
86	не на	3	5
87	в языке	2	5
88	и мир	2	5
89	слово как	3	5
90	как его	9	5
91	с другой	6	5
92	еще более	1	5
93	каждый данный	1	5
94	романа и	2	5
95	ту же	2	4
96	одним из	3	4
97	в ней	5	4
98	еще не	6	4
99	с его	2	4
100	за пределы	2	4
101	данный момент	2	4
102	входя в	2	4
103	всех этих	2	4
104	не как	2	4
105	в каждом	5	4
106	и с	3	4
107	лишь в	9	4
108	входит в	8	4
109	на почве	2	4
110	как и	14	4
111	автора и	1	4
112	в их	1	4
113	к предмету	1	4
114	том же	1	4
115	в процессе	15	4
116	и для	6	4
117	лежит в	1	4
118	с ее	2	4
119	жанра в	2	4
120	ничего не	2	4
121	оценок и	2	4
122	о нем	3	4
123	язык в	1	4
124	один из	1	4
125	с одной	1	4
126	языка как	2	4
127	художественного слова	1	4
128	одной стороны	1	4
129	и все	8	4
130	там где	7	4
131	и потому	5	4
132	и формы	5	4
133	и от	11	4
134	в смысле	4	4
135	кроме того	1	4
136	здесь в	1	4
137	известной степени	2	4
138	и часто	1	4
139	быть и	1	4
140	другой стороны	5	4
141	каждое слово	1	4
142	в первом	1	3
143	в зависимости	5	3
144	единство и	1	3
145	язык как	2	3
146	зависимости от	5	3
147	как таковые	1	3
148	данном случае	4	3
149	в своем	2	3
150	бы и	3	3
151	европейского романа	1	3
152	из этих	2	3
153	является лишь	4	3
154	выражение в	1	3
155	прямой и	1	3
156	в себе	3	3
157	в поэзии	3	3
158	внутренней речи	2	3
159	вообще не	2	3
160	ни были	1	3
161	и может	1	3
162	и почти	1	3
163	его в	7	3
164	было бы	6	3
165	он не	1	3
166	и ее	6	3
167	от его	3	3
168	лингвистика и	1	3
169	а иногда	2	3
170	она не	4	3
171	не могло	2	3
172	следовательно и	4	3
173	никогда не	5	3
174	в разных	1	3
175	произведения как	6	3
176	и здесь	1	3
177	не могут	10	3
178	поэтическом произведении	2	3
179	в других	1	3
180	к тому	4	3
181	поэтического языка	1	3
182	и этим	1	3
183	романа у	1	3
184	формы и	3	3
185	о том	4	3
186	не выходит	1	3
187	и во	2	3
188	те или	1	3
189	переходит в	2	3
190	нем и	2	3
191	все время	6	3
192	в него	3	3
193	того что	3	3
194	в том	7	3
195	языка на	1	3
196	поэтому и	2	3
197	бы ни	4	3
198	в качестве	1	3
199	конечно не	4	3
200	и чисто	1	3
201	и других	1	3
202	из них	2	3
203	его и	3	3
204	для него	1	3
205	с различными	1	3
206	так как	9	3
207	друг друга	5	3
208	выходит за	1	3
209	именно в	1	3
210	романа в	3	3
211	смысла и	4	3
212	не было	1	3
213	более того	6	3
214	в истории	5	3
215	но оно	2	3
216	с этим	1	3
217	в данном	6	3
218	по существу	1	3
219	с этой	1	3
220	в основном	2	3
221	при всем	1	3
222	мы найдем	1	3
223	в результате	5	3
224	лишь как	3	3
225	из существеннейших	1	3
226	хотя бы	6	3
227	одной из	2	3
228	из этого	4	3
229	смысле слова	2	2
230	не должны	1	2
231	на самом	14	2
232	то в	2	2
233	в чисто	2	2
234	в котором	2	2
235	оно было	1	2
236	мы уже	3	2
237	той же	3	2
238	мы не	4	2
239	же как	3	2
240	из своих	2	2
241	мы и	3	2
242	слова самого	1	2
243	и то	1	2
244	между собой	4	2
245	столь же	3	2
246	в ее	4	2
247	он может	2	2
248	но не	5	2
249	всякое конкретное	2	2
250	и речи	2	2
251	что они	5	2
252	сих пор	1	2
253	пределах одной	2	2
254	хотя и	1	2
255	от этой	1	2
256	произведения так	2	2
257	от этого	2	2
258	именно эта	1	2
259	в целом	4	2
260	у каждого	1	2
261	эпохи и	1	2
262	и те	4	2
263	высказывания не	1	2
264	не могла	1	2
265	а вовсе	4	2
266	время и	1	2
267	перестает быть	2	2
268	различные формы	1	2
269	речей в	1	2
270	и единство	1	2
271	и по	1	2
272	на этом	2	2
273	одно и	1	2
274	не из	1	2
275	те же	3	2
276	поэтический язык	1	2
277	на все	2	2
278	и иных	1	2
279	социальных групп	2	2
280	для них	7	2
281	исторический момент	1	2
282	зрения самого	2	2
283	нисколько не	2	2
284	был бы	2	2
285	том что	4	2
286	в эту	2	2
287	в этих	3	2
288	и той	1	2
289	высказывания и	5	2
290	но он	1	2
291	друг другу	2	2
292	и эти	1	2
293	войти в	5	2
294	где нет	2	2
295	вместе со	1	2
296	даже в	2	2
297	тому что	3	2
298	до известной	2	2
299	xviii века	2	2
300	в единство	2	2
301	дело не	2	2
302	автор и	2	2
303	явление в	1	2
304	для нас	3	2
305	в сознании	1	2
306	ему не	1	2
307	у нас	3	2
308	к единому	1	2
309	на протяжении	2	2
310	мы все	1	2
311	правда не	1	2
312	оно может	1	2
313	и самое	1	2
314	и о	1	2
315	но по	1	2
316	так в	2	2
317	роль в	4	2
318	каждого дня	1	2
319	в рамки	2	2
320	в произведение	1	2
321	можно было	1	2
322	не с	1	2
323	произведения не	1	2
324	из одного	2	2
325	и вообще	1	2
326	в построении	1	2
327	за пределами	1	2
328	одного из	1	2
329	можно сказать	3	2
330	нас в	1	2
331	этот элемент	1	2
332	или напротив	1	2
333	наконец в	1	2
334	исторического развития	2	2
335	слов и	4	2
336	определенных социальных	2	2
337	и стилистические	1	2
338	и всякое	2	2
339	в лучшем	1	2
340	оставаясь в	1	2
341	и самая	1	2
342	предмета и	2	2
343	здесь не	2	2
344	мы видим	1	2
345	ощущаем в	1	2
346	между тем	7	2
347	и тем	3	2
348	так что	1	2
349	же и	4	2
350	связи с	5	2
351	уже не	3	2
352	и у	1	2
353	если мы	7	2
354	только на	4	2
355	от других	2	2
356	или даже	1	2
357	характерно что	2	2
358	в одном	1	2
359	произведения и	3	2
360	свое выражение	2	2
361	исторического становления	1	2
362	для того	4	2
363	до сих	1	2
364	понимания в	1	2
365	языка или	2	2
366	имеет свой	1	2
367	не есть	4	2
368	с другом	1	2
369	пародии на	2	2
370	в определенных	1	2
371	а на	2	2
372	жизнь в	1	2
373	совершенно не	7	2
374	возможности в	1	2
375	в частности	1	2
376	так же	9	2
377	которые являются	1	2
378	быть только	2	2
379	со всею	2	2
380	для понимания	1	2
381	друг с	1	2
382	должно быть	1	2
383	в контексте	1	2
384	в различные	1	2
385	этом случае	1	2
386	в условиях	3	2
387	лучшем случае	1	2
388	того или	1	2
389	как раз	8	2
390	слова так	1	2
391	не является	5	2
392	одна из	2	2
393	социальной группы	2	2
394	всего произведения	1	2
395	тем и	1	2
396	оно как	1	2
397	его контекста	1	2
398	у них	2	2
399	интерес к	1	2
400	потому что	7	2
401	ни было	5	2
402	обстоит дело	4	2
403	основе их	1	2
404	между ними	15	2
405	сказать что	3	2
406	самого языка	1	2
407	или иного	1	2
408	бы его	1	2
409	и индивидуальные	1	2
410	и эта	3	2
411	конкретного и	1	2
412	к этому	2	2
413	и замкнутого	1	1
414	как известно	1	1
415	вся совокупность	1	1
416	знают в	1	1
417	художественного произведения	7	1
418	и через	1	1
419	лишь там	1	1
420	от предмета	1	1
421	поэтической речи	1	1
422	но этим	1	1
423	тех же	1	1
424	слово входит	1	1
425	в данную	2	1
426	к данному	1	1
427	бы невозможно	1	1
428	и до	1	1
429	не имеют	1	1
430	ведь и	1	1
431	действительности и	6	1
432	с таким	2	1
433	иметь место	1	1
434	его деятельность	1	1
435	входящих в	1	1
436	его не	1	1
437	со всех	1	1
438	мы имеем	1	1
439	или наоборот	1	1
440	что между	1	1
441	что уже	2	1
442	знаем с	1	1
443	и художественное	2	1
444	противоречить друг	1	1
445	место в	10	1
446	высказывания в	1	1
447	в кругозоре	1	1
448	этого целого	1	1
449	роман как	1	1
450	но даже	1	1
451	и со	2	1
452	жанров в	2	1
453	как впрочем	1	1
454	случае в	3	1
455	форм в	1	1
456	всех сторон	2	1
457	произведение и	1	1
458	он был	4	1
459	течение исторического	1	1
460	разобранных нами	1	1
461	бы то	4	1
462	возможности языка	2	1
463	стилистических приемов	1	1
464	и социально	2	1
465	а следовательно	1	1
466	остался вне	1	1
467	и существенного	1	1
468	в в	1	1
469	а только	1	1
470	в сторону	2	1
471	не входит	1	1
472	к слову	1	1
473	в общем	2	1
474	менее всего	4	1
475	иногда и	1	1
476	отличие от	2	1
477	друга и	1	1
478	или иное	2	1
479	связи и	2	1
480	лингвистическое явление	1	1
481	один и	1	1
482	каково бы	1	1
483	конечно совершенно	1	1
484	плоскости с	1	1
485	определения и	1	1
486	истории романа	1	1
487	в одной	5	1
488	отвлечемся от	4	1
489	ответ и	1	1
490	его на	1	1
491	единства всех	1	1
492	в конструкцию	3	1
493	в значительной	1	1
494	в течение	1	1
495	стороны и	2	1
496	какие бы	2	1
497	что как	1	1
498	то или	2	1
499	в одних	1	1
500	в противном	1	1
501	сознания в	1	1
502	в действительности	9	1
503	жанра и	3	1
504	в себя	1	1
505	должно ощущаться	1	1
506	к другому	2	1
507	так или	1	1
508	имеем в	1	1
509	бы не	2	1
510	определяет все	1	1
511	в этой	2	1
512	элементов языка	2	1
513	роман это	1	1
514	жанров но	1	1
515	и тот	1	1
516	только один	2	1
517	и противоречия	1	1
518	его смыслового	1	1
519	на то	1	1
520	меняются и	1	1
521	вследствие этого	3	1
522	и если	1	1
523	что она	2	1
524	в определенном	1	1
525	наследник xviii	2	1
526	речи то	1	1
527	единство в	1	1
528	данного слова	1	1
529	не значит	2	1
530	пределах одного	2	1
531	к одному	1	1
532	не к	1	1
533	понимания и	1	1
534	жизнью и	2	1
535	формы его	3	1
536	высказываний в	1	1
537	почвы для	1	1
538	какой бы	2	1
539	одной и	2	1
540	внутренняя социальная	1	1
541	или иных	1	1
542	в нее	1	1
543	именно это	2	1
544	ни был	1	1
545	в основу	2	1
546	человека в	2	1
547	значительной степени	1	1
548	то ни	4	1
549	его произведения	1	1
550	условной и	1	1
551	вещи и	1	1
552	является конечно	1	1
553	бы быть	2	1
554	высказывание в	3	1
555	этих форм	1	1
556	и интонаций	1	1
557	есть не	1	1
558	может стать	3	1
559	действительности в	3	1
560	произведения от	1	1
561	и широтою	1	1
562	форму и	1	1
563	моменты в	1	1
564	содержание и	2	1
565	в языковой	1	1
566	раскрытие действительного	1	1
567	чаще всего	1	1
568	этой работы	1	1
569	в жизни	11	1
570	в ином	1	1
571	ни в	8	1
572	но уже	2	1
573	произведение как	6	1
574	о которых	1	1
575	исходили из	2	1
576	и автором	1	1
577	что совершенно	1	1
578	специфичности и	1	1
579	качественное своеобразие	1	1
580	их только	1	1
581	всегда и	1	1
582	могут противоречить	1	1
583	и вне	2	1
584	мы видели	4	1
585	иным путем	2	1
586	значит не	1	1
587	чем в	1	1
588	форма и	1	1
589	как таковой	3	1
590	этого становления	2	1
591	и того	1	1
592	смысл и	4	1
593	относительно и	1	1
594	и ощущение	1	1
595	но если	2	1
596	во взаимодействии	1	1
597	высказывания как	3	1
598	таким же	2	1
599	это ощущение	1	1
600	конечно что	1	1
601	его формы	1	1
602	самого слова	1	1
603	слова здесь	1	1
604	мы говорили	1	1
605	ведь не	2	1
606	в отличие	2	1
607	что говорит	1	1
608	в которых	3	1
609	как речевое	1	1
610	такие стороны	1	1
611	о языке	1	1
612	правда эта	1	1
613	новые стороны	2	1
614	и существенных	1	1
615	для данного	4	1
616	тем не	2	1
617	и более	3	1
618	слова к	1	1
619	произведения в	6	1
620	может внести	2	1
621	однако в	2	1
622	как язык	2	1
623	же мы	1	1
624	то с	1	1
625	и конкретного	1	1
626	большие исторические	1	1
627	не менее	7	1
628	поэтического произведения	1	1
629	жизни между	1	1
630	произведения это	1	1
631	самого начала	1	1
632	здесь лишь	1	1
633	ними не	1	1
634	правда в	2	1
635	одной плоскости	3	1
636	знают лишь	2	1
637	внести в	2	1
638	данную эпоху	1	1
639	предмета высказывания	1	1
640	но только	1	1
641	того чтобы	5	1
642	только не	2	1
643	возможно и	1	1
644	дело в	2	1
645	в самой	2	1
646	поэтическое произведение	5	1
647	заострено против	1	1
648	и лишь	2	1
649	они вообще	1	1
650	слову и	1	1
651	говорить как	1	1
652	единство одной	1	1
653	на себе	1	1
654	и поэтическое	1	1
655	вот что	1	1
656	же он	2	1
657	поколения детей	1	1
658	можно рассматривать	1	1
659	до простой	1	1
660	звучит в	1	1
661	внутреннюю форму	1	1
662	словом его	1	1
663	входят в	1	1
664	этом отношении	3	1
665	сторонами действительности	2	1
666	без исключения	5	1
667	в каком	2	1
668	эстетический объект	1	1
669	не от	2	1
670	стиль и	1	1
671	в специальном	1	1
672	все то	1	1
673	для литературы	1	1
674	в направлении	5	1
675	конструкции и	2	1
676	действуют в	1	1
677	поэтический стиль	1	1
678	во все	1	1
679	отличается от	2	1
680	оторванная от	2	1
681	нечто совсем	2	1
682	этого и	1	1
683	его с	1	1
684	всегда есть	1	1
685	социальные и	1	1
686	он создает	1	1
687	и можем	1	1
688	ним связанные	1	1
689	должен быть	2	1
690	и это	2	1
691	от произведения	1	1
692	форме от	1	1
693	это единство	3	1
694	в виду	3	1
695	элемент языка	2	1
696	такое высказывание	1	1
697	же не	1	1
698	сказ или	1	1
699	внутренняя речь	2	1
700	направлении к	4	1
701	для всего	1	1
702	с самого	1	1
703	связанную с	1	1
704	не те	1	1
705	и совершенно	1	1
706	с первым	1	1
707	внутреннюю речь	1	1
708	для всякого	1	1
709	в плоскости	5	1
710	в социальном	1	1
711	и глубины	1	1
712	это только	2	1
713	и ничем	1	1
714	жизнь и	3	1
715	является в	2	1
716	даны в	1	1
717	если бы	12	1
718	для этого	2	1
719	со стороны	4	1
720	языковых форм	1	1
721	громадное значение	1	1
722	все дело	1	1
723	установку на	1	1
724	сводится к	5	1
725	каждого высказывания	1	1
726	именно потому	2	1
727	не был	1	1
728	в действительной	1	1
729	в язык	1	1
730	и что	3	1
731	находятся в	2	1
732	притом в	2	1
733	иное значение	1	1
734	или на	2	1
735	всех областях	2	1
736	единство романа	2	1
737	и содержание	2	1
738	оно ни	1	1
739	по их	1	1
740	как у	1	1
741	ибо нет	1	1
742	заложенные в	2	1
743	и остаются	1	1
744	но внутренняя	1	1
745	найти такой	1	1
746	нуждается в	3	1
747	что и	2	1
748	существенную роль	1	1
749	и только	2	1
750	лишь одним	2	1
751	в художественной	2	1
752	утрачивают свою	1	1
753	а его	1	1
