N	2gram	Losev_Prob_2	RusskieA
1	и в	35	36
2	а а	6	25
3	не только	24	22
4	том что	19	19
5	что в	11	19
6	а н	1	18
7	в и	2	17
8	в том	12	17
9	т е	1	17
10	но и	16	16
11	так как	7	15
12	во время	1	14
13	и м	1	14
14	в этом	17	12
15	и т	6	10
16	и на	5	10
17	это не	1	10
18	как и	5	10
19	как мы	5	10
20	вместе с	2	10
21	потому что	13	10
22	т д	6	9
23	об этом	2	9
24	а в	4	9
25	и по	3	8
26	с тем	3	8
27	у нас	18	8
28	о том	18	8
29	один из	3	8
30	может быть	18	8
31	как это	1	8
32	что они	3	7
33	так и	7	7
34	между тем	1	7
35	что и	2	7
36	мы не	7	6
37	в виде	6	6
38	так например	1	6
39	таким образом	4	6
40	при этом	3	6
41	видно что	1	6
42	не имеет	7	6
43	уже не	8	6
44	в них	2	6
45	и не	37	6
46	все это	4	6
47	для нас	9	6
48	будто бы	5	6
49	то что	38	6
50	а и	1	5
51	как в	1	5
52	все же	8	5
53	во многих	2	5
54	в которых	1	5
55	как будто	6	5
56	некоторые другие	1	5
57	как бы	4	5
58	н а	1	5
59	этом случае	7	5
60	г в	1	4
61	мы имеем	1	4
62	еще не	10	4
63	во всех	2	4
64	представляет собой	2	4
65	с собой	1	4
66	входит в	2	4
67	из этих	3	4
68	в их	3	4
69	тому что	3	4
70	одна из	3	4
71	связи с	5	4
72	что на	4	4
73	к тому	3	4
74	еще в	2	4
75	и что	13	4
76	и их	3	4
77	тем что	4	4
78	а с	1	4
79	и др	2	4
80	и а	2	4
81	в тех	2	4
82	того что	12	4
83	но это	6	4
84	в связи	5	4
85	как уже	1	4
86	не может	13	4
87	только в	14	4
88	к этому	1	4
89	то на	2	3
90	их и	1	3
91	на каждом	1	3
92	представление о	5	3
93	если в	1	3
94	которые не	2	3
95	в своем	4	3
96	не можем	4	3
97	что это	1	3
98	думать что	1	3
99	и те	1	3
100	на этом	1	3
101	то же	5	3
102	но все	2	3
103	для них	3	3
104	далеко не	4	3
105	несмотря на	3	3
106	в москве	1	3
107	в этих	4	3
108	точки зрения	2	3
109	тем не	12	3
110	но они	1	3
111	их в	4	3
112	не менее	13	3
113	ничего не	10	3
114	и другой	1	3
115	говорится что	1	3
116	то есть	39	3
117	настоящее время	16	3
118	или на	1	3
119	а также	2	3
120	всякого рода	4	3
121	по этому	3	3
122	в качестве	2	3
123	только на	9	3
124	слова в	1	3
125	в одном	1	3
126	к ним	1	3
127	в области	6	3
128	о чем	6	3
129	так же	5	3
130	по содержанию	2	3
131	не будем	4	3
132	в настоящее	16	3
133	и к	3	3
134	можно говорить	3	2
135	научное значение	1	2
136	но тем	1	2
137	к другому	1	2
138	на тех	1	2
139	к нам	1	2
140	что иное	3	2
141	на себя	1	2
142	как не	1	2
143	в ней	2	2
144	он был	1	2
145	иное как	3	2
146	друг к	2	2
147	на самом	4	2
148	но не	4	2
149	значение и	8	2
150	не просто	11	2
151	отнюдь не	5	2
152	независимо от	2	2
153	что именно	1	2
154	с этим	5	2
155	мы можем	6	2
156	хотя и	3	2
