N	2gram	Bakhtin_Fr_6	EvropaiE
1	и в	41	37
2	в отношении	1	32
3	в пределах	1	25
4	точки зрения	2	23
5	что в	7	21
6	не только	10	18
7	с точки	2	17
8	в то	6	16
9	то же	5	15
10	в своем	5	14
11	но в	8	14
12	же время	5	14
13	но и	13	14
14	и не	3	14
15	в этом	12	12
16	в их	1	11
17	в области	2	11
18	в том	2	11
19	так и	5	10
20	в себе	5	9
21	только в	3	9
22	прежде всего	10	9
23	не может	4	9
24	так же	5	9
25	в смысле	1	9
26	в ее	5	8
27	думать что	1	8
28	было бы	3	8
29	в своей	2	8
30	между тем	2	8
31	с одной	4	8
32	одной стороны	4	8
33	также и	6	7
34	а также	5	7
35	того что	3	7
36	так как	10	7
37	с другой	4	7
38	как и	7	7
39	между прочим	1	7
40	может быть	2	6
41	и на	9	6
42	во всех	17	6
43	стороны и	2	6
44	то есть	24	6
45	том что	7	6
46	того чтобы	4	6
47	вслед за	1	6
48	вовсе не	7	6
49	для того	1	6
50	в последние	1	6
51	и даже	4	6
52	как бы	7	6
53	с этой	3	6
54	то что	10	6
55	но не	2	5
56	не в	4	5
57	и по	1	5
58	но если	2	5
59	как мы	12	5
60	одной из	3	5
61	в частности	2	5
62	и потому	2	5
63	в той	5	5
64	то в	1	4
65	мы не	2	4
66	в ней	4	4
67	в самом	10	4
68	во многих	1	4
69	несмотря на	1	4
70	чем в	1	4
71	даже в	4	4
72	не имеет	1	4
73	той или	1	4
74	по себе	1	4
75	можно сказать	1	4
76	тем более	2	4
77	именно в	4	4
78	или иной	1	4
79	не на	2	4
80	мира в	2	4
81	как это	2	4
82	для нас	2	4
83	сказать что	6	4
84	в сфере	1	3
85	из всех	1	3
86	с более	2	3
87	того же	4	3
88	время в	1	3
89	моря и	1	3
90	как в	4	3
91	и к	1	3
92	мы можем	1	3
93	по общему	1	3
94	не дает	1	3
95	большинстве случаев	5	3
96	и тем	1	3
97	в них	7	3
98	с тем	1	3
99	мы видели	2	3
100	во второй	1	3
101	в которых	1	3
102	дело в	1	3
103	никогда не	8	3
104	потому что	3	3
105	во все	1	3
106	тем в	1	3
107	можно было	1	3
108	о том	9	3
109	от них	1	3
110	место в	1	3
111	что и	1	3
112	отметить что	2	3
113	не из	1	3
114	из них	5	3
115	себе в	2	3
116	к ним	1	3
117	тем что	5	3
118	этом отношении	3	3
119	по своим	1	3
120	и прежде	2	3
121	говорит о	1	3
122	связано с	3	3
123	там где	5	3
124	в данном	3	3
125	не является	1	3
126	известной степени	1	3
127	и для	3	3
128	и от	4	3
129	в результате	4	3
130	мира и	2	3
131	на своем	1	3
132	это так	1	3
133	как на	1	3
134	в таком	1	3
135	и отчасти	2	2
136	и то	2	2
137	ведь и	2	2
138	должна быть	2	2
139	что если	2	2
140	и другая	1	2
141	из того	2	2
142	меньшей степени	4	2
143	на них	1	2
144	между собой	1	2
145	он сам	3	2
146	в истории	2	2
147	с этим	3	2
148	хотя и	2	2
149	и как	4	2
150	есть ли	1	2
151	что это	5	2
152	чем больше	1	2
153	в этой	8	2
154	что к	1	2
155	этот процесс	1	2
156	и если	1	2
157	он не	2	2
158	таким образом	17	2
159	и с	16	2
160	заключается в	2	2
161	с другими	3	2
162	к природе	1	2
163	далеко не	1	2
164	видим как	1	2
165	в развитии	2	2
166	и того	1	2
167	в эту	2	2
168	в этих	2	2
169	и сейчас	2	2
170	в котором	4	2
171	представление о	2	2
172	одном из	1	2
173	тогда когда	2	2
174	ними и	1	2
175	как будто	1	2
176	не могут	2	2
177	могут быть	1	2
178	или поздно	1	2
179	которого мы	1	2
180	данном случае	2	2
181	мог бы	1	2
182	и поэтому	1	2
183	и что	5	2
184	кажется что	2	2
185	в значительной	2	2
186	и во	2	2
187	к нему	3	2
188	во втором	3	2
189	в его	7	2
190	человеческого рода	3	2
191	в сферу	1	2
192	эти последние	1	2
193	но с	2	2
194	этот вопрос	1	2
195	начало в	1	2
196	есть в	3	2
197	море и	2	2
198	в большинстве	4	2
199	то которое	1	2
200	рано или	1	2
201	и других	1	2
202	в одном	5	2
203	в других	1	2
204	на уровне	1	2
205	влияние на	1	2
206	а именно	2	2
207	в некоторых	1	2
208	на основании	1	2
209	на этот	1	2
210	а не	2	2
211	человеческой культуры	1	2
212	что все	2	2
213	начиная с	2	2
214	вместе с	6	2
215	наряду с	1	2
216	что же	1	2
217	для понимания	1	2
218	в стране	1	2
219	происходит в	1	2
220	или в	6	2
221	и все	9	2
222	бы в	2	2
223	еще более	2	2
224	всех прочих	1	2
225	стороны в	1	2
226	и наконец	4	2
227	в другой	1	2
228	мы видим	6	2
229	а в	4	2
230	даже при	1	2
231	между ними	3	2
232	другой стороны	2	2
233	примыкающих к	1	2
234	жизни и	3	2
235	как известно	2	1
236	ту же	1	1
237	также что	3	1
238	рода и	1	1
239	например в	6	1
240	до него	1	1
241	связана с	2	1
242	мы здесь	1	1
243	отметим что	1	1
244	некоторые из	1	1
245	и это	1	1
246	тех же	2	1
247	представленная в	1	1
248	которую они	1	1
249	и до	7	1
250	с таким	1	1
251	той же	5	1
252	смотреть на	1	1
253	по самой	1	1
254	чтобы не	1	1
255	почти все	1	1
256	есть нечто	2	1
257	говорить о	2	1
258	а для	2	1
259	моря в	1	1
260	то это	1	1
261	бы еще	1	1
262	что его	1	1
263	с его	5	1
264	тем как	1	1
265	видели что	1	1
266	мы будем	3	1
267	значение и	1	1
268	по отношению	1	1
269	в новом	2	1
270	этих стран	1	1
271	за пределы	2	1
272	от крови	1	1
273	сущности к	2	1
274	к сожалению	1	1
275	в центре	2	1
276	в одной	3	1
277	дает нам	2	1
278	кровь от	1	1
279	воды и	1	1
280	что нет	1	1
281	все же	4	1
282	кроме того	9	1
283	смысле этого	1	1
284	что по	1	1
285	более или	1	1
286	в этот	1	1
287	за свои	2	1
288	та же	4	1
289	это есть	1	1
290	он в	2	1
291	в нашем	1	1
292	связанного с	1	1
293	один и	1	1
294	имеет для	1	1
295	и тот	2	1
296	бы только	1	1
297	и те	2	1
298	из общей	1	1
299	или меньшем	1	1
300	жизнью и	1	1
301	на его	2	1
302	при этом	3	1
303	наибольшее значение	1	1
304	говорили в	1	1
305	три четверти	1	1
306	и когда	2	1
307	бы во	1	1
308	не как	1	1
309	в корне	2	1
310	на земле	1	1
311	на этом	2	1
312	находит себе	2	1
313	это один	1	1
314	но все	1	1
315	значительной степени	1	1
316	как они	2	1
317	а затем	4	1
318	в нем	16	1
319	оно всегда	1	1
320	значение в	2	1
321	различие между	1	1
322	сферу в	1	1
323	же касается	1	1
324	лишь в	2	1
325	холодные и	2	1
326	сейчас в	1	1
327	мы сказали	1	1
328	весь мир	3	1
329	в жизни	1	1
330	имеют существенное	1	1
331	рядом с	5	1
332	а мировой	1	1
333	и было	1	1
334	значение как	1	1
335	народа и	3	1
336	из речей	1	1
337	или менее	1	1
