N	3gram	Bakhtin_Pr_1	FransuaR
1	в то же	7	6
2	то же время	7	6
3	с точки зрения	15	5
4	мы уже говорили	1	5
5	не только в	1	5
6	до сих пор	2	4
7	не может быть	3	4
8	в этом отношении	5	3
9	но в то	2	3
10	в его целом	5	3
11	о том что	2	3
12	нужно сказать что	1	3
13	с другой стороны	2	3
14	как мы уже	2	3
15	вполне понятно что	1	2
16	зрения на мир	6	2
17	можно сказать что	2	2
18	в своей книге	1	2
19	только то что	2	2
20	в себе и	1	2
21	он как бы	1	2
22	в своей статье	1	2
23	в значительной степени	1	2
24	то что для	1	2
25	и в то	3	2
26	по сравнению с	1	2
27	смысл и значение	1	2
28	во всяком случае	3	2
29	но несмотря на	1	2
30	но все же	1	2
31	своей статье о	1	2
32	подобно тому как	3	2
33	сводить к нему	1	1
34	точка зрения на	2	1
35	была для него	1	1
36	сочетается здесь с	1	1
37	мира с его	1	1
38	то есть не	2	1
39	правильно понять и	1	1
40	дело в том	1	1
41	по отношению к	11	1
42	свое выражение в	1	1
43	в сложном единстве	1	1
44	рядом с ним	1	1
45	как если бы	1	1
46	со всеми ее	1	1
47	и не может	2	1
48	в последующие два	1	1
49	до известной степени	1	1
50	не входит в	1	1
51	то что в	1	1
52	но здесь мы	1	1
53	но он не	1	1
54	что в нем	1	1
55	несмотря на их	1	1
56	теми же самыми	1	1
57	как можно больше	2	1
58	есть то что	1	1
59	и до известной	1	1
60	точкой зрения на	1	1
61	все это в	1	1
62	для своего времени	1	1
63	в том чтобы	1	1
64	в художественном произведении	1	1
65	это прежде всего	1	1
66	таким образом и	1	1
67	в конце концов	4	1
68	в один из	1	1
69	переносит центр тяжести	1	1
70	так и в	1	1
71	отношения к миру	1	1
72	прежде всего необходимо	1	1
73	друг с другом	3	1
74	для него самого	3	1
75	в самой жизни	1	1
76	не могут быть	1	1
77	есть только в	1	1
78	и сам был	1	1
79	но не только	1	1
80	только в свете	1	1
81	именно в том	2	1
82	то есть только	1	1
83	наконец и это	1	1
84	того или иного	1	1
85	в области художественной	1	1
86	и вот в	1	1
87	кажется нам неверным	1	1
88	в них в	1	1
89	на самом деле	3	1
90	нам важно лишь	1	1
91	здесь мы должны	1	1
92	не только с	1	1
93	не только не	1	1
94	выходит за пределы	2	1
95	как мы сказали	1	1
96	образ в духе	1	1
97	существенную роль в	1	1
98	и т.п все	1	1
99	в большинстве случаев	2	1
100	то есть о	1	1
101	для того чтобы	2	1
102	в себе в	1	1
103	в том что	7	1
104	в своем стремлении	1	1
105	то есть в	3	1
