N	2gram	Bakhtin_Pr_2	VLabPisa
1	таким образом	11	27
2	в этом	20	26
3	и в	45	25
4	не только	16	22
5	творческого процесса	2	22
6	может быть	18	21
7	хотя бы	5	20
8	и не	42	19
9	художественного творчества	1	18
10	не может	24	17
11	в его	22	15
12	в процессе	2	14
13	в письме	1	14
14	этом отношении	2	13
15	в том	8	13
16	прежде всего	11	13
17	в частности	1	12
18	как это	2	12
19	все это	5	12
20	с другой	1	11
21	из них	9	11
22	в художественном	3	10
23	не могут	1	10
24	о том	3	10
25	письме к	1	10
26	то же	5	9
27	что в	6	9
28	об этом	3	9
29	для него	9	9
30	но и	15	9
31	и др	4	9
32	к этому	4	9
33	в своем	5	8
34	ни один	3	8
35	все эти	4	8
36	другой стороны	1	8
37	могут быть	4	8
38	в году	1	7
39	во всех	4	7
40	по отношению	8	7
41	он пишет	1	7
42	из этих	1	7
43	было бы	4	7
44	как и	14	7
45	том что	7	7
46	произведения в	1	7
47	творчества в	2	7
48	произведения и	1	7
49	не было	2	7
50	а не	10	7
51	вместе с	1	7
52	же в	1	7
53	отношению к	8	7
54	художественного произведения	1	6
55	это и	1	6
56	в зависимости	3	6
57	художественном творчестве	1	6
58	более или	1	6
59	в себе	5	6
60	в нем	20	6
61	идеи и	4	6
62	это не	3	6
63	или менее	1	6
64	их в	7	6
65	и его	8	6
66	в то	5	6
67	так и	3	6
68	бы и	3	6
69	у него	6	6
70	в основном	1	6
71	то что	5	6
72	одним из	3	5
73	и есть	1	5
74	в их	4	5
75	зависимости от	3	5
76	все же	4	5
77	в пределах	4	5
78	в плане	1	5
79	не в	8	5
80	тому что	1	5
81	же время	3	5
82	связи с	1	5
83	образы и	1	5
84	на основе	2	5
85	приводит к	1	5
86	произведения как	1	5
87	один из	2	5
88	он говорит	2	5
89	как бы	15	5
90	не является	3	5
91	в результате	3	5
92	сказать что	5	5
93	только в	9	5
94	их и	3	4
95	с его	8	4
96	замысла и	1	4
97	в этой	1	4
98	чем же	2	4
99	перед нами	4	4
100	в самом	13	4
101	в целом	5	4
102	в статье	1	4
103	что все	3	4
104	них не	1	4
105	художественный образ	1	4
106	в них	4	4
107	даже в	6	4
108	одна из	3	4
109	никогда не	17	4
110	вот почему	3	4
111	к тому	1	4
112	для его	1	4
113	в ее	3	4
114	познания и	1	4
115	можно сказать	2	4
116	познания в	1	4
117	образов и	1	4
118	с ними	4	4
119	что он	7	4
120	в одном	6	4
121	как раз	6	4
122	в романе	3	4
123	в своей	6	4
124	например в	2	3
125	человека и	2	3
126	в котором	7	3
127	из его	1	3
128	др в	1	3
129	его не	1	3
130	и он	3	3
131	в которых	1	3
132	но как	2	3
133	нет и	3	3
134	что они	3	3
135	с этим	1	3
136	и как	2	3
137	и к	2	3
138	всех этих	1	3
139	и по	2	3
140	его в	3	3
141	далеко не	4	3
142	что не	5	3
143	в слове	1	3
144	мы видели	3	3
145	точки зрения	19	3
146	и ее	7	3
147	это делает	2	3
148	в дневнике	1	3
149	одном из	1	3
150	у тургенева	1	3
151	этой области	2	3
152	в авторской	2	3
153	со своим	1	3
154	у нас	2	3
155	данного произведения	2	3
156	она не	5	3
157	образом в	2	3
158	в виду	2	3
159	никак не	1	3
160	что и	5	3
161	и мир	5	3
162	говорит в	1	3
163	того что	3	3
164	большей или	1	3
165	или меньшей	1	3
166	этот вопрос	4	3
167	разума и	1	3
168	и их	6	3
169	даже и	2	3
170	в конце	4	3
171	именно в	3	3
172	в творчестве	1	3
173	него в	1	3
174	так же	5	3
175	по поводу	1	3
176	всех других	1	3
177	по существу	1	3
178	и от	3	3
179	или в	2	3
180	бы в	5	3
181	только что	2	3
182	жизни и	15	3
183	как на	2	3
184	ее в	2	3
185	ту же	1	2
186	и через	2	2
187	связана с	1	2
188	получает в	1	2
189	он может	2	2
190	своего класса	1	2
191	сюжетов и	1	2
192	а как	4	2
193	мы имеем	2	2
194	же как	4	2
195	в которой	2	2
196	из своих	2	2
197	говорить о	1	2
198	подчеркнуть что	3	2
199	собою и	1	2
200	в ней	7	2
201	меньшей степени	2	2
202	еще не	9	2
203	например у	1	2
204	в чем	2	2
205	бы не	3	2
206	но не	6	2
207	том числе	2	2
208	относится к	2	2
209	стороны и	1	2
210	и слова	1	2
211	хотя и	2	2
212	но в	6	2
213	с нею	1	2
214	идей в	5	2
215	он в	1	2
216	у каждого	1	2
217	ни одна	1	2
218	ее как	1	2
219	как он	4	2
220	что она	4	2
221	он не	9	2
222	подобно тому	2	2
223	что ни	1	2
224	так например	1	2
225	человека в	5	2
226	в каждом	4	2
227	и дальше	1	2
228	в другом	1	2
229	из ничего	1	2
230	или наконец	3	2
231	заключается в	1	2
232	с другими	7	2
233	как особый	2	2
234	своего творческого	1	2
235	в жизни	3	2
236	достоевского и	2	2
237	не всегда	1	2
238	он и	4	2
239	между собою	1	2
240	и для	2	2
241	своими героями	1	2
242	от его	2	2
243	которые в	2	2
244	объективного мира	1	2
245	по крайней	2	2
246	если бы	2	2
247	по себе	8	2
248	творчестве он	1	2
249	не менее	2	2
250	мышления в	1	2
251	тогда когда	1	2
252	в науке	2	2
253	к этим	1	2
254	не по	3	2
255	того чтобы	1	2
256	внутреннюю логику	1	2
257	писем к	1	2
258	в сознании	2	2
259	в области	2	2
260	от того	2	2
261	нет ни	3	2
262	некоторых из	1	2
263	ли не	1	2
264	отличается от	1	2
265	числе и	2	2
266	должны быть	1	2
267	другом месте	1	2
268	что оно	1	2
269	они и	2	2
270	для того	1	2
271	на это	1	2
272	братьев карамазовых	1	2
273	его художественного	4	2
274	в образе	3	2
275	он сам	6	2
276	и даже	3	2
277	остановимся на	2	2
278	во всяком	1	2
279	но к	1	2
280	говорит об	1	2
281	лишь в	2	2
282	в пользу	1	2
283	от них	2	2
284	во всей	1	2
285	крайней мере	2	2
286	вообще и	1	2
287	единого и	1	2
288	конце концов	3	2
289	но с	3	2
290	важно подчеркнуть	1	2
291	и быть	1	2
292	справедливо говорит	1	2
293	до нас	1	2
294	с одной	1	2
295	одной из	2	2
296	плана в	1	2
297	ни с	2	2
298	могло бы	1	2
299	вовсе не	7	2
300	живет не	1	2
301	к ним	3	2
302	при всей	1	2
303	не о	2	2
304	в особенности	2	2
305	или иной	3	2
306	до сих	2	2
307	как у	2	2
308	не рождается	1	2
309	что для	2	2
310	идеи в	5	2
311	зависит от	1	2
312	и непосредственно	1	2
313	о чем	1	2
314	что мы	1	2
315	не об	3	2
316	тому как	2	2
317	и потому	6	2
318	из которых	2	2
319	персонажей и	1	2
320	и формы	1	2
321	и некоторые	2	2
322	сих пор	2	2
323	но для	1	2
324	можно было	2	2
325	каждой из	1	2
326	в книге	1	2
327	сюжета и	1	2
328	мира и	1	2
329	например не	1	2
330	ни одного	3	2
331	своих героев	2	2
332	в большей	1	2
333	все они	4	2
334	а в	3	2
335	в целях	1	2
336	а о	3	2
337	о своем	1	2
338	между ними	4	2
339	к его	1	2
340	отметить что	2	2
341	в своих	4	2
342	этой точки	2	2
343	они не	2	2
344	которая не	2	2
345	новое время	1	1
346	вряд ли	1	1
347	лежат в	1	1
348	в сфере	2	1
349	таком случае	1	1
350	ним или	1	1
351	самом деле	4	1
352	силы и	1	1
353	замысел его	2	1
354	судьбу как	1	1
355	все его	3	1
356	же по	1	1
357	свою идею	1	1
358	почти не	1	1
359	мысли а	1	1
360	и так	1	1
361	достоевского в	4	1
362	этого в	1	1
363	оно может	1	1
364	он всегда	1	1
365	еще важнее	1	1
