N	3gram	Propp_Isto_2	Problema
1	по отношению к	3	19
2	не может быть	2	11
3	в отличие от	1	5
4	в высшей степени	1	5
5	и прежде всего	1	5
6	с другой стороны	2	4
7	на самом деле	2	3
8	можно было бы	3	3
9	с одной стороны	3	3
10	как мы увидим	1	3
11	в том что	5	3
12	тем не менее	1	3
13	и в нем	1	3
14	со всех сторон	4	2
15	но и в	2	2
16	не только в	4	2
17	мы здесь не	1	2
18	одной из важнейших	1	2
19	мы можем сказать	1	2
20	и может быть	2	1
21	что иное как	2	1
22	в подобных случаях	1	1
23	его в том	1	1
24	иметь в виду	2	1
25	в виду что	1	1
26	так например в	1	1
27	подобно тому как	3	1
28	и пр в	1	1
29	более подробное изучение	1	1
30	о том как	1	1
31	и следовательно не	1	1
32	до сих пор	6	1
33	в таких случаях	2	1
34	с тем что	3	1
35	мы должны здесь	1	1
36	но никогда не	1	1
37	на то что	2	1
38	несмотря на то	1	1
39	должен приобщиться к	1	1
40	можно найти в	1	1
41	не что иное	2	1
42	он должен приобщиться	1	1
43	и в его	1	1
44	смысле этого слова	1	1
45	в некоторых случаях	2	1
46	и ничего не	2	1
47	в связи с	4	1
48	не только при	1	1
49	в следующей главе	1	1
50	что и здесь	1	1
51	есть не что	1	1
52	в связи со	1	1
53	тем самым и	1	1
54	себя и в	1	1
55	и нисколько не	1	1
56	это и есть	1	1
57	и т д	18	1
58	можно показать что	1	1
59	можем сказать что	1	1
60	в его работе	1	1
61	в другом случае	1	1
62	как одна из	1	1
63	это как бы	1	1
64	как человек а	1	1
65	и социальной и	1	1
66	человек а как	1	1
67	и в другом	1	1
