N	3gram	Tiupa_Lite_1	Problema
1	о том что	2	14
2	тем не менее	2	12
3	во всяком случае	2	10
4	и то что	2	7
5	по крайней мере	1	6
6	так или иначе	8	6
7	в данном случае	4	5
8	с одной стороны	2	5
9	в связи с	4	5
10	с другой стороны	1	5
11	как раз и	1	4
12	пока еще не	1	4
13	только в том	2	4
14	до сих пор	1	4
15	тот или иной	1	4
16	говоря уже о	1	4
17	до тех пор	1	4
18	на то что	1	4
19	в то же	5	4
20	в том что	11	4
21	не говоря уже	2	4
22	в чистом виде	1	3
23	только то что	1	3
24	и в частности	1	3
25	и в этом	1	3
26	не может быть	1	3
27	бы не было	1	3
28	на самом деле	1	2
29	в самом деле	1	2
30	в том числе	1	2
31	имеется в виду	1	2
32	с самого начала	1	2
33	бы то ни	1	2
34	можно было бы	1	2
35	на эту тему	1	2
36	не только в	4	2
37	один из моментов	1	2
38	ничего общего с	1	2
39	что же именно	1	2
40	подобно тому как	2	2
41	на том или	1	2
42	и прежде всего	3	2
43	по этому поводу	1	2
44	тем более не	1	2
45	том или ином	1	2
46	а иной раз	1	1
47	на том что	1	1
48	в нашей стране	1	1
49	только потому что	1	1
50	иметь в виду	1	1
51	одним и тем	1	1
52	в обратном порядке	1	1
53	и не только	1	1
54	в зависимости от	1	1
55	все тот же	1	1
56	от языка как	1	1
57	между тем как	1	1
58	в этом отношении	2	1
59	к тому чтобы	1	1
60	никак не мог	1	1
61	том что не	1	1
62	раз и является	1	1
63	то ни было	1	1
64	на первый взгляд	1	1
65	как говорится в	1	1
66	как один из	1	1
67	а с другой	1	1
68	в последнее время	1	1
69	какой бы то	1	1
70	все более и	1	1
71	уже и не	1	1
72	это должно быть	1	1
73	нельзя сказать что	1	1
74	и только как	1	1
75	а только то	1	1
76	бы столько же	1	1
77	и тем же	1	1
78	и тем самым	2	1
79	и тем более	1	1
80	не только на	1	1
81	более и более	1	1
82	но все же	1	1
83	ту или иную	2	1
84	иной раз и	1	1
85	только в случае	1	1
86	все предметы и	1	1
