N	2gram	Vygotskiy__3	UchenyiS
1	и в	25	14
2	а не	1	10
3	не только	6	10
4	прежде всего	4	8
5	и не	10	8
6	не может	6	7
7	в этом	14	7
8	то что	15	7
9	может быть	13	6
10	то же	2	5
11	и только	2	5
12	все это	6	5
13	хотя бы	1	5
14	с другой	6	4
15	но и	4	4
16	в конечном	1	4
17	в этой	5	4
18	то ни	1	3
19	и то	2	3
20	было бы	10	3
21	как и	15	3
22	для этого	2	3
23	в частности	4	3
24	в своей	2	3
25	и т.д	5	3
26	бы то	1	3
27	очевидно что	1	3
28	и формы	1	3
29	этой области	1	3
30	в то	4	3
31	все же	6	3
32	но в	1	3
33	формы в	3	3
34	в области	7	3
35	у нас	1	3
36	другой стороны	3	3
37	для него	5	3
38	не как	3	3
39	ни было	2	3
40	не о	1	3
41	что все	1	2
42	же не	1	2
43	одним из	5	2
44	и с	1	2
45	и через	1	2
46	до сих	1	2
47	а как	2	2
48	к области	2	2
49	превращается в	1	2
50	мы не	9	2
51	не приходится	1	2
52	является в	3	2
53	на эту	1	2
54	если бы	5	2
55	что мы	7	2
56	не столько	4	2
57	том что	20	2
58	на первый	2	2
59	сводится к	1	2
60	мы и	2	2
61	нам представляется	1	2
62	с его	2	2
63	но не	6	2
64	в его	15	2
65	по существу	1	2
66	что и	10	2
67	по себе	7	2
68	конце концов	1	2
69	сих пор	1	2
70	но это	5	2
71	этом смысле	2	2
72	могли бы	11	2
73	в том	23	2
74	и для	2	2
75	что он	6	2
76	в себе	2	2
77	в самом	3	2
78	между тем	3	2
79	и у	6	2
80	только в	10	2
81	не в	6	2
82	для всех	1	2
83	и является	1	2
84	все они	2	2
85	не есть	3	2
86	этом отношении	3	2
87	бы и	1	2
88	всех этих	2	2
89	не могут	4	2
90	могут быть	5	2
91	в конце	1	2
92	смысле этого	4	2
93	же самое	1	2
94	не случайно	1	2
95	как раз	1	2
96	тем что	8	2
97	что она	5	2
98	таким образом	17	2
99	т.е в	1	2
100	для себя	1	1
101	и это	4	1
102	об этом	2	1
103	же как	6	1
104	в исторической	1	1
105	существенным для	2	1
