N	3gram	Losev_Vlad_2	Formalny
1	не может быть	1	10
2	в связи с	8	10
3	с точки зрения	3	7
4	в этом отношении	1	7
5	в самом деле	1	5
6	то же время	3	5
7	в то же	3	5
8	во всяком случае	6	5
9	и т д	1	5
10	вместе с тем	1	4
11	как мы видели	2	4
12	в высшей степени	1	4
13	как раз и	1	3
14	и в то	1	3
15	сам по себе	2	3
16	может быть и	1	3
17	не в том	3	3
18	до известной степени	1	3
19	связи с этим	1	3
20	для того чтобы	1	3
21	только и может	2	2
22	в какой мере	1	2
23	то ни стало	1	2
24	в этом смысле	1	2
25	на первый план	2	2
26	не было и	1	2
27	в отличие от	3	2
28	в этой статье	1	2
29	что в нем	1	2
30	в конце концов	3	2
31	с самого начала	1	2
32	но все же	1	2
33	с тем и	1	2
34	и прежде всего	1	2
35	в том что	9	2
36	и не в	1	2
37	как мы знаем	4	2
38	и в конце	1	1
39	что иное как	1	1
40	из этих элементов	1	1
41	что же касается	5	1
42	прежде всего на	1	1
43	более или менее	3	1
44	равно как и	1	1
45	не говоря уже	2	1
46	в настоящее время	2	1
47	но даже и	1	1
48	нам кажется что	2	1
49	в этом случае	1	1
50	в отрыве от	1	1
51	он не может	1	1
52	во что бы	1	1
53	не было на	1	1
54	что он уже	1	1
55	до сих пор	1	1
56	говоря уже о	2	1
57	в собственном смысле	1	1
58	мы знаем в	1	1
59	в этот период	1	1
60	на этот вопрос	1	1
61	этом отношении он	1	1
62	по крайней мере	4	1
63	не могла быть	1	1
64	что бы то	1	1
65	в данном случае	2	1
66	каждый из этих	1	1
67	в том чтобы	2	1
68	но в то	1	1
69	о гораздо более	1	1
70	и в его	2	1
71	подходить к этим	1	1
72	содержание и форму	1	1
73	в той же	1	1
74	сообщение о том	1	1
75	в том как	1	1
76	именно в таком	1	1
77	так или иначе	3	1
78	то что он	3	1
79	чуть ли не	1	1
80	бы то ни	1	1
81	не в результате	1	1
82	что же это	1	1
83	и во всяком	1	1
84	не было бы	1	1
85	он уже не	2	1
86	только то что	1	1
87	во всех своих	1	1
88	раз и навсегда	1	1
89	уже потому что	1	1
90	но тем не	1	1
91	его отношение к	1	1
92	в свою очередь	2	1
93	и отчасти в	1	1
94	ничего общего с	1	1
95	же это за	1	1
96	он был в	1	1
97	уже в его	1	1
98	по этому поводу	1	1
99	не что иное	1	1
100	этом не было	1	1
101	тем не менее	6	1
