N	2gram	Medvedev_F_1	Myshleni
1	то что	8	26
2	в этом	15	25
3	что он	3	25
4	потому что	1	21
5	таким образом	13	19
6	точки зрения	16	18
7	в том	6	18
8	не может	16	18
9	и развитие	2	17
10	того чтобы	1	17
11	не только	7	16
12	и в	24	16
13	того что	5	16
14	так как	1	16
15	что в	4	16
16	том что	1	15
17	понятий и	1	15
18	так же	4	15
19	между собой	1	13
20	в процессе	9	13
21	сказать что	1	13
22	вопрос о	2	12
23	по отношению	4	12
24	в области	3	12
25	и что	2	12
26	и не	20	12
27	и развития	2	12
28	отношению к	4	12
29	отношение к	3	11
30	в его	23	11
31	но не	3	10
32	в силу	1	10
33	было бы	6	10
34	как мы	5	10
35	только в	2	10
36	а не	10	10
37	с помощью	3	10
38	с точки	13	9
39	в отношении	3	9
40	может быть	14	9
41	то же	10	8
42	должно быть	11	8
43	как и	11	8
44	если бы	4	8
45	тем самым	3	8
46	в основе	3	8
47	он не	3	8
48	точка зрения	2	8
49	как это	6	8
50	же как	2	7
51	и есть	1	7
52	внутренней речи	1	7
53	в нем	14	7
54	но он	1	7
55	по себе	5	7
56	приводит к	2	7
57	так и	18	7
58	если мы	2	7
59	и на	8	6
60	но в	5	6
61	в этой	6	6
62	как он	1	6
63	состоит в	1	6
64	в другом	1	6
65	не в	8	6
66	что оно	1	6
67	языка и	1	6
68	у него	1	6
69	но и	7	6
70	в той	1	6
71	к тому	3	6
72	в такой	1	5
73	должна быть	7	5
74	мы и	1	5
75	что они	1	5
76	как в	8	5
77	в своем	11	5
78	в которой	4	5
79	он должен	3	5
80	на все	3	5
81	тому что	1	5
82	внимания и	1	5
83	с ним	2	5
84	самого начала	1	5
85	в то	9	5
86	никогда не	4	5
87	ничего не	2	5
88	этом отношении	1	5
89	с самого	1	5
90	по сравнению	1	5
91	можно сказать	1	5
92	заключается в	1	5
93	значит что	1	5
94	хотя бы	5	5
95	для него	3	5
96	сравнению с	1	5
97	как бы	6	5
98	это значит	1	5
99	с необходимостью	1	5
100	не является	1	5
101	еще более	1	5
102	только что	1	5
103	не знает	1	5
104	той же	1	4
105	что между	1	4
106	что если	1	4
107	а только	2	4
108	друг от	2	4
109	за пределы	2	4
110	сама по	2	4
111	опирается на	1	4
112	процессе развития	1	4
113	в самом	5	4
114	все эти	6	4
115	с их	1	4
116	вообще не	1	4
117	при этом	5	4
118	и по	1	4
119	это не	2	4
120	такой же	1	4
121	лучшем случае	3	4
122	тому чтобы	1	4
123	мысли в	2	4
124	мышления и	1	4
125	не имеет	1	4
126	могут быть	1	4
127	к овладению	1	4
128	не есть	2	4
129	от друга	2	4
130	в пределах	6	4
131	еще не	6	4
132	в свете	1	4
133	так что	1	4
134	и их	10	4
135	не могут	1	4
136	с другой	5	4
137	именно в	8	4
138	к которому	2	4
139	зависит от	1	4
140	вместе с	2	4
141	с этой	4	4
142	в целом	6	4
143	мы видим	1	4
144	в результате	2	4
145	бы в	3	4
146	тем более	1	4
147	в системе	2	4
148	в свою	8	4
149	этой точки	1	4
150	самом деле	6	3
151	это и	3	3
152	между двумя	1	3
153	в первом	1	3
154	мы не	3	3
155	говорить о	1	3
156	вместо того	1	3
157	по своему	1	3
158	он может	1	3
159	если в	1	3
160	оно является	1	3
161	с этим	2	3
162	все же	3	3
163	и как	3	3
164	в действительности	2	3
165	то в	1	3
166	он в	2	3
167	как с	2	3
168	на этом	1	3
169	как они	1	3
170	самого процесса	1	3
171	и может	4	3
172	не умеет	1	3
173	и тем	1	3
174	с тем	2	3
175	в научном	1	3
176	мы видели	2	3
177	в этих	1	3
178	таким же	2	3
179	в их	11	3
180	сих пор	6	3
181	и более	2	3
182	из которых	1	3
183	не менее	11	3
184	до конца	7	3
185	в смысле	1	3
186	в центр	1	3
187	но что	1	3
188	только не	2	3
189	как она	3	3
190	по своей	1	3
191	и является	2	3
192	и его	10	3
193	связи с	3	3
194	ничего общего	1	3
195	свою очередь	6	3
196	еще в	2	3
197	и с	8	3
198	до сих	6	3
199	в чем	1	3
200	к нему	1	3
201	что и	2	3
202	в лучшем	3	3
203	своей природе	1	3
204	одной из	2	3
205	между тем	2	3
206	вопрос об	2	3
207	с одной	4	3
208	его и	2	3
209	мы знаем	1	3
210	в одном	2	3
211	а в	6	3
212	из системы	2	3
213	от того	2	3
214	перейти к	2	3
215	один и	1	3
216	прежде всего	22	3
217	не на	2	3
218	в частности	4	3
219	требует от	1	3
220	по существу	2	3
221	но это	3	3
222	одной стороны	4	3
223	к его	1	3
224	как на	4	3
225	к этой	4	3
226	ее в	1	3
227	к этому	1	3
228	значение в	3	3
229	они не	3	3
230	ту же	1	2
231	отношения к	6	2
232	не должны	1	2
233	путь от	1	2
234	нам кажется	1	2
235	в зависимости	2	2
236	которую мы	1	2
237	взаимоотношений между	1	2
238	зависимости от	3	2
239	в ней	10	2
240	на их	2	2
241	в различных	2	2
242	во всех	5	2
243	что было	2	2
244	отличие от	1	2
245	связи и	1	2
246	его на	1	2
247	общего с	1	2
248	стороны и	4	2
249	когда он	3	2
250	и к	4	2
251	в этот	1	2
252	самой природе	1	2
253	учение о	4	2
254	нами в	1	2
255	если он	3	2
256	на его	2	2
257	эти теории	1	2
258	к одному	1	2
259	из виду	2	2
260	теории и	1	2
261	но все	2	2
