N	3gram	Losev_Dial_3	Literetu
1	то же время	1	7
2	в то же	1	7
3	в этом отношении	1	5
4	к тому же	2	5
5	не говоря уже	2	4
6	в данном случае	1	4
7	с одной стороны	3	4
8	о том что	5	4
9	в том что	3	4
10	с точки зрения	14	3
11	говоря уже о	2	3
12	не может быть	6	3
13	в самом деле	5	2
14	подобно тому как	4	2
15	то же самое	1	2
16	одной стороны и	1	2
17	бы то ни	1	2
18	из того что	2	2
19	и в частности	1	2
20	то ни было	1	2
21	так или иначе	2	2
22	с другой стороны	2	2
23	в одном из	1	2
24	той или иной	2	2
25	на то что	3	2
26	в этом его	1	1
27	что иное как	6	1
28	в чистом виде	1	1
29	хотя и не	2	1
30	было бы и	1	1
31	на свете есть	1	1
32	нас в данном	1	1
33	по существу своему	1	1
34	на самом деле	1	1
35	своего собственного сознания	1	1
36	имеется в виду	3	1
37	и не только	3	1
38	внимания к ее	1	1
39	со всяким другим	1	1
40	и одно из	1	1
41	так как мы	1	1
42	без внимания к	1	1
43	с тех пор	2	1
44	может быть только	1	1
45	и тем не	2	1
46	не что иное	6	1
47	содержит в себе	1	1
48	но и принципиально	1	1
49	это и есть	2	1
50	в связи с	1	1
51	не тем что	1	1
52	исходит из того	1	1
53	лишь тогда когда	1	1
54	уже и не	1	1
55	я не могу	1	1
56	он и не	1	1
57	и в том	1	1
58	жизни вовсе не	1	1
59	субъекта и объекта	3	1
60	этой точки зрения	2	1
61	одно из них	1	1
62	более или менее	1	1
63	только на то	2	1
64	мы находимся в	1	1
65	а не просто	6	1
66	не только не	7	1
67	да что там	1	1
68	в конечном счете	1	1
69	мира а не	1	1
70	с этой точки	2	1
71	к тому что	2	1
72	сама по себе	4	1
73	тем не менее	10	1
74	это не только	1	1
75	но еще и	1	1
76	в глубине души	1	1
