N	2gram	Tiupa_Anal_3	Problema
1	и в	18	30
2	в своей	1	22
3	то есть	10	21
4	не только	22	18
5	то что	2	18
6	в этом	14	17
7	том что	12	17
8	в стихотворении	1	14
9	и даже	8	14
10	таким образом	4	13
11	но и	13	13
12	потому что	1	13
13	о том	6	12
14	в его	7	12
15	а именно	1	12
16	в том	9	12
17	и не	12	12
18	так что	1	11
19	в своем	4	11
20	у него	1	11
21	в этой	6	10
22	точки зрения	3	10
23	все же	4	9
24	но в	2	9
25	который в	3	9
26	только в	2	9
27	и все	2	9
28	сказать что	2	9
29	хотя и	2	8
30	с точки	2	8
31	никак не	1	8
32	в конце	5	8
33	вовсе не	1	8
34	но не	7	7
35	как и	14	7
36	не в	6	7
37	никогда не	5	7
38	связи с	1	7
39	у нас	1	7
40	здесь не	3	7
41	в дальнейшем	2	7
42	так и	14	7
43	что он	4	7
44	может быть	9	7
45	говорит о	2	7
46	в связи	1	7
47	в результате	5	7
48	вместе с	2	7
49	и на	4	6
50	и как	4	6
51	в нем	2	6
52	его в	3	6
53	несмотря на	2	6
54	и его	13	6
55	можно сказать	4	6
56	что и	5	6
57	мы читаем	1	6
58	уже не	5	6
59	с другой	7	6
60	прежде всего	5	6
61	как бы	10	6
62	и для	2	6
63	а в	10	6
64	другой стороны	5	6
65	для себя	1	5
66	в году	3	5
67	тем не	2	5
68	в силу	1	5
69	с тем	2	5
70	он и	3	5
71	не менее	4	5
72	и о	1	5
73	что у	1	5
74	и у	1	5
75	и их	1	5
76	мы можем	2	5
77	а не	9	5
78	не может	2	5
79	как раз	7	5
80	будто бы	1	5
81	в самом	5	5
82	что в	9	5
83	человека и	1	4
84	того же	5	4
85	едва ли	3	4
86	и он	2	4
87	отнюдь не	4	4
88	и к	4	4
89	в себе	2	4
90	при этом	11	4
91	об этом	2	4
92	было бы	3	4
93	не мог	2	4
94	по крайней	4	4
95	любви и	1	4
96	в то	3	4
97	как о	1	4
98	свободы и	1	4
99	все еще	1	4
100	и сам	4	4
101	разного рода	1	4
102	крайней мере	4	4
103	в качестве	12	4
104	далеко не	4	4
105	еще и	3	4
106	а с	1	4
107	в частности	12	4
108	под названием	1	4
109	жизни в	1	4
110	из этого	1	4
111	гораздо более	2	4
112	тем же	1	3
113	на первом	1	3
114	в ней	2	3
115	и самого	6	3
116	еще не	6	3
117	он сам	1	3
118	иное как	1	3
119	в ее	3	3
120	что они	3	3
121	что касается	3	3
122	в противоположность	2	3
123	от этого	1	3
124	бы не	1	3
125	поскольку в	1	3
126	учение о	1	3
127	с одной	2	3
128	он не	6	3
129	такого же	1	3
130	в другом	1	3
131	этом смысле	1	3
132	не всегда	3	3
133	однако в	5	3
134	в русской	7	3
135	что иное	1	3
136	же рода	1	3
137	в самой	1	3
138	не столь	1	3
139	как будто	1	3
140	сравнении с	2	3
141	указывает на	3	3
142	нет никакой	1	3
143	жизнь и	3	3
144	с ним	1	3
145	внимание на	4	3
146	а также	2	3
147	русской литературе	4	3
148	же в	2	3
149	того что	1	3
150	тот же	1	3
151	в начале	6	3
152	обратить внимание	1	3
153	в одном	4	3
154	для того	1	3
155	именно в	3	3
156	одной стороны	2	3
157	и никогда	1	3
158	жизнь в	1	3
159	и другие	1	3
160	в сравнении	2	3
161	не что	1	3
162	таком случае	1	2
163	самом деле	2	2
164	или к	1	2
165	мере в	2	2
166	и до	1	2
167	то же	3	2
168	по его	3	2
169	мы имеем	5	2
170	мы не	3	2
171	я не	1	2
172	и был	1	2
173	проявляется в	1	2
174	в таком	1	2
175	все эти	2	2
176	тем как	1	2
177	мы будем	1	2
178	не все	1	2
179	по отношению	7	2
180	отношение к	1	2
181	на то	1	2
182	как в	3	2
183	когда он	2	2
184	и каждое	2	2
185	раз в	1	2
186	на стадии	1	2
187	на его	2	2
188	этой поэмы	1	2
189	факт что	1	2
190	его не	3	2
191	это не	2	2
192	по мысли	1	2
193	в них	2	2
194	результате чего	1	2
195	о своем	2	2
196	и тогда	1	2
197	со всей	1	2
198	бы на	1	2
199	и сейчас	1	2
200	и без	3	2
201	себе а	1	2
202	доказывает что	2	2
203	и чести	1	2
204	дело в	2	2
205	на него	1	2
206	того чтобы	1	2
207	ничего не	3	2
208	по своей	2	2
209	и является	1	2
210	тем что	2	2
211	за ними	1	2
212	не могут	1	2
213	ли не	4	2
214	его за	2	2
215	к тому	6	2
216	как мы	1	2
217	данном случае	3	2
218	всей своей	1	2
219	не за	1	2
220	здесь как	1	2
221	он был	1	2
222	по себе	4	2
223	в глаза	2	2
224	любви к	2	2
225	в значительной	2	2
226	между тем	5	2
227	от них	1	2
228	во втором	4	2
229	и только	1	2
230	вслед за	1	2
231	по этому	1	2
232	со всеми	2	2
233	есть в	1	2
234	уже в	3	2
235	всяком случае	2	2
236	то у	1	2
237	и делает	1	2
238	до сих	1	2
239	ее в	1	2
240	что не	3	2
241	мы и	1	2
242	в трех	1	2
243	с помощью	1	2
244	мог быть	1	2
245	о себе	2	2
246	в данном	4	2
247	да и	2	2
248	такого рода	5	2
249	в первой	8	2
250	с этой	1	2
251	сих пор	1	2
252	один из	2	2
253	это уже	1	2
254	мира и	2	2
255	себя самого	1	2
256	всякого рода	1	2
257	хотя бы	1	2
258	не будет	3	2
259	в свою	5	2
260	отношению к	7	2
261	жизни и	1	2
262	но еще	1	2
263	все того	1	2
264	по поводу	3	2
265	к этому	3	2
266	во всяком	2	2
267	все что	1	2
268	они не	1	2
269	я и	3	1
270	другом стихотворении	1	1
271	отношения к	2	1
272	самой себе	1	1
273	сам по	1	1
274	и творческие	1	1
275	на самом	1	1
276	в христианском	1	1
277	в стороне	1	1
278	это и	2	1
279	своей первой	1	1
280	и есть	1	1
281	к другому	1	1
282	из его	1	1
283	в их	6	1
284	мы уже	1	1
285	что если	1	1
286	вопрос о	1	1
287	их с	1	1
288	тоже можно	1	1
289	на себя	2	1
290	и ее	2	1
291	в составе	2	1
292	и стилю	1	1
293	который мог	1	1
294	не от	2	1
295	как ему	1	1
296	нам представляется	2	1
297	время в	1	1
298	я на	1	1
299	с его	8	1
300	указание на	2	1
301	то мы	1	1
302	не требует	1	1
303	бы в	1	1
304	бы иметь	1	1
305	свою жизнь	2	1
306	что было	1	1
307	если в	3	1
308	будет столь	1	1
309	прибавим к	1	1
310	имя в	1	1
311	которые здесь	1	1
312	сама по	2	1
313	человеческой личности	1	1
314	с этим	3	1
315	своей и	1	1
316	для всех	2	1
317	в литературный	1	1
318	этой стороны	1	1
319	перед нами	4	1
320	рода но	1	1
321	этом же	1	1
322	могли бы	2	1
323	что по	4	1
324	по пути	4	1
325	а перед	1	1
326	и хотя	1	1
327	или иную	1	1
328	то в	2	1
329	для которого	1	1
330	бы и	2	1
331	как то	1	1
332	так или	1	1
333	из этих	3	1
334	в тех	2	1
335	вопроса о	2	1
336	право на	1	1
337	по имени	1	1
338	двух других	1	1
339	у а	1	1
340	что она	2	1
341	поскольку он	3	1
342	всех этих	1	1
343	состоит в	4	1
344	и вот	2	1
345	этого мотива	1	1
346	и по	2	1
347	уже по	2	1
348	в нее	1	1
349	оказывается объектом	1	1
350	себя и	1	1
351	на всю	1	1
352	единое целое	1	1
353	был первым	1	1
354	а по	1	1
355	входит в	2	1
356	дать ей	1	1
357	от одного	1	1
358	по природе	1	1
359	отличать от	1	1
360	пожалуй еще	1	1
361	на свои	1	1
362	только лишь	1	1
363	же образом	1	1
364	ту или	1	1
365	но лишь	1	1
366	трактует как	1	1
367	или из	2	1
368	есть он	1	1
369	литературе как	1	1
370	мере не	1	1
371	при виде	1	1
372	мало что	1	1
373	но я	1	1
374	не выдерживает	1	1
375	народного предания	1	1
376	в следующем	1	1
377	не столько	3	1
378	свободу от	1	1
379	говорил о	1	1
380	что сердце	1	1
381	не как	2	1
382	далее в	1	1
383	своего рода	8	1
384	в имени	2	1
385	том чтобы	1	1
386	все это	3	1
387	того кто	1	1
388	в устах	1	1
389	ни были	1	1
390	даже в	2	1
391	о подлинном	1	1
392	же мы	1	1
393	борца за	1	1
394	нас к	1	1
395	что мотив	1	1
396	вплоть до	2	1
397	тем самым	4	1
398	с теми	1	1
399	о чем	4	1
400	весь смысл	1	1
401	у кого	1	1
402	которого он	2	1
403	первым кто	1	1
404	можно судить	1	1
405	в фигуре	1	1
406	и автор	1	1
407	себе самом	1	1
408	для всего	1	1
409	в предыдущей	1	1
410	же время	3	1
411	можно усмотреть	1	1
412	во всем	3	1
413	ему и	1	1
414	в перспективе	1	1
415	со своим	1	1
416	типа или	1	1
417	и оказывается	1	1
418	причине своей	1	1
419	ему в	1	1
420	в подобном	1	1
421	представляется нам	2	1
422	уже о	1	1
423	к себе	1	1
424	и должно	1	1
425	когда мы	2	1
426	в состав	1	1
427	с явным	1	1
428	героев и	1	1
429	уже было	1	1
430	той или	3	1
431	только одно	1	1
432	бы ни	1	1
433	правда не	1	1
434	с ее	3	1
435	говоря уже	1	1
436	говорит и	3	1
437	во мне	1	1
438	в средневековой	1	1
439	это путь	1	1
440	из двух	1	1
441	этому что	1	1
442	те же	2	1
443	в борьбе	2	1
444	отсюда и	1	1
445	мог бы	1	1
446	и каждый	1	1
447	чем у	1	1
448	поэтому в	2	1
449	со стороны	9	1
450	же автора	1	1
451	весьма существенно	1	1
452	сводится к	2	1
453	и здесь	2	1
454	мы могли	1	1
455	мы понимаем	1	1
456	можно читать	2	1
457	должно было	1	1
458	восходит к	3	1
459	обращается к	1	1
460	нуждается в	2	1
461	своих собственных	1	1
462	который и	1	1
463	в дар	1	1
464	человека как	1	1
465	судить по	1	1
466	тех пор	2	1
467	является подлинным	1	1
468	но с	2	1
469	сомневаться что	1	1
470	этого героя	1	1
471	а если	1	1
472	одной из	1	1
473	этот вопрос	1	1
474	говорил об	1	1
475	и так	1	1
