N	2gram	Voloshinov_1	Sotsiolo
1	истории литературы	2	10
2	все это	3	7
3	в этом	4	5
4	в том	6	5
5	социологический метод	2	4
6	метод в	2	4
7	о литературе	1	3
8	для нас	7	3
9	не только	4	3
10	как же	2	3
11	в его	2	3
12	и в	12	3
13	не в	4	3
14	и только	1	3
15	только в	6	2
16	может быть	14	2
17	по природе	2	2
18	и что	2	2
19	в результате	1	2
20	это и	1	2
21	то же	5	2
22	должна быть	5	2
23	было бы	1	2
24	далеко не	1	2
25	и мы	1	2
26	эволюционное развитие	1	2
27	ведь это	1	2
28	таким образом	12	2
29	но и	3	2
30	как будто	1	2
31	тем более	1	2
32	еще не	3	2
33	то что	5	2
34	или даже	1	2
35	за пределы	4	2
36	только как	1	2
37	по отношению	11	2
38	в частности	1	2
39	литературы и	4	2
40	к которому	1	2
41	им не	2	2
42	отношению к	11	2
43	как только	2	2
44	что в	2	2
45	как бы	13	2
46	в смысле	1	2
47	том что	5	2
48	историка литературы	1	2
49	и не	10	1
50	эти вопросы	1	1
51	самому существу	1	1
52	кто не	1	1
53	столь же	1	1
54	в процессе	6	1
55	в своей	3	1
56	в свои	1	1
57	теоретическая поэтика	1	1
58	же этот	1	1
59	по себе	3	1
60	все эти	3	1
61	только то	1	1
62	лучшем случае	1	1
63	и его	13	1
64	а между	1	1
65	в целом	1	1
66	с другой	4	1
67	это как	3	1
68	бы они	1	1
69	ровно ничего	1	1
70	связи с	1	1
71	крайней мере	1	1
72	что она	1	1
73	в них	3	1
74	конечно только	1	1
75	тем же	1	1
76	что все	1	1
77	не было	1	1
78	в лучшем	1	1
79	применения социологического	1	1
80	положения в	1	1
81	когда мы	1	1
82	а с	1	1
83	не из	1	1
84	конечном счете	1	1
85	но не	2	1
86	это по	1	1
87	не должна	3	1
88	зависит от	2	1
89	мы понимаем	1	1
90	и более	3	1
91	они ни	2	1
92	вовсе не	1	1
93	все же	4	1
94	жизни он	1	1
95	между тем	3	1
96	выходит за	1	1
97	обходится без	1	1
98	в конечном	1	1
99	это не	2	1
100	он различает	1	1
101	в то	2	1
102	те же	2	1
103	выдвигает на	1	1
104	мы должны	1	1
105	между ними	2	1
106	развитие по	1	1
107	литературе и	1	1
108	конечно не	3	1
109	и наконец	3	1
110	для этого	1	1
111	в чем	2	1
112	никогда не	5	1
113	процессе живого	1	1
114	во всяком	1	1
115	в противном	1	1
116	в котором	3	1
117	поэтической формы	1	1
118	к вопросам	1	1
119	больше того	1	1
120	отнюдь не	5	1
121	по крайней	1	1
122	и о	1	1
123	в этих	2	1
124	у него	1	1
125	словесного творчества	1	1
126	как и	5	1
127	с помощью	6	1
128	настоящее время	2	1
129	не способен	2	1
130	с ним	3	1
131	место в	2	1
132	ни на	2	1
133	на все	2	1
134	в настоящее	2	1
135	мы еще	1	1
136	том и	1	1
137	же не	1	1
138	сама по	1	1
139	именно и	1	1
140	его в	4	1
141	стиль в	1	1
142	с одной	2	1
143	о том	3	1
144	на что	1	1
145	одной стороны	2	1
146	же самое	2	1
147	вступает в	1	1
148	и потому	2	1
149	хотя бы	5	1
150	слова но	2	1
151	она должна	1	1
152	опираясь на	2	1
153	свои права	1	1
154	и по	3	1
155	ничего не	2	1
156	все то	1	1
157	формальный метод	1	1
158	что это	1	1
159	между собой	2	1
160	мы не	3	1
161	я и	1	1
162	не может	16	1
163	стиля как	1	1
164	же время	1	1
165	в ведение	1	1
166	социологическому методу	2	1
167	нашей работы	1	1
168	прежде всего	8	1
169	остается в	1	1
170	они не	1	1
171	по самому	1	1
172	противном случае	1	1
173	подвести итоги	1	1
174	всяком случае	1	1
175	или не	3	1
176	так и	4	1
177	в данном	2	1
178	в виде	1	1
179	именно в	1	1
180	это же	1	1
181	только для	1	1
182	перед нами	1	1
183	ни были	1	1
184	в области	1	1
