N	3gram	Propp_Isto_5	Psycholo
1	в том что	2	9
2	не может быть	3	8
3	на то что	2	8
4	и т д	18	8
5	в самом деле	1	7
6	в том чтобы	2	7
7	о том что	4	7
8	во всяком случае	1	6
9	в зависимости от	1	5
10	то время как	1	5
11	в то время	1	5
12	не в том	1	5
13	само по себе	1	5
14	этой точки зрения	1	5
15	подобно тому как	1	5
16	с другой стороны	8	5
17	с одной стороны	7	5
18	для того чтобы	3	5
19	с этой точки	1	4
20	так же как	3	4
21	как и в	2	4
22	только тогда когда	1	4
23	только в том	1	3
24	до сих пор	2	3
25	в отличие от	1	3
26	точно так же	1	3
27	указывает на то	1	3
28	то что у	1	3
29	что у него	1	3
30	потому что он	2	2
31	состоит в том	1	2
32	никак не может	1	2
33	с точки зрения	1	2
34	вместе с тем	6	2
35	мы увидим что	1	2
36	по себе не	1	2
37	и таким образом	2	2
38	том что искусство	1	2
39	совершенно очевидно что	1	2
40	мы видим что	4	2
41	на самом деле	1	2
42	тем не менее	4	2
43	он не только	1	2
44	что и в	2	2
45	мы видели что	2	2
46	т д и	1	1
47	есть как бы	1	1
48	мы видим в	1	1
49	другой стороны в	1	1
50	потому что в	1	1
51	если бы мы	2	1
52	но то что	1	1
53	но так как	2	1
54	так как в	2	1
55	в том числе	1	1
56	и действительно мы	1	1
57	и вслед за	1	1
58	одной стороны и	1	1
59	мы должны будем	1	1
60	же как и	2	1
61	он не может	2	1
62	так как у	1	1
63	совершенно так же	1	1
64	с этим и	1	1
65	мысль что и	1	1
66	здесь совершенно ясно	1	1
67	в самых разных	1	1
68	и тем не	1	1
69	можно найти в	1	1
70	в это время	2	1
71	в процессе развития	1	1
72	же могут быть	1	1
73	не только в	2	1
74	мы не знаем	2	1
75	все что есть	1	1
76	что все люди	1	1
77	и потому не	1	1
78	дело не в	1	1
79	в связи с	4	1
80	то что он	1	1
81	прежде всего и	1	1
82	видели что в	1	1
83	только один раз	1	1
84	т д все	1	1
85	но вместе с	3	1
86	уже и сейчас	1	1
87	по своему содержанию	1	1
88	как мы знаем	1	1
89	образом мы видим	1	1
90	д и т	1	1
91	может быть в	1	1
92	таким образом мы	2	1
93	и вместе с	2	1
94	в свою очередь	1	1
95	одна из форм	1	1
96	с самого начала	1	1
97	того же представления	1	1
98	вопрос о том	1	1
99	мы знаем о	1	1
100	к тем же	1	1
101	можно сказать что	1	1
102	в изобразительном искусстве	1	1
103	т д то	1	1
104	на задний план	1	1
105	а затем уже	1	1
106	том числе и	1	1
