N	2gram	Voloshinov_1	Istorich
1	и в	19	28
2	может быть	26	25
3	а не	7	15
4	не может	24	15
5	никогда не	2	14
6	мы должны	3	13
7	то же	7	12
8	не только	8	12
9	что в	4	12
10	мы видим	1	11
11	только в	9	11
12	мы не	6	10
13	все же	8	10
14	и что	1	10
15	что он	2	10
16	мы увидим	1	10
17	но и	8	10
18	прежде всего	13	10
19	не в	5	9
20	так и	11	9
21	о том	2	9
22	то что	8	9
23	в том	6	9
24	и не	26	9
25	в этом	16	8
26	но в	7	8
27	что это	1	8
28	таким образом	17	8
29	если бы	2	8
30	в ней	4	7
31	здесь мы	4	7
32	это не	1	7
33	еще не	4	7
34	и здесь	6	7
35	этот вопрос	5	7
36	и др	2	7
37	что мы	1	7
38	так же	7	7
39	том что	3	7
40	было бы	4	7
41	а в	4	7
42	в этой	1	6
43	это тоже	1	6
44	ни один	1	6
45	его в	3	6
46	так например	1	6
47	тем не	2	6
48	не менее	4	6
49	к тому	2	6
50	что и	2	6
51	так как	2	6
52	с другой	5	6
53	например в	1	5
54	должна быть	2	5
55	вопрос о	4	5
56	в своем	2	5
57	более или	1	5
58	по существу	1	5
59	их в	1	5
60	или менее	1	5
61	не будем	4	5
62	на основе	1	5
63	в дальнейшем	3	5
64	можно было	2	5
65	в его	6	5
66	но не	1	5
67	в качестве	2	5
68	в одном	1	5
69	до сих	8	5
70	сих пор	8	5
71	или в	2	5
72	не должен	1	5
73	не знает	2	5
74	сказать что	4	5
75	другой стороны	6	5
76	ее в	1	5
77	и даже	2	4
78	и для	11	4
79	и на	4	4
80	между собой	2	4
81	то мы	2	4
82	одним словом	2	4
83	не все	2	4
84	с этим	4	4
85	все эти	7	4
86	но все	3	4
87	и с	2	4
88	с тем	1	4
89	как и	12	4
90	на него	1	4
91	в основе	2	4
92	связи с	11	4
93	должны быть	3	4
94	здесь не	1	4
95	в пределах	6	4
96	другими словами	2	4
97	того что	3	4
98	с одной	1	4
99	потому что	1	4
100	так что	1	4
101	в большинстве	3	4
102	большинстве случаев	3	4
103	мы знаем	5	4
104	и пр	12	4
105	превращается в	1	4
106	социальной жизни	3	4
107	одной стороны	1	4
108	могут быть	2	4
109	там где	2	4
110	друг с	1	4
111	все это	3	4
112	в связи	7	4
113	это так	2	4
114	хотя бы	5	4
115	обстоит дело	1	4
116	и другие	1	4
117	также и	1	3
118	по отдельным	1	3
119	исходит из	1	3
120	и должен	1	3
121	и он	2	3
122	там и	2	3
123	по отношению	3	3
124	не просто	2	3
125	так называемая	4	3
126	могли бы	1	3
127	точку зрения	2	3
128	очень много	1	3
129	при этом	8	3
130	этого вопроса	1	3
131	не как	2	3
132	и по	1	3
133	же не	1	3
134	в другом	2	3
135	из них	3	3
136	во время	1	3
137	нас не	1	3
138	попасть в	1	3
139	почти не	1	3
140	в котором	3	3
141	тесно связаны	1	3
142	бы быть	1	3
143	по себе	4	3
144	эта мысль	2	3
145	в то	3	3
146	того как	1	3
147	с другом	1	3
148	же самое	3	3
149	должен быть	1	3
150	как мы	13	3
151	действия и	1	3
152	в образе	1	3
153	для этого	1	3
154	и должно	1	3
155	в которую	1	3
156	в какой	3	3
157	и его	19	3
158	уже не	1	3
159	если мы	11	3
160	в начале	5	3
161	или даже	1	3
162	и их	2	3
163	тем что	2	3
164	в форме	1	3
165	эти формы	2	3
166	именно в	5	3
167	мы еще	1	3
168	как это	1	3
169	из которых	2	3
170	что же	4	3
171	в целях	3	3
172	отношению к	2	3
173	одним из	2	2
174	же как	2	2
175	и потому	5	2
176	и между	4	2
177	вопрос мы	3	2
178	оно может	4	2
179	из всех	1	2
180	другой вопрос	1	2
181	связаны между	1	2
182	зависимости от	2	2
183	к своему	2	2
184	на них	1	2
185	столь же	1	2
186	бы то	8	2
187	во всех	7	2
188	а только	1	2
189	точка зрения	7	2
190	значение и	1	2
191	ответ на	1	2
192	должны были	1	2
193	отличие от	5	2
194	относится к	1	2
195	как в	4	2
196	однако не	2	2
197	и как	3	2
198	в действительности	2	2
199	исторические корни	2	2
200	от этого	2	2
201	в целом	1	2
202	которые в	1	2
203	тоже не	1	2
204	и тот	4	2
205	в себе	2	2
206	во многих	1	2
207	как он	2	2
208	вследствие этого	1	2
209	и если	1	2
210	как оно	2	2
211	в нем	10	2
212	он не	3	2
213	всех этих	1	2
214	пор мы	1	2
215	и вот	1	2
216	мы получим	1	2
217	момент когда	1	2
218	то ни	8	2
219	а по	1	2
