N	2gram	Bakhtin_Pr_2	Myshleni
1	то что	7	26
2	в этом	13	25
3	что он	13	25
4	устной речи	3	24
5	таким образом	5	19
6	точки зрения	13	18
7	в том	6	18
8	не может	18	18
9	того чтобы	1	17
10	не только	11	16
11	и в	43	16
12	того что	2	16
13	так как	4	16
14	что в	4	16
15	том что	2	15
16	так же	2	15
17	и развитием	1	14
18	в сущности	9	13
19	между собой	2	13
20	в процессе	2	13
21	сказать что	2	13
22	вопрос о	2	12
23	по отношению	5	12
24	и что	5	12
25	и не	29	12
26	отношению к	5	12
27	отношение к	2	11
28	в его	10	11
29	но не	5	10
30	было бы	5	10
31	как мы	10	10
32	только в	4	10
33	а не	7	10
34	с помощью	1	10
35	с точки	8	9
36	в отношении	3	9
37	может быть	23	9
38	то же	8	8
39	должно быть	4	8
40	как и	14	8
41	если бы	3	8
42	в основе	1	8
43	о том	5	8
44	он не	9	8
45	точка зрения	1	8
46	как это	1	8
47	же как	1	7
48	того же	3	7
49	и есть	1	7
50	внутренней речи	2	7
51	в нем	12	7
52	но он	4	7
53	по себе	11	7
54	приводит к	6	7
55	так и	3	7
56	если мы	2	7
57	в письменной	1	7
58	с другом	4	7
59	друг с	4	7
60	и на	10	6
61	в мысли	1	6
62	но в	10	6
63	в этой	1	6
64	как он	2	6
65	в другом	7	6
66	не в	11	6
67	что все	1	6
68	и следовательно	3	6
69	этот вопрос	4	6
70	мы можем	2	6
71	у него	6	6
72	но и	14	6
73	речи и	4	6
74	в той	5	6
75	в какой	1	6
76	к тому	4	6
77	в такой	2	5
78	должна быть	3	5
79	мы и	2	5
80	как в	2	5
81	в своем	4	5
82	он должен	1	5
83	из нее	1	5
84	мысли и	2	5
85	с ним	3	5
86	что с	1	5
87	в то	7	5
88	тогда когда	1	5
89	того как	2	5
90	никогда не	9	5
91	ничего не	3	5
92	можно было	3	5
93	но мы	1	5
94	можно сказать	1	5
95	тот же	3	5
96	хотя бы	2	5
97	для него	8	5
98	тем что	3	5
99	как бы	22	5
100	еще более	2	5
101	не знает	3	5
102	и то	2	4
103	уже по	1	4
104	той же	3	4
105	что если	3	4
106	время как	2	4
107	не то	1	4
