N	2gram	Bakhtin_Fr_8	Literetu
1	и не	9	22
2	в мире	2	16
3	и в	56	16
4	при этом	4	15
5	в этом	14	14
6	не только	8	14
7	но и	9	14
8	в том	13	12
9	может быть	3	12
10	а не	2	12
11	то что	3	12
12	в частности	7	11
13	своего рода	5	10
14	не в	3	10
15	то же	11	9
16	так и	13	9
17	в то	12	9
18	того что	1	9
19	в этой	6	8
20	том что	8	8
21	не может	2	8
22	как бы	11	8
23	в своей	2	7
24	же время	10	7
25	только в	9	7
26	себя в	1	7
27	точки зрения	6	7
28	еще не	10	6
29	с его	5	6
30	в себе	4	6
31	состоит в	1	6
32	в другом	3	6
33	о том	4	6
34	и его	12	6
35	в его	18	6
36	и т.п	11	6
37	с другой	2	6
38	к тому	1	6
39	в году	3	5
40	в отличие	1	5
41	отличие от	1	5
42	как в	1	5
43	тому же	1	5
44	то есть	24	5
45	лишь в	1	5
46	это не	2	5
47	как и	5	5
48	в основе	4	5
49	этом отношении	1	5
50	в ее	6	5
51	что он	2	5
52	в качестве	4	5
53	именно в	1	5
54	а именно	1	5
55	вместе с	2	5
56	а в	2	5
57	с жизнью	1	4
58	перед лицом	1	4
59	одним из	5	4
60	но не	5	4
61	по отношению	1	4
62	хотя и	2	4
63	место в	1	4
64	даже в	4	4
65	никогда не	5	4
66	данном случае	2	4
67	а также	3	4
68	другого в	1	4
69	с одной	4	4
70	в начале	1	4
71	из них	2	4
72	одно из	1	4
73	в одном	2	4
74	как будто	1	4
75	как у	1	4
76	до конца	11	4
77	одной стороны	2	4
78	в данном	2	4
79	и для	2	4
80	отношению к	1	4
81	например в	4	3
82	самом деле	2	3
83	той же	6	3
84	с ее	5	3
85	и как	2	3
86	и наконец	3	3
87	и к	4	3
88	но в	6	3
89	бы и	2	3
90	на его	6	3
91	а затем	1	3
92	и тем	1	3
93	в слове	2	3
94	с точки	2	3
95	на свою	1	3
96	по своей	4	3
97	потому что	6	3
98	в области	5	3
99	уже о	1	3
100	для его	1	3
101	части романа	1	3
102	еще в	1	3
103	прежде всего	6	3
104	между тем	3	3
105	уже не	3	3
106	в самом	9	3
107	наконец в	4	3
108	более того	3	3
109	мира в	1	3
110	тому как	1	3
111	там где	3	3
112	это как	1	3
113	в романе	21	3
114	жизни и	1	3
115	как на	1	3
116	том числе	3	3
117	того же	1	2
118	жизни к	1	2
119	для своего	2	2
120	как мы	7	2
121	вопрос о	1	2
122	так чтобы	1	2
123	то это	1	2
124	всю ночь	1	2
125	и на	7	2
126	время в	3	2
127	бы то	2	2
128	во всех	8	2
129	сказать и	1	2
130	еще один	2	2
131	стороны и	1	2
132	все же	2	2
133	когда он	2	2
134	то был	1	2
135	не знает	1	2
136	он в	1	2
137	им в	1	2
138	все они	6	2
139	в нем	8	2
140	в первой	3	2
141	не как	2	2
142	и вот	1	2
143	подобно тому	1	2
144	то ни	2	2
145	в совершенно	4	2
146	и с	8	2
147	в глубине	1	2
148	его в	2	2
149	действительности в	1	2
150	было бы	2	2
151	и даже	8	2
152	той или	2	2
153	далеко не	2	2
154	со своими	1	2
155	не всегда	1	2
156	он и	2	2
157	несмотря на	2	2
158	и тогда	1	2
159	еще раз	1	2
160	и при	2	2
161	и ее	4	2
162	ни было	2	2
163	автора и	1	2
164	между людьми	2	2
165	того чтобы	4	2
166	как раз	2	2
167	другой стороны	2	2
168	и по-разному	1	2
169	же самое	1	2
170	числе и	2	2
171	для такого	1	2
172	вещей в	1	2
173	первой половине	1	2
174	и сам	2	2
175	здесь как	2	2
176	мира и	2	2
177	если бы	2	2
178	можно сказать	2	2
179	что и	3	2
180	во всей	2	2
181	и только	1	2
182	в ту	4	2
183	в лице	1	2
184	как например	3	2
185	но с	2	2
186	и одновременно	1	2
187	здесь не	1	2
188	со всеми	1	2
189	связи с	6	2
190	за ним	1	2
191	к своим	1	2
192	ни с	5	2
193	для него	2	2
194	тем что	1	2
195	и вместе	1	2
196	для того	2	2
197	или иной	1	2
198	а на	2	2
199	все более	1	2
200	так же	2	2
201	и потому	4	2
202	xix века	1	2
203	быть только	1	2
204	на свете	1	2
205	с этой	2	2
206	один из	5	2
207	на слово	1	2
208	но одновременно	1	2
209	что в	5	2
210	со второй	1	2
211	же в	1	2
212	романа и	1	2
213	эти слова	1	2
214	но еще	1	2
215	еще и	3	2
216	ее в	1	2
217	в своих	4	2
218	к этому	2	2
219	как известно	1	1
220	и хотя	2	1
221	начинается с	1	1
222	всем и	1	1
223	и то	2	1
224	на самом	2	1
225	идет о	1	1
226	в приведенном	1	1
227	и принципиально	1	1
228	из самых	1	1
229	по преимуществу	2	1
230	и до	10	1
231	в какой-то	1	1
232	все те	2	1
233	века в	1	1
234	мы уже	10	1
235	есть образ	1	1
236	и себя	1	1
237	вот она	1	1
238	из своих	1	1
239	память о	1	1
240	когда люди	1	1
241	к началу	2	1
242	и со	1	1
243	целого в	1	1
244	и он	1	1
245	в ней	4	1
246	он был	12	1
247	одного человека	1	1
248	мысли и	1	1
249	в чем	1	1
250	как правило	1	1
251	приобретает и	1	1
252	о смерти	1	1
253	к которой	1	1
254	остаются в	1	1
255	с собою	1	1
256	в зеркале	1	1
257	не просто	3	1
258	значение имеет	2	1
259	за пределы	4	1
260	контексте в	1	1
261	в центре	2	1
262	независимо от	1	1
263	действительности же	1	1
264	в своем	3	1
265	перед нами	3	1
266	этом контексте	1	1
267	что по	1	1
268	это тоже	1	1
269	самом начале	1	1
270	более или	2	1
271	в этот	1	1
272	будущее которое	1	1
273	за собой	1	1
274	в нашем	2	1
275	уже в	2	1
276	как он	1	1
277	так сказать	5	1
278	что эти	2	1
279	века к	1	1
280	вообще не	1	1
281	по словам	1	1
282	больше всего	1	1
283	в определенном	1	1
284	их может	1	1
285	он не	5	1
286	ключ к	1	1
287	отходит от	1	1
288	момента в	1	1
289	и еще	2	1
290	широта и	2	1
291	жизнью и	1	1
292	о рабле	1	1
293	людей и	2	1
294	не бывает	1	1
295	о таком	1	1
296	последнее слово	5	1
297	здесь мы	3	1
298	слова и	3	1
299	выражение и	1	1
300	момент и	1	1
301	на все	1	1
302	с другими	1	1
303	те годы	1	1
304	и была	2	1
305	из первых	1	1
306	кажется что	1	1
307	только одно	1	1
308	в них	11	1
309	нет в	1	1
310	о которых	1	1
311	место и	1	1
312	как целого	1	1
313	чем в	1	1
314	на этот	1	1
315	был бы	3	1
316	общности в	1	1
317	во время	5	1
318	во времена	3	1
319	в их	3	1
320	прибегает к	2	1
321	не к	1	1
322	тогда еще	1	1
323	значение для	1	1
324	последних трех	1	1
325	позиция которую	1	1
326	культуре он	1	1
327	и новые	1	1
328	но это	2	1
329	такую же	1	1
330	но он	3	1
331	друг другу	2	1
332	и эти	2	1
333	и является	1	1
334	куда в	1	1
335	в таких	3	1
336	возвращается к	1	1
337	вовсе не	6	1
338	тому что	1	1
339	натуральную школу	1	1
340	в отношении	5	1
341	вещей как	1	1
342	тогда когда	1	1
343	и притом	1	1
344	и сама	1	1
345	в процессе	5	1
346	сознания как	1	1
347	он мог	1	1
348	он с	1	1
349	только не	2	1
350	борьба с	1	1
351	не имеет	1	1
352	это явление	1	1
353	слова как	1	1
354	эпохи в	9	1
355	к концу	2	1
356	то уж	1	1
357	за исключением	1	1
358	во всем	4	1
359	ему и	2	1
360	рассказом о	1	1
361	в книге	1	1
362	не по	1	1
363	исторического процесса	1	1
364	образом здесь	1	1
365	ведь все	1	1
366	в действительности	2	1
367	в образах	1	1
368	именно такой	1	1
369	который весь	1	1
370	начиная с	2	1
371	будущее в	1	1
372	его за	1	1
373	его с	1	1
374	чтобы стать	2	1
375	слово которое	1	1
376	значение это	1	1
377	правда не	1	1
378	не одного	1	1
379	и о	3	1
380	но по	4	1
381	в виду	1	1
382	но при	1	1
383	события как	1	1
384	и от	1	1
385	при котором	1	1
386	языка и	6	1
387	исторической жизни	2	1
388	так в	1	1
389	речевых жанров	1	1
390	на том	1	1
391	с собой	2	1
392	времени и	4	1
393	было в	1	1
394	в борьбе	2	1
395	здесь нет	3	1
396	она была	1	1
397	том как	1	1
