N	3gram	Nazirov_Tv_1	Hudozhes
1	о том что	5	9
2	и т п	2	8
3	то же время	12	8
4	по отношению к	1	8
5	в то же	13	8
6	в том что	6	6
7	в этой связи	2	4
8	к тому что	1	4
9	и с тургенева	1	3
10	но в то	4	3
11	в связи с	1	3
12	в первой главе	1	3
13	в финале рассказа	1	3
14	друг для друга	1	3
15	и в самом	1	3
16	в творчестве чехова	1	3
17	тем не менее	2	3
18	как и в	1	3
19	и т д	1	3
20	в русской литературе	2	3
21	том что в	2	2
22	что же касается	1	2
23	что он не	1	2
24	в первую очередь	1	2
25	до сих пор	1	2
26	то и другое	1	2
27	ту или иную	1	2
28	подробнее об этом	1	2
29	не только в	2	2
30	это прежде всего	1	2
31	так и от	1	2
32	для всего мира	1	2
33	что у него	1	2
34	м м бахтин	6	2
35	в конечном счете	4	2
36	на наш взгляд	1	2
37	не означает что	1	1
38	не может не	1	1
39	когда же герои	1	1
40	прежде всего на	1	1
41	та же самая	2	1
42	мы узнаем что	1	1
43	не имеют для	1	1
44	к жизни в	1	1
45	на самом деле	2	1
46	но при этом	1	1
47	имеют для них	1	1
48	то же самое	1	1
49	потому что не	1	1
50	все та же	1	1
51	пока что еще	1	1
52	в одной из	2	1
53	и в то	2	1
54	с самого начала	3	1
55	сами по себе	1	1
56	и та же	2	1
57	на самом же	1	1
58	в отличие от	1	1
59	заключает в себе	1	1
60	об этом см	1	1
61	человека если же	1	1
62	и что в	1	1
63	такой же как	1	1
64	он вовсе не	1	1
65	в движении сюжета	1	1
66	не в его	1	1
67	ни на шаг	1	1
68	подлинного а не	1	1
69	в конце концов	1	1
70	объясняется тем что	1	1
71	все с той	1	1
72	по нашему мнению	5	1
73	не только для	1	1
74	с той же	1	1
75	том что я	1	1
76	он ее не	1	1
77	в этот момент	1	1
78	мы уже говорили	1	1
79	одна и та	1	1
80	самом же деле	1	1
81	что он вовсе	1	1
82	в данном случае	2	1
83	только в качестве	1	1
84	по себе а	1	1
85	всегда было и	1	1
86	в свою очередь	1	1
87	по сути дела	3	1
88	за то что	1	1
89	д с лихачева	1	1
90	а и герцена	1	1
91	в художественном мире	1	1
92	с одной стороны	1	1
93	предлагаемая вниманию читателя	1	1
94	человека в мире	1	1
95	героя и героини	1	1
96	на первый взгляд	1	1
97	чувство стыда за	1	1
98	о нем и	1	1
