N	3gram	Berdyaev_M_1	Problemy
1	по отношению к	2	8
2	в том что	1	6
3	в зависимости от	1	5
4	в романах достоевского	1	5
5	в конце концов	2	5
6	между тем как	1	4
7	в творчестве достоевского	4	4
8	не может быть	17	4
9	достоевского в его	1	3
10	и т п	1	3
11	это не значит	2	3
12	во всяком случае	1	3
13	была для него	1	3
14	ивана карамазова и	2	3
15	для него не	1	2
16	записок из подполья	5	2
17	значит конечно что	1	2
18	в самом деле	1	2
19	до сих пор	2	2
20	и не может	2	2
21	хотя бы и	2	2
22	но это не	1	2
23	он ни был	1	2
24	не только в	2	2
25	не значит конечно	1	2
26	человека в человеке	1	2
27	как бы в	1	2
28	к нему и	1	2
29	да ведь это	1	2
30	творчество достоевского в	1	2
31	бы он ни	1	2
32	можно было бы	1	2
33	смысле слова это	1	1
34	и потому она	1	1
35	в платоновском смысле	1	1
36	но и он	1	1
37	достоевского не есть	1	1
38	самой жизни а	1	1
39	все в нем	1	1
40	потому что он	1	1
41	и есть то	1	1
42	он должен быть	1	1
43	достоевского и в	1	1
44	а вовсе не	1	1
45	он не может	2	1
46	одно из самых	2	1
47	выйти за пределы	1	1
48	и есть та	1	1
49	может быть назван	1	1
50	бы и самый	1	1
51	что в мире	1	1
52	они не могут	1	1
53	в своей книге	1	1
54	не может найти	1	1
55	не было бы	5	1
56	в себе и	1	1
57	сохранить за собой	1	1
58	но он не	2	1
59	у данте и	1	1
60	является для достоевского	1	1
61	вводит достоевский в	1	1
62	есть то что	1	1
63	нему как к	1	1
64	может быть и	1	1
65	и у него	1	1
66	у достоевского никогда	2	1
67	внутренние противоречия и	1	1
68	в своем творчестве	2	1
69	его личности и	1	1
70	то время как	2	1
71	а не только	2	1
72	но не только	1	1
73	тем что он	2	1
74	это прежде всего	1	1
75	творчества достоевского как	1	1
76	достоевского никогда не	2	1
77	слова а не	1	1
78	в высшей степени	2	1
79	в самой жизни	1	1
80	отношению к нему	1	1
81	как будто бы	2	1
82	и по отношению	1	1
83	но не в	1	1
84	него как в	1	1
85	не могут быть	2	1
86	и менее всего	1	1
87	и потому не	3	1
88	не в том	1	1
89	в его романах	2	1
90	романов достоевского не	1	1
91	его любовь к	1	1
92	карамазова и др	1	1
93	достоевского в этом	1	1
94	что они не	1	1
95	о том что	1	1
96	ставит нас перед	1	1
97	достоевского не было	1	1
98	достоевский прежде всего	2	1
99	герой из подполья	1	1
100	к нему как	1	1
101	друг к другу	1	1
102	по сравнению с	1	1
103	имеем в виду	1	1
104	в то время	2	1
105	она не может	1	1
106	это и есть	4	1
107	но у достоевского	1	1
108	ставрогина ивана карамазова	1	1
109	и никогда не	1	1
110	жизни а не	1	1
111	нужно сказать что	1	1
112	к нему все	2	1
113	выходит за пределы	1	1
114	мы имеем в	1	1
115	уже не только	2	1
116	идеи у достоевского	2	1
117	и в нем	3	1
118	место в творчестве	1	1
119	в отношении к	1	1
120	тем что в	1	1
121	для того чтобы	2	1
122	в себе в	1	1
123	или лучше сказать	1	1
124	духа в этом	1	1
125	что и в	1	1
126	у достоевского мы	1	1
127	он не только	2	1
