N	2gram	Vygotskiy__3	Mirosoze
1	может быть	19	30
2	не только	12	29
3	и в	38	28
4	не может	7	28
5	но и	5	25
6	а не	7	25
7	он не	6	24
8	о человеке	2	23
9	в этом	13	20
10	не было	1	18
11	у него	4	17
12	не в	12	16
13	потому что	14	16
14	в ней	15	15
15	в своей	5	15
16	и есть	1	14
17	он был	3	14
18	никогда не	4	14
19	до конца	2	14
20	в нем	4	13
21	и он	1	12
22	и это	8	12
23	в самом	25	11
24	для него	2	11
25	и не	10	11
26	в своем	5	10
27	было бы	12	10
28	что в	20	10
29	что он	11	10
30	был бы	3	10
31	и потому	1	10
32	и все	10	10
33	с тем	8	9
34	но он	2	9
35	и его	6	9
36	не есть	1	9
37	в его	5	9
38	человеке и	2	8
39	в котором	6	8
40	но не	1	8
41	но в	3	7
42	в себе	4	7
43	в конце	2	7
44	в самой	4	7
45	того что	4	7
46	он весь	1	7
47	должна быть	5	6
48	и на	6	6
49	в которой	5	6
50	в этой	13	6
51	только в	4	6
52	вместе с	5	6
53	все это	3	6
54	человек и	1	6
55	в том	25	6
56	нет и	1	5
57	если он	4	5
58	это не	1	5
59	как и	8	5
60	у нас	2	5
61	раскрывается в	1	5
62	весь в	1	5
63	не могут	2	5
64	то что	35	5
65	и я	2	5
66	отношения к	2	4
67	это и	1	4
68	и этот	3	4
69	есть не	1	4
70	отношение к	1	4
71	увидим что	9	4
72	не к	3	4
73	не как	1	4
74	и по	2	4
75	должен был	2	4
76	в них	3	4
77	в этих	2	4
78	точки зрения	16	4
79	в их	1	4
80	в которых	6	4
81	к концу	3	4
82	к ней	2	4
83	она не	6	4
84	мог бы	1	4
85	что и	4	4
86	хотел бы	2	4
87	один из	6	4
88	уже не	2	4
89	а в	7	4
90	тем что	3	4
91	и вместе	2	4
92	был в	1	4
93	и там	1	4
94	с этой	2	4
95	которых он	1	4
96	от него	1	4
97	с его	1	3
98	с этим	8	3
99	когда он	4	3
100	и еще	1	3
101	и вот	2	3
102	на этом	5	3
103	заключает в	1	3
104	и с	1	3
105	то есть	15	3
106	его в	3	3
107	в жизни	1	3
108	только одно	1	3
109	для них	1	3
110	не мог	4	3
111	том что	14	3
112	но если	4	3
113	не имеет	6	3
114	ничего не	2	3
115	в момент	1	3
116	к тому	6	3
117	в ее	7	3
118	он до	2	3
119	нет у	1	3
120	конечно не	4	3
121	одно из	2	3
122	не так	3	3
123	и их	1	3
124	так как	6	3
125	что человек	1	3
126	себя и	1	3
127	о себе	1	3
128	это есть	2	3
129	это значит	1	3
130	должно быть	1	3
131	для нас	8	3
132	хотя бы	2	3
133	будто бы	1	3
134	мы увидим	12	3
135	есть и	1	3
136	одним из	1	2
137	чтобы не	1	2
138	не остается	1	2
139	он хотел	1	2
140	своего духа	1	2
141	высшей степени	1	2
142	к чему	6	2
143	время как	4	2
144	в виду	4	2
145	или от	2	2
146	не все	1	2
147	относится к	1	2
148	в истории	2	2
149	как в	4	2
150	к новому	1	2
151	все же	8	2
152	и как	8	2
153	и к	3	2
154	от этого	1	2
155	и у	1	2
156	под ним	1	2
157	он в	2	2
158	все эти	4	2
159	бы не	3	2
160	только один	1	2
161	если бы	14	2
162	с ней	1	2
163	них нет	1	2
164	тому чтобы	1	2
165	и мы	13	2
166	свою противоположность	1	2
167	место в	3	2
168	оказывается что	1	2
169	мысли и	1	2
170	сих пор	5	2
171	и жизнь	1	2
172	был не	1	2
173	с которой	1	2
174	в то	3	2
175	к этим	1	2
176	в основе	3	2
177	того чтобы	9	2
178	котором не	1	2
179	не принадлежит	1	2
180	когда мы	2	2
181	есть только	2	2
182	отличается от	1	2
183	всего в	1	2
184	в наше	2	2
185	должен быть	3	2
