N	3gram	Propp_Isto_6	formyVre
1	для того чтобы	1	5
2	в том числе	1	4
3	по отношению к	2	3
4	до сих пор	4	3
5	одно и то	1	3
6	не могло быть	2	3
7	мы уже говорили	1	3
8	не может быть	3	3
9	между этими двумя	1	3
10	в то время	3	3
11	амуре и психее	1	3
12	и то же	1	3
13	но все же	2	2
14	в этом мире	1	2
15	как мы видим	1	2
16	и в особенности	1	2
17	одной стороны и	1	2
18	же как и	1	2
19	друг на друга	1	2
20	наряду с этим	1	2
21	но и в	2	2
22	том числе и	1	2
23	и др в	1	2
24	вместе с тем	3	2
25	то время как	3	2
26	так же как	1	2
27	не только в	4	2
28	с одной стороны	7	2
29	в какой-то степени	1	2
30	соответствии с этим	1	2
31	а также и	1	2
32	в том что	5	2
33	как и в	2	2
34	и в религиозных	1	1
35	в другом месте	1	1
36	на том что	1	1
37	мы видим в	1	1
38	все наше внимание	1	1
39	том что в	2	1
40	их в ряд	1	1
41	он вступает в	1	1
42	тех случаях когда	3	1
43	природы и от	1	1
44	на первый план	2	1
45	мы находим в	1	1
46	они их не	1	1
47	в зависимости от	1	1
48	надо сказать что	1	1
49	на третий день	1	1
50	здесь нет в	1	1
51	которые связаны с	1	1
52	с тем что	1	1
53	что в нем	2	1
54	совершенно ясно что	1	1
55	здесь же мы	2	1
56	со всех сторон	1	1
57	вместе с ними	1	1
58	так как он	2	1
59	в тех случаях	3	1
60	в египте или	1	1
61	поэтому и не	1	1
62	в данном случае	3	1
63	у нас и	1	1
64	таким образом и	2	1
65	смысле этого слова	1	1
66	так и в	1	1
67	с этим в	2	1
68	когда они уже	1	1
69	но вместе с	1	1
70	борьбе с природой	1	1
71	на следующий день	1	1
72	на то место	1	1
73	если они не	1	1
74	во всяком случае	2	1
75	и в том	1	1
76	мы уже видели	3	1
77	по существу и	1	1
78	сих пор не	1	1
79	в этом случае	6	1
80	о том что	4	1
81	уже видели как	1	1
82	то что не	1	1
83	но и на	1	1
84	к выводу что	1	1
85	мы имеем в	4	1
86	и поэтому их	1	1
87	так как по	1	1
88	друг с другом	1	1
89	мы уже знаем	2	1
90	в них не	1	1
91	здесь как и	1	1
92	в себе не	1	1
93	и не могло	1	1
