N	4gram	Tiupa_Anal_2	Narrotol
1	состоит в том что	4	4
2	в то же время	2	3
3	мы имеем дело с	1	2
4	представляет собой своего рода	1	2
5	к тому же в	1	2
6	единственный в тексте случай	1	1
7	имеет место слияние пространственных	1	1
8	в самом деле не	1	1
9	и временных примет в	1	1
10	в данном случае это	1	1
11	а не все что	1	1
12	пространственных и временных примет	1	1
13	примет в осмысленном и	1	1
14	в том или ином	2	1
15	не что иное как	1	1
16	осмысленном и конкретном целом	1	1
17	с этой точки зрения	1	1
18	никак не может быть	1	1
19	как уже говорилось выше	1	1
20	вступает в противоречие с	1	1
21	слияние пространственных и временных	1	1
22	с той или иной	2	1
23	свидетельствует о том что	1	1
24	выше уже говорилось о	1	1
25	к тому или иному	1	1
26	в качестве некоторого я	1	1
27	ответ на этот вопрос	1	1
28	в осмысленном и конкретном	1	1
29	имеет в своем составе	1	1
30	встречи креативного и рецептивного	1	1
31	временных примет в осмысленном	1	1
32	человеческого я в мире	1	1
33	место слияние пространственных и	1	1
34	ровным счетом ничего не	1	1
35	присутствия человеческого я в	1	1
36	одним и тем же	1	1
37	креативного и рецептивного сознаний	1	1
38	есть не что иное	1	1
