N	2gram	Tiupa_Disk_2	Hudozhes
1	и в	16	28
2	в рассказе	4	21
3	том что	10	19
4	в ее	1	18
5	и не	15	18
6	своего рода	10	16
7	в том	8	15
8	а не	14	14
9	в этом	16	13
10	не в	3	13
11	о том	4	12
12	перед нами	3	11
13	не только	10	11
14	при этом	17	11
15	как и	16	11
16	в его	3	11
17	уже не	3	10
18	не случайно	1	10
19	с собачкой	1	9
20	в себе	19	9
21	но и	11	9
22	так и	9	8
23	между тем	2	8
24	что он	2	8
25	себя в	6	8
26	в жизни	1	8
27	может быть	16	8
28	о чем	2	8
29	я не	1	7
30	по отношению	4	7
31	тогда как	11	7
32	состоит в	16	7
33	в мире	11	7
34	об этом	1	7
35	к тому	1	7
36	в частности	12	7
37	как это	1	7
38	и все	3	7
39	с ним	1	7
40	жизни в	3	7
41	отношению к	4	7
42	я и	4	6
43	в котором	3	6
44	то же	6	6
45	не было	3	6
46	и с	2	6
47	в глазах	1	6
48	в своей	6	6
49	в то	5	6
50	тем что	1	6
51	для себя	2	6
52	сводится к	2	6
53	можно сказать	3	6
54	это не	3	6
55	человеческой жизни	2	6
56	даме с	1	6
57	а в	2	6
58	то что	5	6
59	жизни и	3	6
60	в даме	1	5
61	жизни как	2	5
62	с его	6	5
63	в этой	4	5
64	как в	8	5
65	в самом	1	5
66	в своем	5	5
67	не менее	7	5
68	никогда не	2	5
69	ничего не	1	5
70	в тексте	3	5
71	и его	3	5
72	она не	1	5
73	и сам	1	5
74	только на	1	5
75	одно из	4	5
76	для него	5	5
77	художественного целого	4	5
78	как бы	4	5
79	да и	1	5
80	с ее	2	5
81	что в	5	5
82	а между	1	4
83	но не	7	4
84	своей жизни	1	4
85	то в	1	4
86	подобно тому	2	4
87	человека в	4	4
88	он не	3	4
89	пародия на	1	4
90	в других	1	4
91	тем не	1	4
92	для нее	1	4
93	человеческого я	1	4
94	же время	5	4
95	как будто	3	4
96	в городе	1	4
97	в футляре	2	4
98	в конечном	1	4
99	в миропорядке	1	4
100	только в	3	4
101	учитель словесности	1	4
102	в качестве	16	4
103	что и	2	4
104	превращается в	1	4
105	не может	9	4
106	тому как	2	4
107	рассказа в	2	4
108	о своем	1	4
109	чтобы не	1	3
110	по преимуществу	2	3
111	в ней	2	3
112	но при	2	3
113	еще не	6	3
114	и на	5	3
115	столь же	3	3
116	всякий раз	2	3
117	о смерти	1	3
118	со стороны	10	3
119	бы не	1	3
120	раз в	1	3
121	своей внешней	1	3
122	в нем	7	3
123	в это	1	3
124	в них	3	3
125	соответствии с	3	3
126	несмотря на	1	3
127	в этих	3	3
128	родном углу	1	3
129	пока еще	2	3
130	этом и	1	3
131	любви и	1	3
132	как о	1	3
