N	2gram	Trubetskoy_1	Psycholo
1	то что	18	44
2	и в	23	33
3	в этом	12	28
4	и что	8	25
5	как бы	10	25
6	потому что	9	24
7	для того	8	23
8	том что	19	22
9	того чтобы	8	22
10	может быть	16	22
11	что в	8	21
12	в том	30	21
13	о том	7	20
14	что он	7	20
15	сейчас же	3	16
16	только что	3	15
17	что это	5	13
18	таким образом	31	13
19	то есть	2	13
20	так же	8	13
21	и не	8	13
22	все это	11	13
23	сказать что	1	13
24	самом деле	12	12
25	в самом	8	12
26	было бы	3	12
27	все то	2	12
28	к тому	8	12
29	и все	7	12
30	если мы	4	12
31	так как	7	12
32	он не	3	11
33	что все	5	11
34	на то	9	10
35	что она	1	10
36	если бы	8	10
37	в его	5	10
38	не может	17	10
39	то же	4	9
40	в этой	6	9
41	и если	6	9
42	в конце	4	8
43	как будто	5	8
44	совершенно ясно	2	8
45	для этого	7	8
46	вместе с	6	8
47	в своем	10	7
48	не только	7	7
49	в нем	3	7
50	так что	5	7
51	и только	2	7
52	до конца	1	7
53	для нас	3	7
54	на самом	7	6
55	в сущности	2	6
56	в ней	3	6
57	что они	2	6
58	перед нами	1	6
59	все эти	19	6
60	в себе	5	6
61	после этого	1	6
62	и вот	1	6
63	точки зрения	13	6
64	что эта	4	6
65	тому что	2	6
66	в самой	2	6
67	же после	1	6
68	же самое	1	6
69	никак не	1	6
70	это не	3	6
71	мы видим	1	6
72	у него	5	6
73	а не	1	6
74	что мы	4	6
75	мы должны	4	6
76	как на	4	6
77	это и	1	5
78	мы уже	4	5
79	мы не	1	5
80	в целом	5	5
81	и на	6	5
82	только после	1	5
83	с этим	11	5
84	все же	13	5
85	целый ряд	4	5
86	и как	1	5
87	о ее	1	5
88	и может	3	5
89	ясно что	8	5
90	как и	9	5
91	самого начала	1	5
92	никогда не	4	5
93	и его	1	5
94	и это	3	5
95	с самого	1	5
96	мы будем	3	5
97	с ним	6	5
98	заключается в	2	5
99	что для	4	5
100	вовсе не	2	5
101	мы можем	6	5
102	из этого	6	5
103	той же	1	4
104	в которой	5	4
105	я не	2	4
106	не то	3	4
107	на нас	3	4
108	том чтобы	2	4
109	не будет	5	4
110	это было	1	4
111	с тем	2	4
112	и уже	2	4
113	смысл и	1	4
114	в своей	1	4
115	как все	1	4
116	знаем что	8	4
117	с точки	8	4
118	одна из	2	4
119	ее с	1	4
120	на него	2	4
121	а в	3	4
122	с другом	9	4
123	у нас	3	4
