N	2gram	Ircho_Kome_1	Dialekti
1	т е	13	46
2	и не	8	30
3	или от	1	22
4	и т	9	17
5	ничего не	3	17
6	может быть	9	17
7	то что	2	16
8	т д	4	15
9	стало быть	1	15
10	и в	22	15
11	как бы	1	14
12	точки зрения	4	14
13	так как	4	14
14	что это	1	13
15	по себе	1	13
16	того что	1	13
17	в этом	3	11
18	и вот	4	11
19	говорить о	1	11
20	ясно что	4	11
21	в том	11	11
22	прежде всего	5	11
23	не может	2	11
24	и все	3	11
25	том что	12	10
26	потому что	5	10
27	с ее	2	10
28	то же	6	9
29	мы не	3	9
30	было бы	2	9
31	и что	1	9
32	все это	5	9
33	что иное	1	8
34	в чем	3	8
35	не в	6	8
36	в себе	2	8
37	не только	10	8
38	ни в	6	8
39	и это	1	8
40	и о	3	8
41	и ее	3	8
42	иное как	1	8
43	не что	1	8
44	что именно	1	7
45	как и	9	7
46	и его	8	7
47	только в	3	7
48	или в	2	7
49	что он	6	7
50	что в	6	7
51	перед нами	1	6
52	хотя и	3	6
53	и тем	2	6
54	в то	10	6
55	же время	4	6
56	что и	4	6
57	так что	1	6
58	вовсе не	2	6
59	и даже	5	6
60	в результате	4	6
61	сказать что	1	6
62	той же	1	5
63	в сущности	2	5
64	и на	3	5
65	быть в	1	5
66	в своем	1	5
67	то в	1	5
68	на то	3	5
69	что она	1	5
70	в нем	4	5
71	в жизни	1	5
72	в ней	1	5
73	на себе	1	5
74	того чтобы	1	5
75	в каком	1	5
76	таким образом	8	5
77	о том	8	5
78	в себя	2	5
79	так и	5	5
80	и можно	2	5
81	именно в	4	5
82	не говорит	1	5
83	для того	1	5
84	и для	1	5
85	но если	1	5
86	также и	1	4
87	или по	2	4
88	хотя бы	1	4
89	что они	4	4
90	в этой	7	4
91	в течение	3	4
92	и как	3	4
93	бы только	1	4
94	в силу	2	4
95	подобно тому	1	4
96	то ни	2	4
97	и с	3	4
98	с тем	1	4
99	и уже	1	4
100	уже о	2	4
101	что все	1	4
102	идет речь	1	4
103	еще не	2	4
104	в его	5	4
105	в одном	8	4
106	как раз	3	4
107	отнюдь не	1	4
108	и эстетической	1	4
109	так же	3	4
110	в особенности	1	4
111	тому как	1	4
112	но это	2	4
113	один из	5	4
114	бы в	1	4
115	жизни и	1	4
116	но и	11	4
117	едва ли	7	3
118	со стороны	2	3
119	в истории	5	3
120	как в	5	3
121	с этим	1	3
122	когда он	1	3
123	но в	4	3
124	на этом	2	3
125	об этом	1	3
126	мы уже	1	3
127	известно что	4	3
128	всегда и	1	3
129	в данном	1	3
130	можно только	1	3
131	в их	4	3
132	и притом	2	3
133	мы можем	4	3
134	могут быть	3	3
135	говоря уже	2	3
136	к жизни	1	3
137	и следовательно	1	3
138	для всех	2	3
139	в виде	3	3
140	времени когда	1	3
141	даже и	1	3
142	в области	2	3
143	за пределы	2	3
144	эти две	1	3
145	у нас	3	3
146	на основании	3	3
147	и потому	1	3
148	из которых	2	3
149	от него	1	3
150	или нет	1	3
151	с ним	1	3
152	в свою	2	3
153	не говоря	2	3
154	совершенно не	1	3
155	к этому	4	3
156	можно говорить	1	2
157	и без	2	2
158	тех же	2	2
159	что уже	1	2
160	вопрос о	3	2
161	совпадает с	1	2
162	бы ни	1	2
163	сам по	1	2
164	думаю что	1	2
165	на нем	2	2
166	во всех	1	2
167	бы не	1	2
168	коем случае	1	2
169	есть по	1	2
170	чем же	2	2
171	течение всего	1	2
172	все же	3	2
173	что по	2	2
174	в этот	1	2
175	в самом	2	2
176	в которой	6	2
177	мы получаем	1	2
178	из этих	1	2
179	претендует на	1	2
180	при этом	5	2
181	тем не	2	2
182	с этой	1	2
183	но все	1	2
184	в каком-нибудь	1	2
185	в некоем	1	2
186	на все	2	2
187	это было	1	2
188	время и	2	2
189	от идеала	1	2
190	в них	3	2
191	все равно	1	2
192	со всей	1	2
193	в котором	4	2
194	представление о	1	2
195	не могли	1	2
196	однако в	3	2
197	в отношении	6	2
198	не менее	3	2
199	не раз	2	2
200	но они	1	2
201	и другое	1	2
202	того как	3	2
203	можно судить	4	2
204	и по	6	2
205	во всем	1	2
206	не по	1	2
207	как будто	2	2
208	может и	1	2
209	что на	1	2
210	не могут	1	2
211	и когда	1	2
212	мог бы	2	2
213	д все	1	2
214	жизнь и	1	2
215	для этого	2	2
216	в коем	1	2
217	даже не	2	2
218	находится в	2	2
219	воли и	1	2
220	о ней	1	2
221	о нем	1	2
222	познания и	1	2
223	ее в	2	2
224	в пользу	1	2
225	и во	2	2
226	я думаю	1	2
227	и только	1	2
228	одной из	3	2
229	в качестве	4	2
230	себя в	1	2
231	то и	2	2
232	своим собственным	1	2
233	не дает	1	2
234	из них	10	2
235	никто не	1	2
236	отличие от	2	2
237	тем что	4	2
238	от того	1	2
239	и из	2	2
240	или иначе	1	2
241	естественно и	1	2
242	идеи в	1	2
243	другой стороны	5	2
244	именно так	1	2
245	его как	1	2
246	е в	2	2
247	когда же	5	2
248	в частности	3	2
249	вместе с	2	2
250	как это	3	2
251	к своему	1	2
252	что же	1	2
253	да и	3	2
254	этой точки	1	2
255	то следовательно	1	2
256	где бы	1	2
257	не мог	3	2
258	за его	1	2
259	главным образом	3	2
260	только что	2	2
261	а как	1	2
262	отношении к	1	2
263	в противоположность	2	2
264	во всяком	2	2
265	все что	2	2
266	а между	1	1
267	это однако	2	1
268	речь идет	3	1
269	же как	3	1
270	чтобы не	1	1
271	переходит к	1	1
272	все остальное	1	1
273	во-вторых поскольку	1	1
274	на самом	1	1
275	он может	1	1
276	бы целиком	1	1
277	всего это	1	1
278	идет о	3	1
279	выражено в	1	1
280	так уже	1	1
281	исходит из	1	1
282	и больше	1	1
283	видеть в	2	1
284	в зависимости	1	1
285	г в	4	1
286	и была	1	1
287	для своего	1	1
288	из своих	1	1
289	сложнее и	1	1
290	от друга	1	1
291	из того	1	1
292	то это	1	1
293	и он	1	1
294	это время	2	1
295	собой в	1	1
296	как один	1	1
297	подходить к	1	1
298	из сторон	1	1
299	силу этого	1	1
300	в общем	1	1
301	очевидно что	1	1
302	отношение к	3	1
303	реального исторического	1	1
304	друг от	1	1
305	судить об	1	1
306	зрения в	1	1
307	и вовсе	1	1
308	остановиться на	1	1
309	что нет	1	1
310	в полном	1	1
311	целый ряд	1	1
312	было только	2	1
313	тот же	3	1
314	и художественного	1	1
315	да они	1	1
316	этой цели	2	1
317	a что	1	1
318	за все	1	1
319	не приходится	1	1
320	жизни эта	1	1
321	сказать о	1	1
322	только два	1	1
323	вы думаете	1	1
324	о других	1	1
325	и тот	1	1
326	роль в	1	1
327	только один	2	1
328	птиц или	1	1
329	что одна	1	1
330	но прежде	1	1
331	как он	1	1
332	к миру	1	1
333	он не	3	1
334	что же?	1	1
335	о которой	1	1
336	и еще	3	1
337	в первую	2	1
338	возвращение к	1	1
339	мы впервые	1	1
340	и более	1	1
341	сделать и	1	1
342	абсолютная истина	1	1
343	чтобы в	1	1
344	его от	1	1
345	людей и	1	1
346	же не	1	1
347	связанные с	2	1
348	они должны	1	1
349	конечно в	1	1
350	а его	1	1
351	от земли	1	1
352	художественный образ	2	1
353	его в	3	1
354	как тот	1	1
355	обоих случаях	1	1
356	событиям в	1	1
357	данном случае	1	1
358	чаще всего	3	1
359	о которых	5	1
360	ни одной	2	1
361	к своим	1	1
362	всю жизнь	1	1
363	первые два	1	1
364	и очень	1	1
365	мы видели	2	1
366	быть также	1	1
367	ясно из	1	1
368	такой же	2	1
369	бы на	1	1
370	никаких оснований	1	1
371	можно найти	1	1
372	и третий	1	1
373	почти не	2	1
374	место в	3	1
375	в отличие	1	1
376	в которых	1	1
377	миф о	1	1
378	которые в	1	1
379	но он	2	1
380	друг другу	1	1
381	том же	1	1
382	даже в	3	1
383	в древней	2	1
384	всего его	1	1
385	кругом и	1	1
386	принципов и	1	1
387	при всех	1	1
388	вплоть до	1	1
389	она могла	1	1
390	в обоих	1	1
391	и сама	1	1
392	он еще	1	1
393	не вызывает	1	1
394	следовательно и	1	1
395	одна из	2	1
396	именно с	1	1
397	на землю	3	1
398	кто является	1	1
399	природы в	1	1
400	и теперь	2	1
401	мы помним	1	1
402	это уже	1	1
403	ему не	1	1
404	а в	6	1
405	в специальном	1	1
406	к себе	1	1
407	с и	1	1
408	в духе	1	1
409	человека в	1	1
410	ли не	4	1
411	зависимости от	1	1
412	всего в	3	1
413	быть отнесены	1	1
414	кем и	1	1
415	и платона	2	1
416	последних в	1	1
417	сорок лет	2	1
418	из всего	2	1
419	как мы	4	1
420	чем не	1	1
421	всего этого	2	1
422	только при	2	1
423	чисто логическое	1	1
424	можно сделать	3	1
425	они почти	1	1
426	в дальнейшем	1	1
427	учением о	1	1
428	на том	1	1
429	можно было	1	1
430	те же	1	1
431	можно понять	1	1
432	которую можно	2	1
433	почему же	1	1
434	остаться в	3	1
435	это только	1	1
436	всех возможных	1	1
437	и трудно	1	1
438	в последней	1	1
439	и способ	1	1
440	образом в	2	1
441	состояния и	1	1
442	и здесь	2	1
443	перешла в	1	1
444	говорить не	1	1
445	возникшее в	1	1
446	с одной	3	1
447	мира а	1	1
448	после того	3	1
449	все его	1	1
450	с целью	1	1
451	время не	1	1
452	от рук	1	1
453	под именем	2	1
454	в греческой	1	1
455	жизни он	1	1
456	к нему	2	1
457	доходит до	1	1
458	от них	2	1
459	а сколько	1	1
460	не подходит	1	1
461	по случаю	1	1
462	и вероятно	2	1
463	и одинаково	1	1
464	вслед за	2	1
465	с окружающим	1	1
466	и она	1	1
467	судить по	3	1
468	одного из	6	1
469	и новая	1	1
470	почти все	1	1
471	что только	1	1
472	будто бы	2	1
473	течение всей	1	1
474	даже если	2	1
475	которое мы	1	1
476	было и	1	1
477	во времени	1	1
478	именно на	2	1
479	силами и	1	1
480	думаете что	1	1
481	не входит	1	1
482	и у	3	1
483	уже в	5	1
484	и насколько	1	1
485	на такой	1	1
486	а то	2	1
487	речь в	1	1
488	в душе	1	1
489	и других	7	1
490	за ним	1	1
491	в я	1	1
492	не так	1	1
493	земли и	1	1
494	себе в	1	1
495	в конце	6	1
496	ее не	1	1
497	и никакой	1	1
498	которые могут	1	1
499	поэтому и	1	1
500	заметить что	1	1
501	этим же	1	1
502	возможно что	1	1
503	видно как	1	1
504	а мы	2	1
505	с другой	5	1
506	и прежде	1	1
507	такое же	1	1
508	на которые	2	1
509	к ее	1	1
510	к человеку	1	1
511	естественно что	1	1
512	превращается в	1	1
513	на этот	1	1
514	или другими	1	1
515	до конца	2	1
516	самое слово	1	1
517	неизвестно кем	1	1
518	него не	1	1
519	но чем	1	1
520	совершенно очевидно	1	1
521	мира в	1	1
522	о похищении	1	1
523	если это	1	1
524	нет никаких	1	1
525	раз на	2	1
526	из мира	1	1
527	ко всем	1	1
528	человека к	1	1
529	так мы	1	1
530	их к	3	1
531	сама же	1	1
532	который мы	1	1
533	наряду с	2	1
534	в той	1	1
535	близости к	1	1
536	а потом	1	1
537	думается что	1	1
538	по условиям	1	1
539	по существу	1	1
540	сам не	1	1
541	в состоянии	2	1
542	в это	1	1
543	однако чтобы	1	1
544	ближе к	1	1
545	при всем	2	1
546	не знаем	1	1
547	уже на	1	1
548	необходимость его	1	1
549	так или	1	1
550	в известном	2	1
551	мира и	1	1
552	которой можно	1	1
553	чтобы понять	1	1
554	что новое	1	1
555	и опять	4	1
556	у них	1	1
557	конце концов	4	1
558	стороны в	1	1
559	хотя в	1	1
560	могли быть	2	1
561	вопрос как	1	1
562	мог не	1	1
563	не знает	1	1
564	начать с	1	1
565	знаем и	1	1
566	в глаза	1	1
567	остается на	1	1
568	что под	1	1
569	явления в	1	1
570	как на	1	1
571	вполне понятно	1	1
572	в своих	2	1
573	гораздо более	1	1
