N	3gram	Ircho_Kome_3	Hudozhes
1	в том что	9	11
2	по отношению к	3	7
3	о том что	4	7
4	так и не	1	4
5	подобно тому как	1	4
6	то же время	4	4
7	в то же	4	4
8	к тому что	1	4
9	в самом деле	6	3
10	но при этом	1	3
11	в конечном счете	2	3
12	с одной стороны	3	3
13	для того чтобы	6	3
14	тем не менее	3	3
15	в соответствии с	1	3
16	том что она	1	2
17	и не думал	1	2
18	состоит в том	2	2
19	о том как	3	2
20	в его присутствии	1	2
21	и в этом	1	2
22	с точки зрения	3	2
23	до сих пор	9	2
24	и в то	1	2
25	и т п	3	2
26	в этой связи	2	2
27	же самое что	1	2
28	то же самое	3	2
29	и сам он	1	2
30	к тому же	4	2
31	и т д	1	2
32	не мешает ему	2	1
33	не в состоянии	1	1
34	все что угодно	1	1
35	сравнивает себя с	1	1
36	на кого ты	1	1
37	в г в	1	1
38	отцов и дедов	1	1
39	в настоящее время	1	1
40	взгляда на человека	1	1
41	как к источнику	1	1
42	о чем я	1	1
43	к реальной жизни	1	1
44	что он не	2	1
45	со стороны других	1	1
46	бы то ни	2	1
47	в этом отношении	2	1
48	том числе и	1	1
49	в отношениях с	1	1
50	только для того	2	1
51	к себе и	1	1
52	из своего жизненного	1	1
53	того чтобы не	1	1
54	едва ли не	1	1
55	в самом начале	1	1
56	самое главное в	1	1
57	утра до вечера	1	1
58	и все его	1	1
59	в своей любви	1	1
60	после стольких лет	1	1
61	то время как	2	1
62	в это же	1	1
63	так или иначе	2	1
64	всю свою жизнь	1	1
65	в течение всей	1	1
66	и не могла	1	1
67	к ней в	1	1
68	с другой стороны	2	1
69	об этом и	1	1
70	в то время	2	1
71	в первом случае	1	1
72	в этом случае	2	1
73	не выдать своего	1	1
74	и в самом	3	1
75	с самого начала	4	1
76	именно потому что	2	1
77	но все же	2	1
78	можно сказать что	1	1
79	как мы знаем	1	1
80	со временем в	1	1
81	друг от друга	1	1
82	если бы не	1	1
83	как бы в	1	1
84	после того как	1	1
85	она не могла	1	1
86	в том числе	1	1
87	любовного чувства в	1	1
88	в город где	1	1
89	в себе самом	1	1
90	в ответ на	1	1
91	человека и его	1	1
92	едва ли в	1	1
93	с утра до	1	1
94	что и в	2	1
95	не нуждается в	1	1
96	только об этом	1	1
97	говорит о своей	1	1
