N	3gram	Potebnia_M_3	Istorich
1	с другой стороны	4	8
2	и т д	3	8
3	с одной стороны	3	7
4	в том что	16	5
5	до сих пор	3	4
6	не только в	4	4
7	о том что	1	4
8	вместе с тем	4	3
9	в данном случае	1	3
10	то время как	1	3
11	в сказке о	1	3
12	в то время	4	3
13	не может быть	3	3
14	потому что он	3	2
15	отсюда видно что	1	2
16	но и в	4	2
17	только то что	1	2
18	это далеко не	1	2
19	в то самое	1	2
20	таким образом и	1	2
21	с этим в	1	2
22	по отношению к	5	2
23	после того как	1	2
24	как и в	2	2
25	что и в	3	2
26	как мы видели	1	2
27	том что она	1	1
28	только потому что	2	1
29	того что в	1	1
30	мере того как	3	1
31	там где нет	1	1
32	более или менее	3	1
33	том что он	2	1
34	по мере того	3	1
35	нам кажется что	1	1
36	одной стороны и	1	1
37	тем что в	1	1
38	то и другое	1	1
39	и то и	1	1
40	в таком случае	2	1
41	у него в	1	1
42	что все эти	1	1
43	таким образом в	1	1
44	ее в образе	1	1
45	если бы она	1	1
46	на первый взгляд	1	1
47	к мысли о	1	1
48	не может но	1	1
49	что здесь так	1	1
50	со всех сторон	1	1
51	бы она не	1	1
52	и то что	1	1
53	от них в	1	1
54	одно и то	5	1
55	его связь с	1	1
56	потому что с	1	1
57	потому что оно	2	1
58	можно заметить что	1	1
59	и то же	5	1
60	мы можем предположить	1	1
61	она не знает	1	1
62	на первых порах	2	1
63	так или иначе	1	1
64	но вместе с	2	1
65	но и то	1	1
66	один из этих	1	1
67	и в том	2	1
68	что мы видим	1	1
69	в том смысле	3	1
70	в свое время	1	1
71	что оно имеет	1	1
72	вместе с ним	1	1
73	бы в том	1	1
74	в общих чертах	1	1
75	от того что	5	1
76	том смысле что	1	1
77	так и в	2	1
78	он был бы	1	1
79	что в ней	2	1
80	это значит что	1	1
81	и тем самым	1	1
82	потому что мы	2	1
83	подобно тому как	2	1
84	с этой стороны	2	1
85	можно сказать что	2	1
86	таким образом это	1	1
87	не было ни	1	1
88	случае если бы	1	1
89	на то что	1	1
90	то или другое	2	1
91	в других случаях	1	1
92	с другом и	1	1
93	его как и	1	1
94	тем не менее	3	1
95	от него самого	1	1
96	друг с другом	1	1
97	для того чтобы	3	1
98	во-первых потому что	1	1
99	здесь как и	1	1
100	в себе не	2	1
101	смысле этого слова	7	1
