N	3gram	Trubetskoy_1	slovoVRo
1	не может быть	1	15
2	в отличие от	1	12
3	с одной стороны	7	5
4	той или иной	2	5
5	по отношению к	1	4
6	то же время	2	4
7	но все же	4	4
8	в то же	2	4
9	в том что	3	4
10	с точки зрения	6	3
11	в этом отношении	2	3
12	но в то	1	3
13	так и в	1	3
14	и связанные с	2	2
15	и в сущности	1	2
16	в свою очередь	1	2
17	более или менее	5	2
18	до сих пор	5	2
19	на каждом шагу	1	2
20	может быть и	2	2
21	тот факт что	1	2
22	во всяком случае	6	2
23	сих пор не	1	2
24	в связи с	3	2
25	для того чтобы	5	2
26	в этой роли	1	1
27	нет для него	2	1
28	даже там где	1	1
29	а следовательно и	1	1
30	иметь в виду	1	1
31	и в смысле	1	1
32	в том числе	5	1
33	не может не	1	1
34	но все это	2	1
35	и в то	1	1
36	до известной степени	1	1
37	сами по себе	1	1
38	особенно важное значение	1	1
39	никогда не могут	1	1
40	том числе и	4	1
41	на то что	2	1
42	утверждать что в	1	1
43	их отношение к	1	1
44	может и не	1	1
45	в xvii веке	1	1
46	глубокие различия между	1	1
47	и не могут	1	1
48	говорить не приходится	1	1
49	точки зрения а	1	1
50	всяком случае не	3	1
51	не только как	1	1
52	все более и	1	1
53	мы уже говорили	1	1
54	в этом направлении	1	1
55	так и от	2	1
56	с другой стороны	1	1
57	тем или иным	1	1
58	мы видели что	1	1
59	в широком смысле	1	1
60	тем не менее	3	1
61	о том что	4	1
62	а в том	1	1
63	друг к другу	1	1
64	между этими двумя	2	1
65	таким образом в	2	1
66	с самого начала	2	1
67	не только не	1	1
68	тем и другим	1	1
69	более и более	1	1
70	речь идет о	1	1
71	влечет за собой	2	1
