N	3gram	Losev_Prob_5	Psycholo
1	в том что	8	17
2	для того чтобы	2	13
3	в самом деле	1	11
4	с точки зрения	8	10
5	не может быть	2	8
6	на то что	2	6
7	на самом деле	1	5
8	до сих пор	2	5
9	в этом отношении	1	5
10	сам по себе	1	4
11	можно было бы	1	4
12	в данном случае	2	4
13	тем не менее	5	4
14	о том что	9	4
15	том что он	2	3
16	точно так же	3	3
17	в конце концов	6	3
18	в то время	3	3
19	то есть как	1	2
20	состоит в том	1	2
21	и то что	3	2
22	то время как	3	2
23	указывает на то	1	2
24	бы то ни	2	2
25	во всяком случае	2	2
26	этой точки зрения	1	2
27	и таким образом	1	2
28	и в том	1	2
29	то же время	1	2
30	и никогда не	2	2
31	с другой стороны	5	2
32	в то же	1	2
33	только потому что	1	2
34	и т д	1	2
35	том что поэт	1	1
36	что иное как	3	1
37	в силу того	1	1
38	в сборнике басен	1	1
39	по существу и	1	1
40	то ни стало	1	1
41	стоит именно на	1	1
42	в этом смысле	3	1
43	никак не может	2	1
44	свидетельствует о том	1	1
45	крайней мере в	1	1
46	о том как	1	1
47	во что бы	1	1
48	он все же	1	1
49	видит в этом	1	1
50	в таком случае	2	1
51	и при помощи	1	1
52	человека когда он	1	1
53	но и в	2	1
54	мы находим в	2	1
55	а с другой	3	1
56	вновь и вновь	1	1
57	с этой точки	1	1
58	по крайней мере	4	1
59	силу того что	1	1
60	то или иное	1	1
61	который как бы	1	1
62	вместе с тем	3	1
63	по аналогии с	1	1
64	и в частности	3	1
65	что бы то	1	1
66	потому что он	2	1
67	от того что	1	1
68	то ни было	1	1
69	едва ли не	1	1
70	к другому и	1	1
71	и если в	1	1
72	с одной стороны	3	1
73	время как у	1	1
74	как будто бы	3	1
75	с тем же	1	1
76	все же не	3	1
77	в связи с	7	1
78	того же автора	1	1
79	только о том	1	1
80	бросается в глаза	1	1
81	мы могли бы	1	1
82	то есть с	1	1
83	уже и в	1	1
84	по себе а	1	1
85	то обстоятельство что	1	1
86	том смысле что	1	1
87	может быть это	1	1
88	связи с этим	1	1
89	с самого начала	1	1
90	можно сказать что	3	1
91	после того как	3	1
92	а как раз	1	1
93	то что и	1	1
94	по этому поводу	2	1
95	они сознательно и	1	1
96	не потому что	1	1
97	в том смысле	1	1
98	не что иное	3	1
99	мы встречаемся с	1	1
100	у того же	1	1
101	тот и другой	1	1
102	ясно что это	1	1
103	бросаются в глаза	1	1
104	тот факт что	1	1
