N	3gram	Berdyaev_M_2	Problemy
1	с точки зрения	1	8
2	до сих пор	3	7
3	по отношению к	2	5
4	сам по себе	1	5
5	с самим собою	2	5
6	как и все	1	4
7	сама по себе	1	4
8	не может быть	8	4
9	той или иной	1	3
10	с самим собой	1	3
11	как и в	2	3
12	том что он	1	2
13	в творчестве достоевского	3	2
14	он сам по	1	2
15	друг на друга	1	2
16	и та же	2	2
17	в письме к	1	2
18	может быть и	2	2
19	в конце концов	1	2
20	в отношении к	2	2
21	к одному знаменателю	1	2
22	друг к другу	5	2
23	одна и та	2	2
24	я не могу	1	2
25	и в словах	1	2
26	в романах достоевского	1	2
27	и не знает	1	2
28	на то что	1	2
29	а между тем	1	1
30	иван карамазов в	1	1
31	а следовательно и	1	1
32	в этом мире	1	1
33	и всегда у	1	1
34	ли бы он	1	1
35	по замыслу достоевского	1	1
36	в образе христа	1	1
37	и иван карамазов	3	1
38	прежде всего как	1	1
39	у достоевского почти	1	1
40	из подполья и	2	1
41	как бы не	1	1
42	и к нему	1	1
43	также и в	2	1
44	есть прежде всего	5	1
45	же как и	3	1
46	сих пор не	1	1
47	для него мысль	1	1
48	что он не	1	1
49	но и в	1	1
50	между тем как	1	1
51	а может быть	1	1
52	в себе и	1	1
53	ибо и в	1	1
54	творчестве достоевского но	1	1
55	как и всегда	2	1
56	у него нет	3	1
57	его жизнь в	1	1
58	в значительной степени	1	1
59	со всеми его	1	1
60	сознания и в	1	1
61	т е в	2	1
62	его отношения к	1	1
63	не может уже	2	1
64	смысле этого слова	1	1
65	так же не	1	1
66	для него и	2	1
67	с ним как	1	1
68	ни на что	1	1
69	что у достоевского	1	1
70	к другу как	1	1
71	он не принимает	1	1
72	не мог бы	1	1
73	о том что	2	1
74	в этом он	2	1
75	всегда у достоевского	3	1
76	на самом деле	1	1
77	может быть лишь	2	1
78	то стало быть	1	1
79	и он сам	1	1
80	никогда не бывает	2	1
81	ивана карамазова в	1	1
82	все герои достоевского	1	1
83	он никогда не	1	1
84	в его собственной	1	1
85	с отцом и	1	1
86	у достоевского нет	2	1
87	если бы не	1	1
88	после того как	2	1
89	собственной идеи не	1	1
90	и в нем	1	1
91	берет на себя	1	1
92	во всех его	1	1
93	в том что	2	1
94	мы увидим что	2	1
95	в последний раз	1	1
