N	3gram	Tiupa_Hudo_1	Myshleni
1	с точки зрения	3	18
2	для того чтобы	2	15
3	в том что	7	15
4	с другой стороны	5	9
5	так же точно	1	9
6	с одной стороны	2	8
7	по отношению к	9	7
8	заключается в том	1	6
9	о том что	1	6
10	из того что	1	5
11	так же как	1	5
12	не может быть	3	5
13	в то время	1	5
14	можно сказать что	3	4
15	таким образом что	1	3
16	то же самое	1	3
17	к тому что	2	3
18	в свою очередь	2	3
19	и тем самым	1	3
20	друг от друга	1	3
21	по своей природе	2	2
22	и то же	3	2
23	прежде всего в	1	2
24	том что он	1	2
25	в известном смысле	1	2
26	в единое целое	2	2
27	то же время	5	2
28	именно в этом	1	2
29	одно и то	3	2
30	по своей структуре	1	2
31	в значительной степени	1	2
32	а с другой	2	2
33	приводит к тому	2	2
34	тем и другим	1	2
35	в то же	5	2
36	таким образом и	1	2
37	раз в том	1	1
38	который в отличие	1	1
39	в этом смысле	3	1
40	значении этого слова	2	1
41	и в то	1	1
42	если говорить о	1	1
43	что он не	1	1
44	в отличие от	7	1
45	отношение человека к	1	1
46	только то что	1	1
47	том числе и	1	1
48	точно так же	1	1
49	с самим собой	1	1
50	одном и том	1	1
51	с этой точки	1	1
52	по крайней мере	1	1
53	ту или иную	1	1
54	в одном и	1	1
55	как раз в	1	1
56	как это ни	1	1
57	едва ли не	1	1
58	то что может	1	1
59	содержит в себе	1	1
60	к вопросу о	1	1
61	и не быть	1	1
62	состоит в том	5	1
63	и потому что	1	1
64	и на его	1	1
65	отношение между ними	1	1
66	во внешнем мире	1	1
67	как впрочем и	1	1
68	человека к действительности	2	1
69	не сама по	1	1
70	все то что	1	1
71	лишь в самом	1	1
72	речи от внешней	1	1
73	этой точки зрения	1	1
74	что даже в	1	1
75	в соответствии с	1	1
76	и семантической сторон	1	1
77	в конечном счете	5	1
78	между тем это	1	1
79	и том же	1	1
80	больше и больше	1	1
81	заключает в себе	1	1
82	в том числе	2	1
83	в силу своей	1	1
84	сама по себе	2	1
85	тем не менее	3	1
86	же точно и	1	1
87	как и в	1	1
88	является как бы	1	1
89	той или иной	4	1
90	фонетической и семантической	1	1
91	речи как бы	1	1
