N	3gram	Bakhtin_Pr_2	Tragedij
1	униженных и оскорбленных	1	16
2	то же время	3	5
3	в то же	3	5
4	преступлении и наказании	2	2
5	в отличие от	1	2
6	и в дальнейшем	1	2
7	в преступлении и	2	2
8	в данном случае	1	2
9	но в то	3	2
10	и как бы	2	2
11	сам достоевский не	1	2
12	о том что	3	2
13	и в самом	2	2
14	но все же	2	2
15	в том что	4	2
16	в этом случае	1	1
17	в этом мире	1	1
18	и сам автор	2	1
19	особое значение для	1	1
20	и до конца	4	1
21	только за счет	1	1
22	единственный и его	1	1
23	у него нет	2	1
24	и не может	2	1
25	в своей книге	1	1
26	хотя бы и	2	1
27	что он не	1	1
28	романа достоевского в	1	1
29	но как в	1	1
30	мы бы сказали	1	1
31	ту же мысль	1	1
32	одном из своих	1	1
33	что все это	1	1
34	в этом романе	1	1
35	достоевский в году	1	1
36	в высшей степени	1	1
37	в конце концов	3	1
38	смысле этого слова	2	1
39	достоевский никогда не	5	1
40	с ним она	1	1
41	в чем же	2	1
42	и в этом	6	1
43	по сравнению с	2	1
44	тем не менее	1	1
45	по природе своей	1	1
46	начала и до	2	1
47	и его собственность	1	1
48	в xix веке	2	1
49	то что он	1	1
50	в мире достоевского	2	1
51	но уже не	1	1
52	не может быть	6	1
53	о нем по	1	1
54	имеют особое значение	1	1
55	сам автор в	1	1
56	от достоевского чтобы	1	1
57	романа и в	1	1
58	у него есть	1	1
59	в одном из	1	1
60	с самого начала	1	1
61	свою жизнь и	1	1
62	в самом деле	3	1
63	отметить что в	1	1
64	с начала и	2	1
65	и даже отчасти	1	1
66	в братьях карамазовых	2	1
67	друг друга и	1	1
68	может быть в	1	1
