N	3gram	Potebnia_M_2	Problema
1	о том что	1	14
2	тем не менее	5	12
3	в таком случае	2	10
4	во всяком случае	7	10
5	то что мы	2	7
6	в этом случае	1	7
7	по крайней мере	5	6
8	и т д	3	6
9	в этом смысле	2	5
10	с одной стороны	3	5
11	в связи с	1	5
12	с другой стороны	2	5
13	более или менее	8	4
14	только в том	1	4
15	до сих пор	4	4
16	до тех пор	1	4
17	на то что	3	4
18	в то же	2	4
19	есть прежде всего	2	4
20	сама по себе	2	4
21	в том что	7	4
22	то есть не	3	3
23	одной стороны и	1	3
24	если бы не	1	3
25	но в таком	1	3
26	и в этом	1	3
27	или по крайней	2	3
28	не может быть	2	3
29	даже и в	1	3
30	только тогда когда	2	3
31	не во всех	1	2
32	представим себе что	1	2
33	и той же	1	2
34	на самом деле	2	2
35	с самого начала	2	2
36	сами по себе	7	2
37	бы то ни	1	2
38	может быть только	1	2
39	в том случае	1	2
40	для того чтобы	2	2
41	само по себе	2	2
42	и тот же	1	2
43	имеет ничего общего	1	2
44	друг к другу	1	2
45	по себе и	1	2
46	в себе в	1	2
47	не имеет ничего	1	2
48	один и тот	1	2
49	когда мы произносим	1	2
50	одной и той	1	2
51	и независимо от	1	2
52	ничего общего с	1	2
53	то есть в	1	2
54	вопрос о том	1	2
55	мысль о том	1	2
56	подобно тому как	4	2
57	друг от друга	1	2
58	символа в языке	1	1
59	уже перестает быть	1	1
60	связаны между собою	1	1
61	независимо от нашего	1	1
62	что в истории	1	1
63	будет для меня	1	1
64	ли мы в	1	1
65	только потому что	2	1
66	указание на то	1	1
67	но только не	1	1
68	здесь может быть	1	1
69	далеко не все	1	1
70	это было бы	1	1
71	но даже и	1	1
72	то что ничем	1	1
73	можно сказать даже	1	1
74	нам кажется что	2	1
75	о том как	1	1
76	а в том	1	1
77	то что язык	1	1
78	потому что не	1	1
79	обратим внимание на	1	1
80	не может обойтись	2	1
81	и во многих	1	1
82	его содержание а	1	1
83	не отличается от	1	1
84	и не может	1	1
85	том случае если	1	1
86	между тем как	2	1
87	потому что и	1	1
88	то что в	2	1
89	что не только	1	1
90	в собственном смысле	1	1
91	относится к своему	1	1
92	но это не	1	1
93	то и другое	4	1
94	вместе с тем	1	1
95	не то что	1	1
96	и тем не	1	1
97	что такое значение	1	1
98	то время как	3	1
99	это видно из	1	1
100	и без которой	1	1
101	и не имеет	2	1
102	из предыдущего мы	1	1
103	в одно время	4	1
104	то ни было	1	1
105	мы не знаем	1	1
106	иначе мы не	1	1
107	что у нас	1	1
108	только один из	1	1
109	вовсе не может	2	1
110	если бы в	1	1
111	и то же	2	1
112	то тем самым	1	1
113	тогда когда это	1	1
114	во всех отношениях	1	1
115	в одном случае	1	1
116	все эти движения	1	1
117	предметы существуют только	1	1
118	потому что мы	1	1
119	приводит в движение	1	1
120	до такой степени	1	1
121	не менее и	1	1
122	нет никакой возможности	1	1
123	оно не имеет	1	1
124	совмещает в себе	1	1
125	не есть нечто	1	1
126	но тем не	3	1
127	мы не можем	3	1
128	от того что	4	1
129	не потому что	1	1
130	в то время	4	1
131	так и в	2	1
132	и тем самым	1	1
133	не только на	1	1
134	не менее в	1	1
135	но все же	1	1
136	не во все	1	1
137	может быть так	1	1
138	но когда мы	1	1
139	существует только тогда	1	1
140	не имел бы	1	1
141	отношений между этими	1	1
142	целое таким образом	1	1
143	которых мы не	2	1
