N	2gram	Bakhtin_Pr_1	Morfolog
1	может быть	24	52
2	и т	4	49
3	т д	1	47
4	и пр	3	40
5	таким образом	12	20
6	не может	12	17
7	т е	21	16
8	могут быть	6	15
9	с этим	2	14
10	эта форма	2	13
11	и в	29	13
12	в этом	22	13
13	так как	6	12
14	и др	5	12
15	перед нами	5	11
16	связи с	2	11
17	мы видим	2	11
18	заметить что	2	10
19	то же	14	9
20	мы имеем	1	9
21	так и	7	9
22	этом случае	1	9
23	не всегда	1	9
24	прежде всего	7	9
25	а не	22	9
26	и не	31	9
27	что и	4	8
28	с другой	3	8
29	по существу	3	8
30	в результате	4	8
31	вопрос о	2	7
32	имеем в	1	7
33	и этим	3	7
34	или же	2	7
35	в качестве	1	7
36	в тех	1	7
37	все же	9	7
38	но если	1	7
39	но не	9	6
40	это не	9	6
41	подобно тому	3	6
42	не могут	6	6
43	и здесь	3	6
44	в форме	7	6
45	в том	8	6
46	а в	7	6
47	мы не	1	5
48	во всех	1	5
49	не все	1	5
50	тому как	3	5
51	то что	15	5
52	далеко не	3	5
53	потому что	8	5
54	один из	2	5
55	мы увидим	1	5
56	если мы	1	5
57	как бы	19	5
58	то перед	2	5
59	и другие	1	5
60	то это	1	4
61	как в	6	4
62	хотя и	1	4
63	и как	7	4
64	ни одна	1	4
65	не только	15	4
66	на его	2	4
67	на этом	1	4
68	об этом	1	4
69	его в	6	4
70	было бы	5	4
71	вовсе не	7	4
72	как и	12	4
73	несмотря на	6	4
74	точки зрения	19	4
75	с точки	13	4
76	на котором	3	4
77	ничего не	5	4
78	тем что	4	4
79	героя а	5	4
80	в других	1	4
81	как мы	4	4
82	могла бы	1	4
83	по отношению	8	4
84	случае не	1	4
85	другой стороны	3	4
86	там где	10	4
87	так же	6	4
88	на пути	2	4
89	оно может	2	4
90	отношению к	8	4
91	героя в	4	4
92	что в	8	4
93	получает в	1	3
94	самом деле	6	3
95	на самом	5	3
96	всего это	1	3
97	в первом	1	3
98	и для	4	3
99	как таковые	1	3
100	вступают в	1	3
101	независимо от	1	3
102	но в	7	3
103	в целом	6	3
104	в нашем	1	3
105	в пределах	13	3
106	он должен	1	3
107	и по	1	3
108	прежде чем	1	3
109	но все	5	3
110	входит в	7	3
111	из них	1	3
112	ни в	3	3
113	и вне	1	3
114	в один	2	3
115	том что	7	3
116	о герое	4	3
117	этой формы	1	3
118	в то	10	3
119	и отсюда	1	3
120	в сущности	5	3
121	на него	3	3
122	того чтобы	1	3
123	здесь же	1	3
124	от того	4	3
125	для героя	1	3
126	то здесь	1	3
127	если бы	9	3
128	но и	14	3
129	он не	5	3
130	во втором	1	3
131	к нему	6	3
132	в какой	1	3
133	и ее	2	3
134	в начале	1	3
135	а то	1	3
136	друг друга	3	3
137	что они	1	3
138	из которых	2	3
139	но это	4	3
140	кроме того	3	3
141	и вызывает	2	3
142	мы должны	3	3
143	только что	1	3
144	же в	2	3
145	героя и	10	3
146	первом случае	1	3
147	если же	3	3
148	смысле слова	1	2
149	по этим	1	2
150	тем же	1	2
151	есть нечто	1	2
152	время как	1	2
153	а с	1	2
154	первый взгляд	1	2
155	как уже	1	2
156	и к	2	2
157	более или	1	2
158	то в	1	2
159	та же	1	2
160	таких героев	1	2
161	из его	2	2
162	героя к	1	2
163	у ивана	1	2
164	не значит	4	2
165	он старается	1	2
166	можно было	2	2
167	и за	1	2
168	в другом	1	2
169	мы уже	2	2
170	большинстве случаев	2	2
171	это было	1	2
172	оно как	1	2
173	ни одной	2	2
174	на первый	1	2
175	или менее	1	2
176	для него	18	2
177	другой вопрос	1	2
178	настоящее время	1	2
179	героя из	1	2
180	однако в	2	2
181	заставляет его	2	2
182	все эти	9	2
183	и функции	1	2
184	не имеет	1	2
185	одна из	3	2
186	и его	14	2
187	в каком	1	2
188	к себе	2	2
189	они даны	1	2
190	они и	1	2
191	перейти к	1	2
192	для того	1	2
193	оно не	3	2
194	здесь не	1	2
195	можно сделать	1	2
196	то время	1	2
197	и что	2	2
198	показать как	1	2
199	с героем	2	2
200	является в	1	2
201	о том	1	2
202	на героя	1	2
203	можно сказать	1	2
204	и только	1	2
205	того что	1	2
206	как например	2	2
207	быть и	1	2
208	хотя бы	2	2
209	этот вопрос	2	2
210	что он	8	2
211	только в	10	2
212	он действует	1	2
213	себя в	1	2
214	уже не	13	2
215	в большинстве	2	2
216	друг за	1	2
217	от других	1	2
218	его и	2	2
219	как их	3	2
220	а эта	1	2
221	себя и	2	2
222	но есть	1	2
223	а на	1	2
224	не знает	3	2
225	сказать что	3	2
226	что мы	1	2
227	героя герой	1	2
228	в частности	1	2
229	вступает с	1	2
230	к другой	1	2
231	за другом	1	2
232	он приводит	1	2
233	есть и	2	2
234	благодаря этому	2	2
235	вопрос в	1	2
236	не существует	1	2
237	в настоящее	1	2
238	чтобы его	1	2
239	одной из	1	2
240	и становятся	1	2
241	как за	1	2
242	также может	1	2
243	но эти	2	2
244	к этому	1	2
245	точно так	1	2
246	например в	3	1
247	функции в	1	1
248	он может	3	1
249	сразу и	1	1
250	она все	1	1
251	противном случае	1	1
252	их и	1	1
253	то для	1	1
254	или наоборот	1	1
255	на первом	1	1
256	на эти	1	1
257	форме рассказа	1	1
258	так чтобы	4	1
259	что это	1	1
260	как во	1	1
261	оно есть	1	1
262	конечно и	2	1
263	в виду	1	1
264	героев в	3	1
265	следовательно в	1	1
266	которые он	1	1
267	тем как	4	1
268	и художественной	1	1
269	друг к	1	1
270	но как	3	1
271	не то	1	1
272	явлений и	1	1
273	не входит	3	1
274	ответ на	1	1
275	тогда как	1	1
276	отношение к	2	1
277	герой как	3	1
278	в главе	1	1
279	которые не	1	1
280	во что	2	1
281	его не	1	1
282	в рамках	1	1
283	вот как	1	1
284	что касается	1	1
285	в противном	1	1
286	может найти	1	1
287	может получить	1	1
288	и наконец	4	1
289	но эта	4	1
290	его к	2	1
291	и был	1	1
292	другом случае	1	1
293	духа в	1	1
294	со своей	1	1
295	в которой	2	1
296	к другому	2	1
297	между героем	1	1
298	формы в	1	1
299	тут и	2	1
300	из этих	1	1
301	на трех	1	1
302	пока для	1	1
303	не в	7	1
304	в этой	4	1
305	нами в	2	1
306	может лежать	1	1
307	непосредственно как	1	1
308	самая постановка	1	1
309	а вовсе	1	1
310	вообще не	1	1
311	что каждая	1	1
312	что она	6	1
313	быть поняты	1	1
314	но распределение	1	1
315	время и	1	1
316	как разные	1	1
317	слова а	2	1
318	всех этих	2	1
319	бы во	2	1
320	и вот	1	1
321	в россии	2	1
322	ни были	2	1
323	и независимо	1	1
324	его можно	1	1
325	лишь с	1	1
326	одно и	1	1
327	появляться и	1	1
328	в каждом	8	1
329	и показать	2	1
330	здесь мы	2	1
331	то ни	2	1
332	в совершенно	1	1
333	же касается	1	1
334	к другу	1	1
335	них не	1	1
336	ощущается как	1	1
337	с другими	7	1
338	и сердце	1	1
339	то все	1	1
340	даже в	4	1
341	кажется что	2	1
342	по всему	1	1
343	из нее	1	1
344	вводит в	2	1
345	нет в	1	1
346	и герой	1	1
347	переходим к	1	1
348	между собою	1	1
349	же самый	1	1
350	чем в	2	1
351	как таковой	2	1
352	прекрасный сад	1	1
353	нисколько не	2	1
354	все как	1	1
355	и становится	1	1
356	меняется и	1	1
357	переносится в	1	1
358	и их	1	1
359	или точнее	1	1
360	лежат в	1	1
361	именно и	2	1
362	в их	3	1
363	не столько	1	1
364	в первый	1	1
365	самого героя	8	1
366	что говорит	1	1
367	могло бы	1	1
368	что я	1	1
369	ее он	2	1
370	значение для	1	1
371	героя то	1	1
372	где герой	1	1
373	для данного	1	1
374	при этом	2	1
375	ее введение	1	1
376	но он	2	1
377	тех которые	1	1
378	такой способ	1	1
379	теми же	1	1
380	все это	6	1
381	бы быть	1	1
382	тому что	3	1
383	сам с	1	1
384	она не	7	1
385	героем и	1	1
386	быть или	1	1
387	от различных	1	1
388	самого начала	2	1
389	того как	1	1
390	и притом	1	1
391	и сама	1	1
392	весь этот	2	1
393	в основе	4	1
394	как его	1	1
395	а или	1	1
396	иметь в	1	1
397	появляется в	1	1
398	может только	1	1
399	в другое	1	1
400	же время	9	1
401	до чрезвычайности	1	1
402	или как	5	1
403	самая функция	1	1
404	действительно в	1	1
405	к концу	1	1
406	на те	1	1
407	как на	3	1
408	что герой	2	1
409	е не	2	1
410	характерен для	1	1
411	него но	1	1
412	с другом	1	1
413	одним из	6	1
414	еще резче	1	1
415	у нас	1	1
416	материала но	1	1
417	могут появляться	1	1
418	выпадает из	1	1
419	в момент	1	1
420	другой и	1	1
421	должны быть	1	1
422	всего в	1	1
423	к тому	1	1
424	не есть	2	1
425	все еще	1	1
426	предметом его	2	1
427	где он	1	1
428	где есть	1	1
429	первом месте	1	1
430	то она	1	1
431	как не	8	1
432	людей в	1	1
433	же не	2	1
434	данном случае	2	1
435	ни стало	1	1
436	они ни	2	1
437	самим героем	1	1
438	него самого	2	1
439	и говорит	1	1
440	с самого	1	1
441	приводит к	3	1
442	роль в	1	1
443	что такой	1	1
444	собственно не	1	1
445	как с	1	1
446	о тех	1	1
447	те же	2	1
448	здесь как	1	1
449	в плоскости	4	1
450	здесь нет	1	1
451	во второй	1	1
452	и с	4	1
453	на отношения	1	1
454	одном месте	1	1
455	др более	1	1
456	находится в	2	1
457	они определяются	1	1
458	то они	2	1
459	на вопрос	2	1
460	бы то	2	1
461	герой является	1	1
462	того или	1	1
463	их в	4	1
464	нет это	1	1
465	важно не	1	1
466	как отдельные	1	1
467	функций в	1	1
468	в его	24	1
469	а потому	2	1
470	элементов как	1	1
471	его герой	1	1
472	эти связи	1	1
473	во всей	2	1
474	в другой	3	1
475	что бы	1	1
476	если это	1	1
477	на которой	1	1
478	образом как	1	1
479	ли он	1	1
480	или другого	1	1
481	вплотную к	1	1
482	и действительно	1	1
483	который в	1	1
484	действительно не	1	1
485	также является	2	1
486	все они	1	1
487	было так	1	1
488	же и	2	1
489	нет прямого	1	1
490	типа а	1	1
491	и у	3	1
492	они образуют	1	1
493	что не	1	1
494	только такое	1	1
495	эту функцию	2	1
496	не дает	3	1
497	за ним	3	1
498	а и	1	1
499	не так	1	1
500	всяком случае	3	1
501	герой например	1	1
502	вопрос кто	3	1
503	в одном	10	1
504	и со	2	1
505	и художественный	1	1
506	у него	5	1
507	и никогда	1	1
508	она имеет	1	1
509	он является	1	1
510	героя его	2	1
511	лишь один	2	1
512	пр как	1	1
513	и материал	1	1
514	были бы	4	1
515	его значимости	1	1
516	и сердца	1	1
517	другого и	1	1
518	и даже	2	1
519	со стороны	1	1
520	даже не	1	1
521	точек зрения	3	1
522	до сих	2	1
523	может и	1	1
524	на ее	1	1
525	именно в	5	1
526	а именно	1	1
527	человека а	1	1
528	как же	4	1
529	однако что	1	1
530	от другого	1	1
531	на этот	2	1
532	она является	2	1
533	на которых	1	1
534	ничем не	1	1
535	не на	4	1
536	сам себе	1	1
537	следует только	1	1
538	при определении	1	1
539	для их	1	1
540	совершенно иное	2	1
541	вступает в	1	1
542	является его	1	1
543	он представляет	1	1
544	о себе	12	1
545	материал на	1	1
546	художественных приемов	2	1
547	в одной	6	1
548	к ложным	1	1
549	распределяются между	1	1
550	нет а	1	1
551	в данном	2	1
552	что за	1	1
553	ведет к	1	1
554	как объект	4	1
555	и там	1	1
556	до его	1	1
557	отношения к	3	1
558	друг с	2	1
559	как будто	3	1
560	к следующему	1	1
561	быть не	1	1
562	и самая	1	1
563	что же	4	1
564	дело идет	5	1
565	с этой	2	1
566	думает о	1	1
567	он бросает	1	1
568	сих пор	2	1
569	же самое	1	1
570	у вас	2	1
571	рассматривать как	1	1
572	потому не	1	1
573	но на	1	1
574	она может	1	1
575	всего она	1	1
576	чем является	2	1
577	как особая	1	1
578	е о	1	1
579	могли бы	2	1
580	и все	1	1
581	лишь как	7	1
582	которую он	1	1
583	бы в	3	1
584	своих героев	2	1
585	у которого	1	1
586	его жизнь	2	1
587	материал но	1	1
588	то оно	2	1
589	не будет	1	1
590	между ними	2	1
591	материал и	3	1
592	эти же	1	1
593	первая основная	1	1
594	на своем	1	1
595	таким же	3	1
596	случае если	1	1
597	в таком	1	1
598	во всяком	5	1
