N	2gram	Ircho_Kome_3	Dialekti
1	т е	16	46
2	и не	21	30
3	а не	4	18
4	и т	4	17
5	ничего не	3	17
6	может быть	6	17
7	то что	4	16
8	т д	1	15
9	стало быть	1	15
10	и в	22	15
11	как бы	3	14
12	точки зрения	4	14
13	не имеет	3	14
14	так как	11	14
15	это не	2	12
16	в этом	8	11
17	говорить о	3	11
18	ясно что	6	11
19	в том	12	11
20	прежде всего	5	11
21	не может	3	11
22	и все	2	11
23	том что	13	10
24	в основе	2	10
25	потому что	10	10
26	то же	7	9
27	мы не	2	9
28	было бы	3	9
29	с точки	3	9
30	в виду	2	9
31	и что	6	9
32	все это	5	9
33	в чем	1	8
34	не в	4	8
35	в себе	4	8
36	не только	5	8
37	ни в	10	8
38	и это	2	8
39	и о	2	8
40	и ее	2	8
41	и мы	3	7
42	как и	3	7
43	по крайней	1	7
44	и его	6	7
45	только в	1	7
46	крайней мере	1	7
47	что мы	2	7
48	или в	1	7
49	что он	8	7
50	что в	5	7
51	перед нами	1	6
52	хотя и	5	6
53	и тем	1	6
54	если бы	8	6
55	в то	6	6
56	же время	5	6
57	что и	8	6
58	так что	6	6
59	вовсе не	4	6
60	и даже	3	6
61	а именно	1	6
62	нет ничего	2	6
63	в результате	2	6
64	тем более	4	6
65	сказать что	1	6
66	той же	1	5
67	мы имеем	1	5
68	в сущности	2	5
69	и на	2	5
70	с его	3	5
71	в своем	8	5
72	то в	1	5
73	на то	3	5
74	что она	4	5
75	в нем	3	5
76	что я	1	5
77	в ней	4	5
78	на себе	1	5
79	того чтобы	6	5
80	я не	1	5
81	таким образом	12	5
82	как только	1	5
83	о том	8	5
84	в себя	1	5
85	так и	4	5
86	можно сказать	1	5
87	если мы	2	5
88	для того	6	5
89	в смысле	1	5
90	и для	4	5
91	но если	3	5
92	хотя бы	4	4
93	что они	2	4
94	в этой	3	4
95	в течение	3	4
96	и как	1	4
97	не как	2	4
98	в силу	2	4
99	подобно тому	1	4
100	то ни	3	4
101	и с	4	4
102	рождение ребенка	1	4
103	с тем	4	4
104	она не	2	4
105	уже о	1	4
106	ничего общего	1	4
107	что все	1	4
108	еще не	6	4
109	в его	8	4
110	мы видим	1	4
111	в одном	2	4
112	не о	3	4
113	как раз	6	4
114	отнюдь не	4	4
115	так же	4	4
116	тому как	1	4
117	на свете	1	4
118	один из	3	4
119	бы в	4	4
120	жизни и	1	4
121	но и	4	4
122	отношения к	2	3
123	едва ли	7	3
124	же что	1	3
125	со стороны	11	3
126	надо было	1	3
127	событий а	1	3
128	в истории	1	3
129	общего с	1	3
130	как в	2	3
131	с этим	3	3
132	когда он	4	3
133	и наконец	1	3
134	но в	5	3
135	от этого	1	3
136	все эти	1	3
137	и если	2	3
138	на этом	1	3
139	от нее	3	3
140	об этом	7	3
141	известно что	1	3
142	не всегда	1	3
143	в своей	5	3
144	в их	2	3
145	только для	2	3
146	и притом	1	3
147	мы можем	3	3
