N	3gram	Bakhtin_Pr_1	Psycholo
1	и т п	13	15
2	в том что	3	9
3	не может быть	11	8
4	на то что	1	8
5	и т д	1	8
6	в самом деле	3	7
7	то время как	1	5
8	в то время	1	5
9	не в том	1	5
10	подобно тому как	1	5
11	с другой стороны	4	5
12	с одной стороны	3	5
13	для того чтобы	2	5
14	как и в	1	4
15	в какой мере	2	3
16	в художественном произведении	4	3
17	до сих пор	1	3
18	в отличие от	5	3
19	ни в какой	1	3
20	в конечном счете	4	3
21	все то что	3	3
22	хотя и не	1	2
23	и для эстетики	1	2
24	в настоящее время	1	2
25	в этом смысле	3	2
26	в том и	1	2
27	то же самое	2	2
28	то есть к	1	2
29	с точки зрения	6	2
30	тем или иным	1	2
31	не было бы	1	2
32	в этом отношении	2	2
33	несмотря на то	1	2
34	то или иное	2	2
35	в применении к	3	2
36	связи со всеми	1	2
37	по себе не	1	2
38	а в том	1	2
39	так и в	2	2
40	никогда не может	2	2
41	то есть в	1	2
42	и в самом	1	2
43	от всех других	1	2
44	смысле этого слова	1	2
45	как одна из	1	2
46	на самом деле	3	2
47	тем не менее	3	2
48	не может стать	1	2
49	а следовательно и	1	1
50	художественное произведение как	1	1
51	в основе своей	3	1
52	всякой эстетической теории	1	1
53	в м жирмунский	1	1
54	мы имеем дело	2	1
55	не следует что	2	1
56	оно может быть	1	1
57	а вовсе не	1	1
58	если бы мы	1	1
59	дело в том	1	1
60	в том как	1	1
61	как отношение к	1	1
62	для изобразительных искусств	1	1
63	может быть признано	1	1
64	в том же	2	1
65	одной стороны и	1	1
66	который позволил бы	1	1
67	по сравнению с	1	1
68	если так то	1	1
69	основных понятий и	2	1
70	имеет место только	1	1
71	и во всех	2	1
72	выходит за пределы	1	1
73	именно то что	1	1
74	сами по себе	1	1
75	ни в коем	2	1
76	ясно что эта	1	1
77	бы ни было	1	1
78	языка то есть	1	1
79	и в область	1	1
80	то что в	1	1
81	резко отличается от	1	1
82	в связи со	1	1
83	точки зрения только	1	1
84	этому присоединяется еще	1	1
85	относится к содержанию	1	1
86	и художественного творчества	2	1
87	отношение и к	1	1
88	в области теории	1	1
89	художественного произведения который	1	1
90	широком смысле слова	1	1
91	может быть только	3	1
92	и в области	2	1
93	и тем не	1	1
94	полном согласии с	1	1
95	к этому присоединяется	1	1
96	отнюдь не является	1	1
97	можно найти в	1	1
98	в коем случае	2	1
99	различаем в слове	1	1
100	бы и в	1	1
101	для всех искусств	1	1
102	в первом случае	1	1
103	между тем как	5	1
104	дело идет о	1	1
105	не только в	2	1
106	приходится иметь дело	2	1
107	все что есть	1	1
108	и в этом	1	1
109	нуждается в более	1	1
110	не могут быть	2	1
111	это имеет место	1	1
112	это и есть	1	1
113	в связи с	1	1
114	формы то есть	1	1
115	прежде всего и	1	1
116	в мире в	1	1
117	ни в одну	1	1
118	этой проблемы мы	1	1
119	точка зрения не	1	1
120	первом случае мы	1	1
121	искусства особенно в	1	1
122	мы различаем в	1	1
123	можно определить как	1	1
124	хотя бы только	1	1
125	которое может быть	1	1
126	совершенно независимо от	2	1
127	художественного произведения не	1	1
128	должны быть определены	1	1
129	понятий и проблем	1	1
130	коем случае не	2	1
131	в свою очередь	1	1
132	та или иная	1	1
133	в совершенно разных	1	1
134	к нему и	2	1
135	к выводу что	1	1
136	каково бы ни	1	1
137	вопрос о том	1	1
138	во всех искусствах	2	1
139	что иное как	1	1
140	отметить что в	1	1
141	можно сказать что	2	1
142	у нас в	1	1
143	и в частности	2	1
144	в готовом виде	1	1
145	со всеми другими	1	1
146	в полном согласии	1	1
147	не что иное	1	1
148	и в том	1	1
149	может быть объяснено	1	1
150	материала в художественном	6	1
151	война и мир	1	1
152	в нем не	1	1
153	формы и содержания	2	1
154	художественного произведения но	1	1
