N	3gram	Tiupa_Teor_1	Psycholo
1	в том что	8	9
2	не может быть	4	8
3	о том что	1	7
4	заключается в том	1	6
5	в то время	1	5
6	подобно тому как	1	5
7	с другой стороны	5	5
8	с одной стороны	2	5
9	для того чтобы	1	5
10	так же как	1	4
11	как и в	2	4
12	том что она	1	3
13	в художественном произведении	1	3
14	в отличие от	6	3
15	точно так же	1	3
16	так же точно	1	3
17	не только не	2	3
18	в конечном счете	6	3
19	все то что	1	3
20	состоит в том	5	2
21	более или менее	2	2
22	в этом смысле	2	2
23	никак не может	1	2
24	то же самое	1	2
25	с точки зрения	3	2
26	в произведении искусства	1	2
27	тем или иным	1	2
28	то или иное	1	2
29	в том случае	1	2
30	тех или иных	3	2
31	в евгении онегине	1	2
32	в целом ряде	1	2
33	а в том	1	2
34	в русском языке	1	2
35	эта внутренняя форма	1	2
36	при этом не	1	2
37	сама по себе	1	2
38	тем не менее	3	2
39	но прежде всего	1	1
40	и в сущности	1	1
41	и того же	3	1
42	и том же	1	1
43	есть как бы	1	1
44	мы видим в	1	1
45	в основе своей	1	1
46	одном и том	1	1
47	мы имеем дело	2	1
48	дело в том	1	1
49	сколько бы ни	1	1
50	может быть признано	1	1
51	в том числе	2	1
52	точки зрения в	1	1
53	искусство в том	1	1
54	роль в лирическом	1	1
55	есть в конечном	1	1
56	том случае если	1	1
57	а также в	1	1
58	ни в коем	2	1
59	заключает в себе	1	1
60	в той мере	1	1
61	том или ином	1	1
62	во всей его	1	1
63	что он должен	1	1
64	в коем случае	2	1
65	ту или иную	1	1
66	объединяет вокруг себя	1	1
67	в первом случае	1	1
68	и то же	1	1
69	в известном смысле	1	1
70	что все люди	1	1
71	не могут быть	2	1
72	это имеет место	1	1
73	приводит к тому	2	1
74	дело не в	1	1
75	в том или	1	1
76	в связи с	1	1
77	мере в какой	1	1
78	как бы в	1	1
79	в полной мере	1	1
80	принципиальное различие между	1	1
81	не принадлежит к	1	1
82	на вопрос о	1	1
83	что они хотят	1	1
84	только то что	1	1
85	который может быть	1	1
86	что даже в	1	1
87	коем случае не	2	1
88	в свою очередь	2	1
89	та или иная	1	1
90	а не ее	1	1
91	что иное как	1	1
92	можно сказать что	2	1
93	одного и того	3	1
94	больше и больше	1	1
95	не что иное	1	1
96	в области литературы	1	1
97	той мере в	1	1
98	одно и то	1	1
99	именно потому что	1	1
100	же точно и	1	1
101	том числе и	1	1
102	эстетических отношений и	1	1
