N	2gram	Propp_Isto_6	Problemy
1	и не	10	31
2	и в	26	29
3	в его	5	24
4	может быть	11	24
5	в этом	12	22
6	а не	2	22
7	т е	22	21
8	в нем	8	19
9	точки зрения	1	19
10	как бы	4	19
11	для него	1	18
12	не только	10	15
13	то что	6	15
14	то же	5	14
15	не как	1	14
16	и его	7	14
17	но и	9	14
18	уже не	7	13
19	таким образом	12	12
20	как и	5	12
21	не может	6	12
22	в то	5	10
23	только в	5	10
24	в одном	3	10
25	там где	5	10
26	все эти	8	9
27	с его	4	9
28	все же	8	9
29	это не	4	9
30	если бы	3	9
31	но не	2	9
32	по отношению	2	8
33	самого героя	1	8
34	что в	12	8
35	в том	12	8
36	что он	9	8
37	потому что	13	8
38	в своем	2	8
39	в своей	3	8
40	отношению к	2	8
41	а как	1	7
42	и на	12	7
43	и как	2	7
44	но в	7	7
45	в себе	3	7
46	том что	10	7
47	не в	3	7
48	вовсе не	2	7
49	она не	3	7
50	так и	5	7
51	в форме	2	7
52	прежде всего	4	7
53	мира и	2	7
54	а в	3	7
55	одним из	1	6
56	так же	2	6
57	в одной	2	6
58	как в	6	6
59	в целом	1	6
60	что она	3	6
61	в мире	1	6
62	его в	5	6
63	несмотря на	1	6
64	могут быть	3	6
65	к нему	1	6
66	говорит он	2	6
67	этого мира	1	6
68	был бы	1	6
69	так как	18	6
70	не могут	1	6
71	все это	1	6
72	должна быть	3	5
73	в зависимости	1	5
74	же что	1	5
75	зависимости от	2	5
76	у него	7	5
77	перед нами	2	5
78	он не	2	5
79	но все	2	5
80	было бы	2	5
81	он и	2	5
82	или как	2	5
83	героя а	1	5
84	и это	8	5
85	и о	1	5
86	еще не	9	5
87	с ним	8	5
88	ничего не	2	5
89	между тем	1	5
90	именно в	1	5
91	и др	2	5
92	во всяком	2	5
93	и т	10	4
94	идет о	1	4
95	поэтому и	1	4
96	и наконец	3	4
97	в этой	2	4
98	не значит	1	4
99	человека в	2	4
100	их в	3	4
101	даже в	2	4
102	как мы	4	4
103	в основе	1	4
104	от того	3	4
105	и с	6	4
106	в свете	1	4
107	как объект	1	4
108	он есть	1	4
109	тем что	5	4
110	были бы	1	4
111	что и	4	4
112	превращается в	7	4
113	не было	3	4
114	его как	1	4
115	что же	2	4
116	другого человека	1	4
117	но это	4	4
118	и для	1	4
119	героя в	2	4
120	они не	3	4
121	отношения к	1	3
122	например в	7	3
123	ни один	1	3
124	он в	1	3
125	и пр	1	3
126	кроме того	3	3
127	уже в	1	3
128	и до	2	3
129	ее как	1	3
130	подобно тому	1	3
131	далеко не	3	3
132	они уже	1	3
133	тому что	1	3
134	на котором	3	3
135	одна из	2	3
136	на него	2	3
137	никогда не	13	3
138	как будто	3	3
139	отличается от	2	3
140	оно не	1	3
141	и этим	5	3
142	только то	2	3
143	приводит к	1	3
144	и здесь	1	3
145	все его	1	3
146	с другой	10	3
147	в них	3	3
148	воспринимается как	1	3
149	мы должны	2	3
150	но с	1	3
151	но как	4	3
152	здесь с	1	3
153	мир в	1	3
154	всяком случае	2	3
155	ни в	2	3
156	друг друга	1	3
157	только у	1	3
158	тому как	1	3
159	в мир	1	3
160	по существу	1	3
161	бы в	1	3
162	о своем	1	3
163	не знает	1	3
164	сказать что	3	3
165	другой стороны	8	3
166	время не	1	3
167	таким же	3	3
168	в своих	3	3
169	как на	3	3
170	все что	4	3
171	только он	2	2
172	переходит к	1	2
173	не поддается	2	2
174	и есть	1	2
175	нам кажется	2	2
176	к другому	1	2
177	из его	2	2
178	оно может	2	2
179	на западе	2	2
180	все те	1	2
181	мы уже	6	2
182	вопрос о	3	2
183	эта форма	1	2
184	совпадает с	1	2
185	что герой	2	2
186	из которых	3	2
187	в ней	5	2
188	то он	2	2
189	отношение к	1	2
190	так что	3	2
191	в истории	1	2
192	с этим	2	2
193	и нет	1	2
194	однако не	1	2
195	его к	1	2
196	и к	1	2
197	в противоположность	1	2
198	действительно становится	1	2
199	на его	4	2
200	правильным и	1	2
201	здесь мы	4	2
202	же не	2	2
203	при этом	3	2
204	не служит	1	2
205	в жизни	1	2
206	кажется что	2	2
207	ни одной	2	2
208	чем в	1	2
209	в один	1	2
210	искать в	1	2
211	в котором	1	2
212	в которых	2	2
213	но он	2	2
214	героя но	1	2
215	по ту	1	2
216	однако в	2	2
217	заставляет его	1	2
218	мира не	1	2
219	ту сторону	1	2
220	чтобы в	1	2
221	к этим	1	2
222	следовательно и	1	2
223	правда в	1	2
224	со своим	1	2
225	уже и	1	2
226	не потому	3	2
227	к себе	2	2
228	и вполне	1	2
229	что оно	4	2
230	данном случае	3	2
231	него самого	1	2
232	идет не	1	2
233	и что	5	2
234	и сам	2	2
235	те же	1	2
236	отсюда и	1	2
237	с героем	1	2
238	находится в	1	2
239	на вопрос	1	2
240	никак не	1	2
241	от них	1	2
242	наконец в	1	2
243	один из	3	2
244	мы видим	5	2
245	или же	2	2
246	и ее	3	2
247	именно на	2	2
248	же и	1	2
249	то и	2	2
250	или даже	1	2
251	его и	1	2
252	одно из	1	2
253	и даже	1	2
254	до сих	4	2
255	все время	2	2
256	существом и	1	2
257	социальной жизни	1	2
258	месте и	1	2
259	на этот	1	2
260	что из	2	2
261	нет ни	2	2
262	в данном	3	2
263	друг с	1	2
264	с этой	2	2
265	него в	2	2
266	сих пор	4	2
267	можно было	2	2
268	которые были	1	2
269	и от	3	2
270	и вызывает	1	2
271	бы он	1	2
272	находит свое	1	2
273	на языке	1	2
274	отсюда же	2	2
275	и земли	1	2
276	же в	1	2
277	не есть	2	2
278	е в	2	2
279	от ее	1	2
280	этот вопрос	1	2
281	между ними	1	2
282	есть и	4	2
283	жизни и	2	2
284	но эти	2	2
285	заметить что	1	2
286	также не	2	2
287	то оно	1	2
288	с идеями	1	1
289	ясно и	1	1
290	же как	3	1
291	в движение	1	1
292	относится и	1	1
293	все новые	1	1
294	также что	1	1
295	и больше	2	1
296	духа в	1	1
297	форма его	1	1
298	его не	2	1
299	со всех	1	1
300	мы не	6	1
301	на первом	1	1
302	именно к	1	1
303	этом не	1	1
304	на эти	2	1
305	время как	3	1
306	оно есть	1	1
307	как объекта	1	1
308	в полной	1	1
309	не видим	1	1
310	бы ни	1	1
311	но даже	1	1
312	и он	4	1
313	формы в	1	1
314	и происходит	2	1
315	первый план	2	1
316	во всех	1	1
317	своей работе	1	1
318	он говорит	1	1
319	нем мы	1	1
320	в качестве	3	1
321	вступают в	1	1
322	тогда как	2	1
323	в свои	2	1
324	что они	2	1
325	из таких	1	1
326	относится к	2	1
327	которые не	1	1
328	первый взгляд	1	1
329	независимо от	3	1
330	что именно	1	1
331	до его	1	1
332	стороны и	2	1
333	что как	1	1
334	как нам	1	1
335	что касается	2	1
336	хотя и	1	1
337	как уже	1	1
338	более или	1	1
339	от этого	3	1
340	за собой	5	1
341	та же	3	1
342	что это	2	1
343	бы с	1	1
344	можно не	1	1
345	из этих	4	1
346	видим и	1	1
347	может лежать	1	1
348	имеем в	4	1
349	тени в	1	1
350	как он	6	1
351	но на	1	1
352	и если	1	1
353	вообще не	3	1
354	в чужую	1	1
355	или трактуются	1	1
356	в случае	1	1
357	мире по	1	1
358	есть та	1	1
359	к одному	1	1
360	и вот	3	1
361	не друг	1	1
362	еще мало	1	1
363	и по	4	1
364	от нее	2	1
365	связывают и	1	1
366	не будет	5	1
367	что все	1	1
368	мире не	1	1
369	об этом	1	1
370	них не	1	1
371	этапами а	1	1
372	от земли	1	1
373	знает что	1	1
374	приходит в	2	1
375	был очень	1	1
376	здесь нет	2	1
377	по всему	2	1
378	тех которые	2	1
379	но уже	1	1
380	он является	1	1
381	быть только	2	1
382	она и	1	1
383	в главе	1	1
384	мы имеем	14	1
385	т д	8	1
386	не всегда	4	1
387	совершенно особый	1	1
388	бы эту	1	1
389	уже у	1	1
390	меня но	1	1
391	становится и	2	1
392	роль и	1	1
393	остается в	1	1
394	и становится	1	1
395	этих трех	1	1
396	меняется и	1	1
397	на первый	3	1
398	или менее	1	1
399	от своего	1	1
400	можно найти	1	1
401	могла быть	1	1
402	мир не	2	1
403	не столько	1	1
404	на свою	1	1
405	своего рода	2	1
406	должны были	2	1
407	мы проследим	1	1
408	и новые	1	1
409	образом и	2	1
410	того кто	1	1
411	героем и	1	1
412	если и	1	1
413	при всех	1	1
414	и функции	1	1
415	и другое	2	1
416	в русской	6	1
417	не имеет	2	1
418	не делают	1	1
419	ее с	1	1
420	того чтобы	1	1
421	не могло	2	1
422	из него	2	1
423	это из	1	1
424	пути и	1	1
425	на этом	1	1
426	к концу	3	1
427	уже говорили	1	1
428	его он	1	1
429	здесь же	4	1
430	эти три	3	1
431	то это	5	1
432	в области	1	1
433	и социального	1	1
434	с другом	1	1
435	в стиле	1	1
436	у нас	5	1
437	вот в	1	1
438	предположение о	1	1
439	одно и	1	1
440	здесь совершенно	2	1
