N	4gram	Vygotskiy__4	Myshleni
1	в то время как	2	4
2	с этой точки зрения	1	4
3	заключается в том что	2	4
4	по самой своей природе	1	2
5	в том что он	1	2
6	то же самое что	2	2
7	для того чтобы он	1	1
8	между тем и другим	1	1
9	а с другой стороны	1	1
10	чтобы ответить на этот	1	1
11	это означало бы что	1	1
12	которая лежит в основе	1	1
13	не что иное как	1	1
14	что для того чтобы	2	1
15	у нас на глазах	1	1
16	того чтобы увидеть что	1	1
17	что это не так	1	1
18	надо сказать что в	1	1
19	и вместе с тем	1	1
20	для того чтобы сделать	1	1
21	в самом деле если	1	1
22	прибавим к этому что	1	1
23	в том что для	1	1
24	так же как и	1	1
25	для того чтобы увидеть	1	1
26	одной и той же	2	1
27	которая никак не может	1	1
28	ответить на этот вопрос	1	1
29	так же точно как	1	1
30	заключается в том чтобы	1	1
31	не может понять как	1	1
32	говорит нам о том	1	1
