N	2gram	Bakhtin_Fr_8	Tvorches
1	и в	56	20
2	в году	3	16
3	в романе	21	15
4	не только	8	13
5	никогда не	5	11
6	как бы	11	11
7	таким образом	17	10
8	в то	12	10
9	в его	18	10
10	и его	12	9
11	там же	1	9
12	и не	9	9
13	при этом	4	8
14	и с	8	8
15	в том	13	8
16	может быть	3	8
17	в этом	14	8
18	прежде всего	6	8
19	но и	9	8
20	то же	11	7
21	это не	2	7
22	же время	10	7
23	потому что	6	7
24	не может	2	7
25	xix века	1	7
26	что в	5	7
27	как и	5	6
28	в своей	2	6
29	что он	2	6
30	так и	13	6
31	у него	7	6
32	именно в	1	6
33	а не	2	6
34	все это	8	6
35	например в	4	5
36	еще не	10	5
37	и на	7	5
38	но не	5	5
39	все же	2	5
40	в этой	6	5
41	и сам	2	5
42	в мире	2	5
43	то есть	24	5
44	о том	4	5
45	и даже	8	5
46	в творчестве	5	5
47	но это	2	5
48	так же	2	5
49	мы не	2	4
50	все эти	15	4
51	что они	2	4
52	как в	1	4
53	хотя и	2	4
54	когда он	2	4
55	но в	6	4
56	за собой	1	4
57	не в	3	4
58	на его	6	4
59	что она	2	4
60	первой части	3	4
61	если бы	2	4
62	в духе	4	4
63	в чем	1	4
64	в лице	1	4
65	мы видим	6	4
66	а в	2	4
67	и потому	4	4
68	и от	1	4
69	том что	8	4
70	одним из	5	3
71	человека и	2	3
72	по мнению	1	3
73	а с	1	3
74	по отношению	1	3
75	в одной	1	3
76	это был	1	3
77	это определение	1	3
78	отношению к	1	3
79	в себе	4	3
80	в нем	8	3
81	он не	5	3
82	в образе	3	3
83	так например	2	3
84	а затем	1	3
85	его в	2	3
86	в самом	9	3
87	в котором	2	3
88	в их	3	3
89	место в	1	3
90	однако этот	1	3
91	в которых	2	3
92	своего рода	5	3
93	тем что	1	3
94	одна из	4	3
95	казалось бы	3	3
96	и это	1	3
97	с ним	2	3
98	до сих	8	3
99	между тем	3	3
100	в античной	1	3
101	романа и	1	3
102	уже не	3	3
103	в начале	1	3
104	для него	2	3
105	так как	4	3
106	то что	3	3
107	как у	1	3
108	и др	8	3
109	превращается в	1	3
110	в свете	4	3
111	вместе с	2	3
112	с этой	2	3
113	сих пор	8	3
114	нет ничего	1	3
115	один из	5	3
116	одной из	3	3
117	в своих	4	3
118	к этому	2	3
119	как известно	1	2
120	начинается с	1	2
121	самом деле	2	2
122	по преимуществу	2	2
123	он всегда	1	2
124	со своими	1	2
125	и он	1	2
126	как правило	1	2
127	в ее	6	2
128	во многом	2	2
129	так что	3	2
130	и наконец	3	2
131	в этот	1	2
132	в которой	4	2
133	тому же	1	2
134	во многих	1	2
135	но ведь	1	2
136	так сказать	5	2
137	современной ему	1	2
138	а скорее	1	2
139	и сколько	1	2
140	характер в	3	2
141	по словам	1	2
142	том же	1	2
143	особенно в	1	2
144	к миру	1	2
145	которой он	1	2
146	и некоторых	1	2
147	такой же	5	2
148	и еще	2	2
149	в отличие	1	2
150	точку зрения	1	2
151	их в	4	2
152	не могли	2	2
153	между людьми	2	2
154	так он	1	2
155	в процессе	5	2
156	весь роман	2	2
157	другой стороны	2	2
158	что на	2	2
159	и далее	1	2
160	мы узнаем	1	2
161	могут быть	1	2
162	части романа	1	2
163	же не	1	2
164	так в	1	2
165	роль в	5	2
166	и комического	1	2
167	к анализу	1	2
168	действующих лиц	2	2
169	и что	1	2
170	что его	1	2
171	и только	1	2
172	в ту	4	2
173	о своих	1	2
174	в которую	1	2
175	в литературе	3	2
176	к которому	3	2
177	всякого рода	1	2
178	только в	9	2
179	и ее	4	2
180	точка зрения	2	2
181	себя в	1	2
182	и у	1	2
183	уже в	2	2
184	в виде	2	2
185	на ней	1	2
186	или даже	1	2
187	и других	4	2
188	из них	2	2
189	его и	1	2
190	в одном	2	2
191	вовсе не	6	2
192	отходит от	1	2
193	только с	1	2
194	отличие от	1	2
195	рядом с	3	2
196	с другой	2	2
197	не было	5	2
198	года когда	1	2
199	на этот	1	2
200	и вообще	1	2
201	в частности	7	2
202	начиная с	2	2
203	и эстетика	1	2
204	в первой	3	2
205	впервые появляется	1	2
206	него в	1	2
207	в i	1	2
208	и тогда	1	2
209	более того	3	2
210	это уже	1	2
211	себя на	2	2
212	в основе	4	2
213	с другими	1	2
214	видим в	1	2
215	связь с	3	2
216	но если	1	2
217	из этого	1	2
218	включает в	1	2
219	однако эти	2	2
220	уже после	1	2
221	по причине	1	2
222	от личности	1	1
223	ту же	4	1
224	речь идет	1	1
225	лишь ее	1	1
226	как его	1	1
227	перед лицом	1	1
228	поэтому он	1	1
229	почти всегда	1	1
230	конфликте с	1	1
231	действительности и	2	1
232	в доме	1	1
233	века в	1	1
234	всех и	1	1
235	мы уже	10	1
236	той же	6	1
237	из всех	2	1
238	и значение	1	1
239	из всего	1	1
240	у гоголя	5	1
241	большую роль	1	1
242	из своих	1	1
243	со смертью	1	1
244	и стиль	2	1
245	эпохи в	9	1
246	то это	1	1
247	творчества этого	2	1
248	литературы и	1	1
249	он был	12	1
250	между собой	1	1
251	а роман	1	1
252	ту эпоху	1	1
253	не был	4	1
254	с его	5	1
255	во всех	8	1
256	времени как	1	1
257	о смерти	1	1
258	себе он	1	1
259	к которой	1	1
260	почти до	2	1
261	присутствует в	1	1
262	в комедии	1	1
263	значение имеет	2	1
264	тесно связан	1	1
265	романе а	1	1
266	чем же	1	1
267	в душу	1	1
268	перед нами	3	1
269	и как	2	1
270	его к	3	1
271	и к	4	1
272	главных героев	1	1
273	самый тон	1	1
274	с детьми	1	1
275	романе не	1	1
276	сливается с	1	1
277	автор в	1	1
278	что это	4	1
279	живет в	1	1
280	всего романа	1	1
281	в известном	2	1
282	говорили что	5	1
283	за это	2	1
284	из этих	1	1
285	он начинает	1	1
286	с их	2	1
287	вообще а	1	1
288	смеха в	2	1
289	и до	10	1
290	всегда на	1	1
291	сцену в	1	1
292	главным образом	3	1
293	мысли и	1	1
294	и эти	2	1
295	к одному	1	1
296	не к	1	1
297	и вот	1	1
298	сел за	1	1
299	можно было	1	1
300	что все	4	1
301	в глубине	1	1
302	художественный образ	1	1
303	заключается в	1	1
304	его личности	1	1
305	было бы	2	1
306	это одна	1	1
307	находит и	1	1
308	характер не	1	1
309	должен был	1	1
310	ведь в	3	1
311	мог бы	1	1
312	ни в	2	1
313	из нее	2	1
314	в них	11	1
315	нет в	1	1
316	тот самый	1	1
317	несмотря на	2	1
318	мы видели	5	1
319	мы знаем	1	1
320	в развитии	2	1
321	в церкви	2	1
322	время был	1	1
323	означает одновременно	1	1
324	в один	1	1
325	не мог	3	1
326	в саду	1	1
327	в эту	2	1
328	в этих	11	1
329	во время	5	1
330	можно так	1	1
331	если можно	1	1
332	еще с	1	1
333	i с	1	1
334	прибегает к	2	1
335	он дает	2	1
336	смешно то	1	1
337	и о	3	1
338	смех в	1	1
339	быта и	1	1
340	почти совершенно	1	1
341	образом и	3	1
342	такую же	1	1
343	но он	3	1
344	и более	4	1
345	в таких	3	1
346	возвращается к	1	1
347	даже в	4	1
348	и вскоре	1	1
349	тому что	1	1
350	автора и	1	1
351	дня и	1	1
352	которой не	1	1
