N	3gram	Propp_Isto_6	Dialekti
1	и т д	8	23
2	это значит что	1	21
3	в таком случае	1	10
4	тем не менее	1	10
5	что иное как	1	6
6	не может быть	3	6
7	не что иное	1	6
8	о том что	4	5
9	миф не есть	1	5
10	то это значит	1	4
11	подобно тому как	1	4
12	на первый план	2	4
13	то время как	3	4
14	т е в	2	4
15	в то время	3	4
16	с одной стороны	7	3
17	в том что	5	3
18	есть не что	1	3
19	как и в	2	3
20	на то что	1	3
21	в сравнении с	1	3
22	но то что	1	2
23	точно так же	2	2
24	с этой точки	1	2
25	и тем не	1	2
26	в зависимости от	1	2
27	одно и то	1	2
28	так же как	1	2
29	и то же	1	2
30	с другой стороны	8	2
31	мы не видим	1	2
32	во всяком случае	2	2
33	этой точки зрения	1	2
34	вообще ничего не	1	2
35	не было ни	1	2
36	так или иначе	1	2
37	не только то	1	1
38	и только он	1	1
39	том что в	2	1
40	в подобных случаях	1	1
41	в этом мире	1	1
42	в чистом виде	1	1
43	т е становится	1	1
44	и в особенности	1	1
45	одной стороны и	1	1
46	же как и	1	1
47	до сих пор	4	1
48	и не может	1	1
49	друг на друга	1	1
50	значит что она	1	1
51	есть одно и	1	1
52	убежден в том	1	1
53	а иногда и	1	1
54	они уже давно	1	1
55	только потому что	1	1
56	это может быть	1	1
57	как только мы	1	1
58	ведь эти же	1	1
59	между мифом и	1	1
60	в данном случае	3	1
61	что есть еще	1	1
62	не значит что	1	1
63	а именно как	1	1
64	в мифе о	4	1
65	то что все	1	1
66	это не значит	1	1
67	но так как	3	1
68	и в том	1	1
69	религиозный миф и	1	1
70	более или менее	1	1
71	от того что	1	1
72	том смысле что	1	1
73	он был бы	1	1
74	что в ней	1	1
75	не забудем что	1	1
76	что у него	1	1
77	речь идет о	1	1
78	не менее в	1	1
79	с этой стороны	1	1
80	мы имеем в	4	1
81	из этих двух	1	1
82	в том смысле	1	1
83	не имели в	1	1
84	но как только	1	1
85	в себе не	1	1
86	что и в	2	1
87	того или другого	1	1
