N	2gram	Bakhtin_Pr_1	Istorich
1	и в	38	25
2	вместе с	1	22
3	что он	2	22
4	и т	14	20
5	т д	1	18
6	может быть	26	17
7	мы имеем	2	14
8	не только	9	13
9	но и	9	13
10	в его	43	12
11	уже не	1	11
12	и не	42	11
13	в этом	15	10
14	тем что	2	10
15	все же	6	10
16	и его	16	9
17	его в	9	9
18	в виде	2	9
19	с другой	7	9
20	таким образом	10	9
21	еще не	7	8
22	и на	3	8
23	все эти	5	8
24	что в	7	8
25	на него	3	8
26	связи с	2	8
27	и что	2	8
28	с тем	1	8
29	другой стороны	4	8
30	связь с	3	8
31	том что	3	8
32	в нем	15	7
33	как и	7	7
34	о том	4	7
35	и здесь	2	7
36	то что	8	7
37	только в	13	7
38	с одной	3	7
39	одной стороны	3	7
40	но это	3	7
41	в мифе	1	7
42	в иной	1	7
43	в частности	2	7
44	как в	4	6
45	в нее	1	6
46	это не	5	6
47	не может	27	6
48	в этих	2	6
49	не в	7	6
50	и он	2	6
51	не совсем	1	6
52	что и	2	6
53	там где	6	6
54	себя в	2	6
55	прежде всего	13	6
56	могут быть	5	6
57	или в	2	6
58	в том	8	6
59	например в	3	5
60	и действительно	1	5
61	ясно что	3	5
62	в ней	4	5
63	но не	12	5
64	что это	2	5
65	здесь мы	2	5
66	входит в	8	5
67	не будем	3	5
68	как мы	7	5
69	мы увидим	3	5
70	связано с	1	5
71	так же	1	5
72	в него	2	5
73	для нас	1	5
74	и это	3	4
75	то же	5	4
76	мы уже	1	4
77	мы здесь	4	4
78	в ее	4	4
79	в истории	2	4
80	в которой	1	4
81	он не	3	4
82	не как	1	4
83	что все	2	4
84	с другими	3	4
85	и тем	3	4
86	не всегда	6	4
87	тем не	3	4
88	не менее	4	4
89	в некоторых	2	4
90	в пределах	6	4
91	в дальнейшем	3	4
92	что у	1	4
93	с ним	5	4
94	все это	3	4
95	в связи	2	4
96	мы должны	2	4
97	в которых	1	3
98	его не	2	3
99	или же	1	3
100	на себя	1	3
101	если в	1	3
102	и как	8	3
103	в целом	3	3
104	в этой	1	3
105	только один	1	3
106	на этом	2	3
107	человека в	2	3
108	в таких	2	3
109	и начинает	1	3
110	в то	4	3
111	друг друга	1	3
112	но эти	1	3
113	как человек	1	3
114	для того	2	3
115	того чтобы	2	3
116	в себя	2	3
117	на том	1	3
118	никогда не	5	3
119	и с	17	3
120	и вообще	2	3
121	затем в	1	3
122	к нему	10	3
123	в форме	4	3
124	что здесь	1	3
125	и др	8	3
126	в особенности	2	3
127	он живет	1	3
128	но оно	1	3
129	и пр	2	3
130	нем и	2	3
131	и все	3	3
132	в данном	4	3
133	в более	4	3
134	ее и	1	3
135	а в	6	3
136	в свою	2	3
137	они не	3	3
138	самом деле	6	2
139	он может	2	2
140	тех же	1	2
141	а как	3	2
142	вопрос о	1	2
143	человека и	1	2
144	как таковые	1	2
145	на них	3	2
146	время в	1	2
