N	3gram	Losev_Dial_2	Marksizm
1	с точки зрения	8	20
2	не может быть	3	13
3	в самом деле	3	9
4	и не может	1	9
5	до сих пор	2	8
6	бы то ни	1	8
7	в связи с	4	7
8	с другой стороны	4	5
9	с самого начала	2	4
10	то же самое	2	3
11	в этом отношении	1	3
12	и пр в	1	3
13	может быть и	3	3
14	в конце концов	1	3
15	внутреннего и внешнего	2	3
16	то же время	4	3
17	связи с этим	1	3
18	но все же	1	3
19	можно сказать что	3	3
20	в то же	3	3
21	в том что	6	3
22	– все это	1	2
23	тех пор пока	1	2
24	же как и	1	2
25	но при этом	1	2
26	как и все	2	2
27	в таком случае	3	2
28	сама по себе	7	2
29	на самом же	1	2
30	со всех сторон	1	2
31	и пр и	1	2
32	так же как	1	2
33	во всяком случае	2	2
34	отсюда следует что	1	2
35	не могут быть	2	2
36	при этом условии	2	2
37	вопрос о том	1	2
38	дополняют друг друга	1	2
39	до тех пор	1	2
40	от того что	2	2
41	это и есть	1	2
42	и прежде всего	2	2
43	самом же деле	1	2
44	в этом смысле	1	2
45	тем не менее	2	2
46	все более и	1	1
47	как только мы	1	1
48	ничего не видят	1	1
49	равно как и	1	1
50	большей или меньшей	1	1
51	подобно тому как	1	1
52	есть прежде всего	1	1
53	том что он	1	1
54	от внутреннего к	1	1
55	как бы ни	2	1
56	никогда не будет	1	1
57	бы ни была	1	1
58	сами по себе	3	1
59	но и в	1	1
60	в себе и	1	1
61	независимо от того	1	1
62	но и сама	1	1
63	это вовсе не	2	1
64	может быть только	2	1
65	но что такое	1	1
66	ни в какой	2	1
67	ту или иную	1	1
68	так или иначе	2	1
69	но и это	1	1
70	а не только	1	1
71	и отличается от	1	1
72	на эти вопросы	1	1
73	сих пор мы	1	1
74	и с точки	1	1
75	с одной стороны	1	1
76	не зависит от	1	1
77	так как они	1	1
78	точки зрения и	1	1
79	и следовательно не	2	1
80	и должно быть	2	1
81	и если есть	1	1
82	и как бы	1	1
83	в последнее время	1	1
84	все же не	1	1
85	– одна из	1	1
86	это не значит	2	1
87	и та же	4	1
88	одна и та	4	1
89	как бы по	1	1
90	именно в том	1	1
91	в широком смысле	2	1
92	мы уже знаем	3	1
93	более или менее	2	1
94	только может быть	1	1
95	вовсе не в	3	1
96	само по себе	2	1
97	это значит что	8	1
98	того как он	1	1
99	более и более	1	1
100	не только в	2	1
101	внутреннего к внешнему	1	1
102	но всегда и	1	1
103	в другом случае	1	1
104	как мы уже	1	1
105	имеется в виду	2	1
106	к тому что	1	1
107	на самом деле	1	1
108	друг с другом	1	1
109	и в нем	1	1
110	во многих отношениях	1	1
111	одна из основных	1	1
112	может быть в	3	1
113	в своей душе	1	1
114	той или иной	1	1
115	и в другом	1	1
