N	3gram	Losev_Prob_2	Istorich
1	и т д	6	18
2	с другой стороны	5	8
3	в этом случае	7	7
4	с одной стороны	5	7
5	в этих случаях	1	6
6	вместе с тем	1	6
7	о том что	14	4
8	в связи с	5	4
9	но все же	1	4
10	тем не менее	12	4
11	так же как	1	3
12	здесь мы имеем	1	3
13	но вместе с	1	3
14	не может быть	3	3
15	для того чтобы	2	3
16	на том что	1	2
17	мы и здесь	1	2
18	о том как	1	2
19	же как и	1	2
20	он не может	1	2
21	до сих пор	4	2
22	мы не будем	1	2
23	нами и что	1	2
24	в данном случае	5	2
25	не только в	2	2
26	но и в	3	2
27	это значит что	3	2
28	мы не знаем	1	2
29	но это не	1	2
30	что представление о	1	2
31	тем что он	1	2
32	в том что	4	2
33	на то что	4	2
34	представление о них	1	1
35	в тот момент	1	1
36	к сожалению однако	1	1
37	но все еще	1	1
38	иметь в виду	1	1
39	здесь может быть	1	1
40	это было бы	1	1
41	все еще не	1	1
42	но то что	1	1
43	на самом деле	2	1
44	в том числе	2	1
45	никак не может	2	1
46	свидетельствует о том	1	1
47	одной стороны и	3	1
48	и не только	1	1
49	но для нас	1	1
50	только в том	4	1
51	в зависимости от	1	1
52	мы можем здесь	1	1
53	не знаем о	1	1
54	здесь как будто	1	1
55	по своему содержанию	1	1
56	и тем не	1	1
57	что не только	1	1
58	том числе и	2	1
59	точно так же	3	1
60	и здесь мы	2	1
61	что и здесь	1	1
62	что все это	1	1
63	не может считаться	1	1
64	это может быть	1	1
65	имеются не только	1	1
66	в ней уже	1	1
67	то время как	1	1
68	и многие другие	2	1
69	только один из	1	1
70	как и вообще	1	1
71	в одном случае	1	1
72	со своим значением	1	1
73	она все же	1	1
74	во всяком случае	10	1
75	это заставляет нас	1	1
76	и должны были	1	1
77	в одно время	1	1
78	так как иначе	3	1
79	но тем не	1	1
80	то обстоятельство что	1	1
81	что может быть	1	1
82	в то время	1	1
83	само по себе	2	1
84	и тем самым	1	1
85	хотя бы в	1	1
86	с самого начала	2	1
87	вопрос о том	2	1
88	животных вовсе не	1	1
89	несмотря на всю	2	1
90	в самом деле	2	1
91	подобно тому как	2	1
92	и входит в	1	1
93	можно сказать что	3	1
94	по себе но	1	1
95	в то же	4	1
96	во многих отношениях	1	1
97	но как только	1	1
98	только тогда когда	3	1
99	мы еще не	2	1
100	со стороны их	1	1
