N	2gram	Propp_Isto_3	Marksizm
1	может быть	11	28
2	и пр	11	25
3	и в	22	19
4	как бы	1	19
5	и не	12	19
6	не может	4	18
7	точки зрения	2	17
8	то же	6	16
9	и его	4	16
10	как мы	8	15
11	в этом	17	15
12	таким образом	10	14
13	не только	14	13
14	с точки	1	13
15	связи с	6	13
16	речи и	1	13
17	в нем	9	11
18	если бы	6	11
19	вовсе не	2	11
20	не в	4	10
21	так и	2	10
22	но и	12	10
23	в пределах	4	10
24	том что	8	10
25	самом деле	1	9
26	при этом	2	9
27	как и	3	9
28	а не	6	9
29	по отношению	2	8
30	в то	2	8
31	только в	4	8
32	отнюдь не	1	8
33	отношению к	2	8
34	на самом	2	7
35	его в	3	7
36	и более	2	7
37	одна из	2	7
38	никогда не	3	7
39	в том	9	7
40	прежде всего	3	7
41	в связи	3	7
42	и для	2	7
43	но в	10	7
44	в таком	1	7
45	мы уже	6	6
46	и как	3	6
47	ни в	2	6
48	к тому	3	6
49	быть и	3	6
50	между тем	2	6
51	мы можем	6	6
52	и все	3	6
53	хотя бы	1	6
54	в свою	4	6
55	и на	4	5
56	все же	5	5
57	на этой	1	5
58	в данном	4	5
59	самого начала	1	5
60	свою очередь	1	5
61	с самого	1	5
62	и здесь	7	5
63	к нему	5	5
64	в его	3	5
65	в большинстве	1	5
66	большинстве случаев	2	5
67	этого слова	1	5
68	совершенно не	2	5
69	к этому	7	5
70	так же	3	5
71	все те	1	4
72	должна быть	1	4
73	а как	1	4
74	и ее	3	4
75	как если	1	4
76	конечно не	1	4
77	только на	2	4
78	на то	1	4
79	это не	6	4
80	было бы	3	4
81	и тем	1	4
82	мы видели	13	4
83	этой связи	1	4
84	ничего не	6	4
85	по мере	1	4
86	в русском	2	4
87	того что	5	4
88	с ними	3	4
89	что он	9	4
90	и их	1	4
91	связь с	6	4
92	смысле этого	1	4
93	в основном	1	4
94	то что	7	4
95	сказать что	3	4
96	таком случае	1	3
97	и то	2	3
98	в котором	2	3
99	и до	1	3
100	исходит из	1	3
101	не имеют	2	3
102	в ней	2	3
103	еще не	10	3
104	столь же	1	3
105	в ее	1	3
106	иногда и	1	3
107	относится к	2	3
108	чем же	1	3
109	с этим	8	3
110	перед нами	1	3
111	все эти	4	3
112	в этой	5	3
113	он не	5	3
114	не как	1	3
115	в корне	1	3
116	здесь мы	5	3
117	не будет	1	3
118	в другом	2	3
119	той же	2	3
120	с другими	1	3
121	по себе	1	3
122	в этих	11	3
123	в своей	1	3
124	не имеет	2	3
125	для всего	1	3
126	в каком	1	3
127	у нас	4	3
128	могут быть	5	3
129	не есть	1	3
130	и это	2	3
131	о том	3	3
132	что и	9	3
133	одной из	1	3
134	вступить в	3	3
135	с одной	2	3
136	в качестве	2	3
137	его и	4	3
138	характерно что	1	3
139	так как	7	3
140	же деле	1	3
141	до сих	5	3
142	с другой	7	3
143	связано с	4	3
144	не было	2	3
145	одной стороны	2	3
146	она является	1	3
147	языка не	1	3
148	да и	2	3
149	самом же	1	3
150	и от	3	3
151	сих пор	5	3
152	не существует	1	3
153	в различных	1	3
154	а в	6	3
155	во всяком	2	3
156	одним из	4	2
157	формы этой	1	2
158	связана с	3	2
159	случае это	1	2
160	вопрос о	2	2
161	мы здесь	4	2
162	и он	2	2
163	как фактор	1	2
164	иное как	3	2
165	то мы	2	2
166	но как	1	2
167	ответ на	1	2
168	что они	8	2
169	только путем	1	2
170	в одной	3	2
171	независимо от	2	2
172	это одно	1	2
173	стороны и	3	2
174	в своем	2	2
175	вступает в	3	2
176	его к	1	2
177	что это	1	2
178	бы не	1	2
179	в тех	2	2
180	свет на	1	2
181	тому же	2	2
182	не следует	1	2
183	из него	1	2
184	и с	4	2
185	на все	2	2
186	уже знаем	2	2
187	в жизни	2	2
188	далеко не	3	2
189	в соединении	1	2
190	и потому	2	2
191	он и	3	2
192	мы не	1	2
193	является в	1	2
194	но они	2	2
195	и пытается	1	2
196	находятся в	1	2
197	те моменты	1	2
198	эта динамика	1	2
199	нам важно	2	2
200	только с	1	2
201	ли это	2	2
202	лежит в	1	2
203	об одном	1	2
204	если же	1	2
205	и о	2	2
206	но по	3	2
207	не с	2	2
208	и даже	2	2
209	из условий	1	2
210	другими словами	1	2
211	в определенном	1	2
212	ее от	1	2
213	соединении с	1	2
214	всяком случае	2	2
215	пр но	1	2
216	все время	2	2
217	но не	7	2
218	мы увидим	3	2
219	которой мы	1	2
220	его живой	1	2
221	они могут	2	2
222	и у	3	2
223	уже в	1	2
224	в виде	2	2
225	но для	1	2
226	мы знаем	2	2
227	друг друга	6	2
228	у него	3	2
229	тем что	4	2
230	бы это	1	2
231	в особенности	2	2
232	мы это	1	2
233	здесь в	1	2
234	и прежде	1	2
235	что не	2	2
236	они не	4	2
237	о чем	1	2
238	вместе с	9	2
239	направление в	1	2
240	вне этой	1	2
241	то к	1	2
242	там где	7	2
243	как из	1	2
244	в начале	1	2
245	или в	11	2
246	от него	2	2
247	еще более	2	2
248	не знает	1	2
249	жизни и	2	2
250	что в	15	2
251	и эта	1	2
252	как на	1	2
253	также и	1	1
254	например в	2	1
255	и действительно	2	1
256	человека и	1	1
257	но тем	2	1
258	идеологическим отражением	1	1
259	также что	1	1
260	и за	1	1
261	его не	3	1
262	не слышим	1	1
263	передачи но	1	1
264	бы что	1	1
265	имеет свою	3	1
266	что иное	3	1
267	пределах этого	1	1
268	из того	2	1
269	мы и	1	1
270	то это	2	1
271	начало и	1	1
272	принадлежит и	1	1
273	между собой	1	1
274	что его	1	1
275	ли такое	1	1
276	из этих	3	1
277	видели что	4	1
278	к которой	1	1
279	случай когда	1	1
280	не все	6	1
281	вступают в	2	1
282	а через	3	1
283	друг от	1	1
284	на тот	1	1
285	его на	2	1
286	как в	2	1
287	этим мы	1	1
288	вперед а	1	1
289	кроме того	1	1
290	и каждое	1	1
291	следующим образом	3	1
292	ясно и	1	1
293	в этот	2	1
294	как это	4	1
295	так или	1	1
296	ни одна	1	1
297	всем его	1	1
298	как основной	1	1
299	не могла	2	1
300	этот процесс	1	1
301	вообще не	1	1
302	что она	5	1
303	главным образом	1	1
304	видел в	1	1
305	в нашей	1	1
306	перестает быть	1	1
307	они в	2	1
308	всех этих	2	1
309	в первую	1	1
310	нее и	2	1
311	в силу	2	1
312	и вот	2	1
313	по всем	1	1
314	есть особая	1	1
315	так например	1	1
316	в нее	2	1
317	но все	2	1
318	человека в	1	1
319	как они	1	1
320	же не	2	1
321	со всеми	1	1
322	связанных с	2	1
323	где оно	1	1
324	ясно что	1	1
325	не нашел	1	1
326	входит в	1	1
327	заключается в	1	1
328	они состоят	1	1
329	приходит в	3	1
330	здесь это	1	1
331	только одно	1	1
332	но уже	1	1
333	в них	6	1
334	с тем	2	1
335	которой он	1	1
336	и вне	1	1
337	служебную роль	1	1
338	выйти за	2	1
339	все это	1	1
340	свою собственную	1	1
341	что такое	1	1
342	только для	1	1
343	в особых	1	1
344	не менее	5	1
345	выше мы	3	1
346	идти в	1	1
347	особого рода	3	1
348	но он	4	1
349	друг другу	2	1
350	что было	2	1
351	тем не	5	1
352	войти в	1	1
353	не могли	1	1
354	же мы	1	1
355	приводят к	1	1
356	разве только	1	1
357	говорит по	1	1
358	выходят из	1	1
359	можно понимать	1	1
360	в русской	3	1
361	а ты	3	1
362	и остается	1	1
363	во время	6	1
364	и сама	1	1
365	но она	2	1
366	эти формы	1	1
367	принадлежит к	1	1
368	это еще	2	1
369	находится в	4	1
370	коллектива в	1	1
371	в разных	1	1
372	невозможно здесь	2	1
373	на себя	2	1
374	связанное с	2	1
375	такая же	1	1
376	уже говорили	1	1
377	ему и	1	1
378	не принадлежит	1	1
379	так то	1	1
380	с другом	1	1
381	не совсем	3	1
382	толкование и	1	1
383	это далеко	1	1
384	но там	1	1
385	есть только	2	1
386	и другой	1	1
387	все особенности	1	1
388	одежды не	1	1
389	они и	3	1
390	индивидуальный и	1	1
391	время они	2	1
392	него как	1	1
393	от друга	1	1
394	в некоторых	5	1
395	здесь не	3	1
396	что данное	1	1
397	в буквальном	1	1
398	пр или	1	1
399	чтобы быть	1	1
400	уже с	3	1
401	в себя	1	1
402	так в	6	1
403	роль в	2	1
404	на том	3	1
405	и сам	1	1
406	в иной	1	1
407	только через	1	1
408	на нее	3	1
409	не отражает	2	1
410	а лежит	1	1
411	отсюда и	1	1
412	которые он	1	1
413	становится уже	1	1
414	можно только	3	1
415	существенной для	1	1
416	все остальные	1	1
417	с ним	1	1
418	как выражение	1	1
419	образом в	2	1
420	и поэтому	1	1
421	в работе	2	1
422	и что	2	1
423	можно сказать	2	1
424	должно было	2	1
425	мы понимаем	1	1
426	на каждой	1	1
427	с одним	2	1
428	эти два	3	1
429	и только	1	1
430	в другой	4	1
431	народов и	1	1
432	в него	2	1
433	всегда в	1	1
434	что здесь	6	1
435	следует ли	1	1
436	землю и	1	1
437	оно и	1	1
438	себе внимание	1	1
439	мы видим	8	1
440	тот же	1	1
441	еще тем	1	1
442	дело с	2	1
443	далеко в	1	1
444	он относится	1	1
445	может оказаться	1	1
446	и так	2	1
447	для нее	2	1
448	именно на	1	1
449	с какой	1	1
450	так что	5	1
451	было так	1	1
452	и др	2	1
453	уже не	7	1
454	или не	2	1
455	дать ответ	2	1
456	же в	2	1
457	не дает	2	1
458	или даже	1	1
459	не стал	1	1
460	дает ему	1	1
461	из них	7	1
462	превращаются в	1	1
463	о причинах	1	1
464	не сам	1	1
465	одно из	1	1
466	себе в	2	1
467	могло бы	1	1
468	в одном	2	1
469	сами по	1	1
470	и должна	1	1
471	у нее	2	1
472	себя от	1	1
473	к ним	1	1
474	случае не	1	1
