N	2gram	Bakhtin_Pr_2	Russkaja
1	не может	18	22
2	и не	29	19
3	в том	6	17
4	в этом	13	17
5	и в	43	14
6	с другом	4	14
7	друг с	4	14
8	то что	7	13
9	самим собой	3	12
10	то же	8	11
11	точки зрения	13	11
12	таким образом	5	11
13	в то	7	10
14	же время	5	10
15	но и	14	10
16	в себе	5	9
17	не только	11	9
18	том что	2	9
19	с точки	8	9
20	может быть	23	9
21	во всяком	2	9
22	того чтобы	1	8
23	прежде всего	10	8
24	как на	1	8
25	самом деле	5	7
26	и если	1	7
27	и с	5	7
28	к тому	4	7
29	стремление к	1	7
30	о том	5	7
31	если в	1	6
32	в своем	4	6
33	и к	3	6
34	в своих	2	6
35	и при	2	6
36	если бы	3	6
37	все это	5	6
38	и для	3	6
39	что он	13	6
40	всяком случае	1	6
41	для него	8	6
42	на самом	1	6
43	а между	2	5
44	вопрос о	2	5
45	и на	10	5
46	между собой	2	5
47	во всех	4	5
48	на то	5	5
49	в нем	12	5
50	при этом	6	5
51	он не	9	5
52	он должен	1	5
53	было бы	5	5
54	в своей	4	5
55	никогда не	9	5
56	между тем	3	5
57	и только	3	5
58	только в	4	5
59	хотя бы	2	5
60	конечно не	2	5
61	или иной	3	5
62	до сих	7	5
63	себя и	3	5
64	из которых	1	5
65	по существу	3	5
66	сих пор	7	5
67	а в	5	5
68	и то	2	4
69	бы то	1	4
70	но не	5	4
71	себе и	4	4
72	себя в	3	4
73	все же	3	4
74	более или	3	4
75	не в	11	4
76	в этой	1	4
77	в корне	1	4
78	то ни	1	4
79	его в	3	4
80	как и	14	4
81	которой он	1	4
82	или менее	3	4
83	в их	3	4
84	точку зрения	1	4
85	тогда когда	1	4
86	во всем	3	4
87	а лишь	2	4
88	не могут	4	4
89	когда они	1	4
90	приводит к	6	4
91	идет речь	1	4
92	в мире	1	4
93	можно было	3	4
94	в его	10	4
95	так как	4	4
96	вместе с	1	4
97	что же	7	4
98	как бы	22	4
99	в другое	1	4
100	жизни и	1	4
101	что в	4	4
102	все что	1	4
103	и т	13	3
104	то в	1	3
105	к народу	1	3
106	так чтобы	4	3
107	и ни	1	3
108	еще не	9	3
109	он сам	3	3
110	из этих	2	3
111	в самом	7	3
112	что это	2	3
113	на том	2	3
114	и по	1	3
115	в другом	7	3
116	лишь в	8	3
117	о которых	1	3
118	несмотря на	1	3
119	должно быть	4	3
120	мы говорили	1	3
121	одна из	2	3
122	связи с	1	3
123	в сознании	1	3
124	то это	2	3
125	той или	3	3
126	что все	1	3
127	что может	2	3
128	для этого	2	3
129	может не	1	3
130	но мы	1	3
131	в значительной	1	3
132	и во	1	3
133	что и	3	3
134	а следовательно	1	3
135	того что	2	3
136	одной из	1	3
137	в качестве	1	3
138	с нею	1	3
139	в большинстве	9	3
140	в виде	3	3
141	из них	2	3
142	в конце	2	3
143	друг друга	1	3
144	тем что	3	3
145	что для	1	3
146	не было	1	3
147	и потому	1	3
148	в положении	1	3
149	да и	5	3
150	при условии	1	3
151	она может	1	3
152	или в	8	3
153	о котором	1	3
154	конце концов	2	3
155	и как	2	3
156	ибо в	1	3
157	все они	1	3
158	не есть	2	3
159	из этого	1	3
160	себя как	3	2
161	и есть	1	2
162	должна быть	3	2
163	видеть в	1	2
164	к чему	1	2
165	но она	1	2
166	на себя	2	2
167	мировоззрения в	1	2
168	в таком	2	2
169	вполне и	1	2
170	именно на	1	2
171	по отношению	5	2
172	друг от	2	2
173	сама по	4	2
174	с этим	2	2
175	что действительно	1	2
176	целый ряд	2	2
177	и наконец	6	2
178	но в	10	2
179	это есть	1	2
180	все эти	5	2
181	другом случае	1	2
182	стремиться к	1	2
183	не к	1	2
184	мы уже	3	2
185	на этой	1	2
186	на почве	2	2
187	по себе	11	2
188	и тем	1	2
189	ведь в	1	2
190	одному из	1	2
191	и тогда	1	2
192	нисколько не	1	2
193	в этих	6	2
194	во время	4	2
195	что такое	2	2
196	котором идет	1	2
197	в котором	6	2
198	с уверенностью	1	2
199	ее он	1	2
200	другом и	1	2
201	друг другу	1	2
202	лежит не	1	2
203	их в	4	2
204	том и	1	2
205	том же	4	2
206	она не	3	2
207	в таких	1	2
208	что с	1	2
209	для нас	2	2
210	у него	6	2
211	следовательно и	1	2
212	чтобы их	1	2
213	и является	2	2
214	на которой	1	2
215	как будто	1	2
216	свое собственное	1	2
217	к себе	7	2
218	отличается от	2	2
219	указывает на	2	2
220	которой она	1	2
221	если же	4	2
222	для себя	2	2
223	и о	2	2
224	от друга	2	2
225	если они	1	2
226	с самим	8	2
227	это только	1	2
228	настоящее время	2	2
229	и что	5	2
230	были бы	1	2
231	любви к	1	2
232	при полном	1	2
233	от него	1	2
234	к нему	5	2
235	это в	1	2
236	быть и	2	2
237	согласиться с	1	2
238	этот вопрос	4	2
239	совершенно не	4	2
240	бы ни	2	2
241	так что	5	2
242	уже не	3	2
243	только на	3	2
244	в начале	1	2
245	его и	2	2
246	ни в	2	2
247	не о	1	2
248	мы можем	2	2
249	только с	1	2
250	в других	1	2
251	и даже	3	2
252	а с	2	2
253	а не	7	2
254	большинстве случаев	8	2
255	совершенно очевидно	1	2
256	себя на	2	2
257	так же	2	2
258	их к	1	2
259	принадлежащий к	1	2
260	отношения к	2	2
261	есть и	3	2
262	благодаря этому	1	2
263	но это	4	2
264	стоит только	1	2
265	но для	3	2
266	остается в	1	2
267	и от	1	2
268	всем этим	2	2
269	в результате	4	2
270	в настоящее	2	2
271	с ним	3	2
272	отношении к	2	2
273	на это	1	2
274	ее в	2	2
275	и действительно	1	1
276	того же	3	1
277	связи между	3	1
278	он может	1	1
279	силы и	1	1
280	это и	1	1
281	идет о	1	1
282	смотрит на	1	1
283	всякое иное	1	1
284	не хочет	3	1
285	ту же	2	1
286	также и	3	1
287	их и	1	1
288	лишь тогда	1	1
289	есть не	1	1
290	не удастся	2	1
291	для достижения	1	1
292	мы не	4	1
293	же как	1	1
294	неизбежно приводит	1	1
295	не во	2	1
296	же то	1	1
297	у себя	1	1
298	не была	3	1
299	он как	1	1
300	такое положение	1	1
301	в сущности	9	1
302	себе что	2	1
303	с большим	2	1
304	без всякого	2	1
305	а другие	1	1
306	он был	3	1
307	на них	1	1
308	это направление	1	1
309	не был	2	1
310	друг к	2	1
311	к этому	1	1
312	но как	1	1
313	точка зрения	1	1
314	в общем	1	1
315	оно является	2	1
316	в одной	3	1
317	каждая из	1	1
318	которой они	1	1
319	перед нами	7	1
320	когда он	3	1
321	с европейским	1	1
322	от этого	1	1
323	тон и	5	1
324	вот на	1	1
325	бы не	2	1
326	что так	3	1
327	но ведь	5	1
328	то и	2	1
329	им в	2	1
330	только один	1	1
331	тому же	3	1
332	иначе и	1	1
333	но на	2	1
334	своим собственным	1	1
335	вообще не	1	1
336	не могла	1	1
337	не следует	1	1
338	силу и	1	1
339	тем не	2	1
340	а скорее	1	1
341	не могущее	1	1
342	эта последняя	1	1
343	когда сходятся	1	1
344	к одному	6	1
345	никому не	3	1
346	его можно	1	1
347	но дело	1	1
348	но все	2	1
349	значительной степени	1	1
350	и знать	1	1
351	здесь мы	2	1
352	тем же	2	1
353	об этой	1	1
354	об этом	2	1
355	к другу	2	1
356	то есть	4	1
357	себя не	1	1
358	говорить не	1	1
359	или даже	1	1
360	в данной	1	1
361	входит в	2	1
362	не умеет	1	1
363	с другими	1	1
364	его личности	1	1
365	это не	3	1
366	которая как	2	1
367	и мы	1	1
368	в жизни	3	1
369	может стремиться	1	1
370	из нее	1	1
371	этого слова	2	1
372	это положение	1	1
373	но вся	1	1
374	все равно	1	1
375	для опровержения	1	1
376	не всегда	1	1
377	для чего	2	1
378	нет и	1	1
379	сильнее чем	1	1
380	на одну	2	1
381	такой же	3	1
382	другом как	1	1
383	от своего	1	1
384	в такой	2	1
385	и без	2	1
386	бы привести	1	1
387	что вся	1	1
388	в которых	2	1
389	собой не	1	1
390	для всякого	1	1
391	и другого	2	1
392	стало быть	1	1
393	теми же	1	1
394	превратиться в	1	1
395	по крайней	1	1
396	и эти	1	1
397	бы о	1	1
398	ни было	2	1
399	смысл ее	1	1
400	вовсе не	5	1
401	даже в	3	1
402	освободиться от	1	1
403	сознании в	1	1
404	нею и	1	1
405	не менее	3	1
406	или что	1	1
407	и всегда	2	1
408	дело в	2	1
409	ее с	1	1
410	на себе	2	1
411	на него	3	1
412	в основе	1	1
413	иметь в	1	1
414	но только	1	1
415	себе самом	3	1
416	он с	3	1
417	только не	1	1
418	того и	3	1
419	от власти	1	1
420	всего на	1	1
421	явление в	1	1
422	и сама	1	1
423	что на	2	1
424	стороны и	3	1
425	в духе	1	1
426	уступок и	1	1
427	могут быть	3	1
428	чтобы сделать	2	1
429	человека в	4	1
430	слова но	2	1
431	же самое	1	1
432	должны быть	2	1
433	всего в	1	1
434	одну и	1	1
435	чудо и	2	1
436	и это	4	1
437	как мы	10	1
438	но по	1	1
439	с ее	1	1
440	как не	1	1
441	но при	3	1
442	и говорить	2	1
443	всего этого	2	1
444	в ее	1	1
445	не могло	1	1
446	начал с	1	1
447	в собственном	1	1
448	в себя	3	1
449	степени и	1	1
450	являются лишь	1	1
451	принадлежать к	1	1
452	о самой	1	1
453	что у	2	1
454	и себе	1	1
