N	3gram	Bakhtin_Fr_2	Vvedenie
1	для того чтобы	1	20
2	в том что	1	12
3	о том что	3	12
4	но также и	1	9
5	не может быть	4	8
6	до сих пор	4	6
7	то же время	6	6
8	в то же	6	6
9	в том чтобы	1	5
10	с другой стороны	3	5
11	по отношению к	1	4
12	и в особенности	1	4
13	в этом случае	1	4
14	в этом отношении	3	4
15	не только в	5	4
16	по сравнению с	2	4
17	не только как	1	4
18	во всяком случае	2	4
19	может быть названо	1	4
20	с одной стороны	3	4
21	также и в	1	3
22	одной стороны и	1	3
23	в строгом смысле	1	3
24	в собственном смысле	2	3
25	именно в этом	1	3
26	но в то	3	3
27	большей или меньшей	3	3
28	можно сказать что	2	3
29	но все же	2	3
30	как мы видели	2	3
31	в свое время	3	3
32	до наших дней	2	2
33	в другом месте	2	2
34	в чем же	1	2
35	дело в том	1	2
36	и той же	1	2
37	подобно тому как	2	2
38	во второй половине	1	2
39	с точки зрения	5	2
40	что в нем	1	2
41	в значительной мере	1	2
42	в известной мере	3	2
43	в конце концов	1	2
44	не могут быть	1	2
45	в целом ряде	1	2
46	вовсе не в	1	2
47	как мы уже	3	2
48	одной и той	1	2
49	можно охарактеризовать так	1	1
50	ясно что из	1	1
51	только потому что	1	1
52	в эпоху возрождения	2	1
53	потому что в	1	1
54	прежде всего в	1	1
55	имеем в виду	2	1
56	на самом деле	1	1
57	одной из этих	1	1
58	это в сущности	1	1
59	в настоящее время	1	1
60	свое выражение в	1	1
61	в том же	1	1
62	целом ряде других	1	1
63	здесь не место	1	1
64	до нас дошел	1	1
65	но и в	4	1
66	уже после смерти	1	1
67	так как если	1	1
68	только то что	2	1
69	находит свое выражение	1	1
70	в самом его	1	1
71	на соответствующие явления	1	1
72	как если бы	1	1
73	она была создана	1	1
74	он есть и	1	1
75	этого целого и	1	1
76	в самом процессе	1	1
77	по другим источникам	1	1
78	мы имеем в	1	1
79	один из наиболее	1	1
80	все это и	1	1
81	и в целом	1	1
82	большую или меньшую	1	1
83	в большей или	3	1
84	или меньшей степени	3	1
85	дошедшие до нас	1	1
86	только первый из	1	1
87	в нем есть	1	1
88	и до наших	1	1
89	в них в	1	1
90	значение в истории	1	1
91	в них и	1	1
92	того или иного	1	1
93	не только с	1	1
94	нужно сказать что	3	1
95	и прежде всего	1	1
96	формах и в	1	1
97	же в них	1	1
98	только тогда когда	1	1
99	как своего рода	1	1
100	как мы видим	1	1
101	ближе всего к	1	1
102	же время в	1	1
103	после того как	1	1
104	второй половине xix	1	1
105	в предисловии к	1	1
106	особое отношение к	1	1
107	в средние века	8	1
108	во всех его	1	1
109	все же в	3	1
110	только с помощью	1	1
