N	2gram	Nazirov_Vr_1	Istorich
1	и в	8	26
2	т е	3	22
3	никогда не	2	13
4	потому что	1	13
5	в этом	8	12
6	таким образом	2	12
7	в том	3	12
8	что в	7	12
9	может быть	4	11
10	не только	9	10
11	том что	3	10
12	с другой	1	10
13	и не	5	10
14	еще не	2	9
15	о смерти	1	9
16	представление о	1	9
17	что он	4	9
18	но и	7	9
19	и это	2	8
20	все же	6	8
21	в нем	6	8
22	с ним	4	8
23	вместе с	2	8
24	другой стороны	1	8
25	но в	6	7
26	и его	3	7
27	о том	4	7
28	уже не	2	7
29	у него	5	7
30	как в	1	6
31	как он	1	6
32	так в	2	6
33	в русской	3	6
34	и с	6	6
35	то что	7	6
36	связан с	1	6
37	не может	2	6
38	то же	5	5
39	в ней	4	5
40	не будет	1	5
41	как и	6	5
42	и что	8	5
43	в то	5	5
44	так и	1	5
45	в его	3	5
46	тем что	3	5
47	этот мотив	1	5
48	его в	3	5
49	и он	2	4
50	с его	3	4
51	но как	2	4
52	после этого	2	4
53	это не	4	4
54	не всегда	1	4
55	а также	2	4
56	до сих	1	4
57	прежде всего	1	4
58	одну из	1	4
59	как бы	4	4
60	в это	2	4
61	сих пор	1	4
62	но это	2	4
63	все что	1	4
64	же как	2	3
65	и то	2	3
66	там же	2	3
67	на место	2	3
68	из которых	1	3
69	независимо от	1	3
70	и наконец	1	3
71	в себе	2	3
72	при этом	4	3
73	в них	2	3
74	попадает в	1	3
75	такой же	1	3
76	в своей	2	3
77	и ее	2	3
78	в одном	1	3
79	их в	2	3
80	того как	1	3
81	могут быть	1	3
82	его с	2	3
83	меня в	1	3
84	то время	1	3
85	имеется в	1	3
86	один из	1	3
87	том как	1	3
88	в качестве	1	3
89	при помощи	2	3
90	ее не	1	3
91	от того	1	3
92	далеко не	3	3
93	не было	5	3
94	в частности	1	3
95	в него	2	3
96	предположить что	1	3
97	наряду с	3	3
98	и от	1	3
99	на первый	2	3
100	а в	2	3
101	еще в	1	3
102	из этого	1	3
103	как на	1	3
104	в своих	4	3
105	к этому	3	3
106	во сне	1	3
107	они не	1	3
108	того же	1	2
109	говорилось выше	1	2
110	он был	3	2
111	первый план	1	2
112	но не	1	2
113	то он	1	2
114	тогда как	2	2
115	на то	3	2
116	с этим	1	2
117	дает нам	1	2
118	в своем	3	2
119	целый ряд	4	2
120	и как	3	2
121	каким-то образом	1	2
122	что это	1	2
123	в этой	2	2
124	но он	3	2
125	он не	3	2
126	пор мы	1	2
127	из него	1	2
128	людей и	1	2
129	человека в	3	2
130	же не	2	2
131	живет в	1	2
132	было бы	1	2
133	в эту	2	2
134	или вообще	1	2
135	человеком и	1	2
136	своего рода	1	2
137	не будем	1	2
138	без всяких	1	2
139	есть еще	1	2
140	однако в	1	2
141	что этот	1	2
142	нет необходимости	1	2
143	тем самым	1	2
144	которых он	1	2
145	не имеет	1	2
146	одна из	2	2
147	не могло	1	2
148	это то	1	2
149	и далее	2	2
150	отличается от	1	2
151	об одном	1	2
152	за что	1	2
153	в свое	1	2
154	но при	1	2
155	на той	1	2
156	и сам	1	2
157	что у	3	2
158	о котором	1	2
159	ничего не	1	2
160	но мы	1	2
161	полагали что	1	2
162	в форме	1	2
163	того что	1	2
164	людей а	1	2
165	мы знаем	2	2
166	могли быть	2	2
167	никто не	1	2
168	пока не	1	2
169	всяком случае	1	2
170	мы находим	1	2
171	никого не	1	2
172	что они	1	2
173	после смерти	2	2
174	близок к	1	2
175	а с	2	2
176	такое понимание	1	2
177	о чем	2	2
178	что из	1	2
179	он и	1	2
180	уже давно	1	2
181	него в	1	2
182	так же	4	2
183	к себе	2	2
184	что же	1	2
185	но для	1	2
186	общие черты	1	2
187	для нас	4	2
188	только что	1	2
189	в этих	1	2
190	но вот	1	2
191	не есть	1	2
192	героя в	1	2
193	жизни и	1	2
194	точно так	1	2
195	во всяком	1	2
196	связь это	1	1
197	вряд ли	1	1
198	также что	1	1
199	речь идет	3	1
200	соответствии с	1	1
201	отношения к	2	1
202	одним из	3	1
203	также и	1	1
204	в русских	2	1
205	в связи	3	1
206	и есть	1	1
207	а от	1	1
208	и этот	1	1
209	именно к	1	1
210	он как	1	1
211	равно как	1	1
212	совпадает с	1	1
213	правда давно	1	1
214	в полной	1	1
215	не совсем	1	1
216	а другие	1	1
217	на них	1	1
218	не имел	1	1
219	за это	1	1
220	во всех	1	1
221	как правило	1	1
222	заметим что	1	1
223	не все	1	1
224	тут же	1	1
225	не просто	1	1
226	вышел из	1	1
227	перед началом	1	1
228	в истории	4	1
229	как говорит	1	1
230	идет о	1	1
231	же с	1	1
232	некоторое время	1	1
233	что как	1	1
234	город в	1	1
235	как нам	1	1
236	встрече с	1	1
237	хотя и	1	1
238	ясно почему	1	1
239	знаю что	1	1
240	в этот	3	1
241	предстоит еще	1	1
242	в целом	1	1
243	раз в	3	1
244	но на	1	1
245	одно и	1	1
246	этот процесс	1	1
247	тем не	1	1
248	в силу	1	1
249	ее и	1	1
250	воду в	1	1
251	что ни	1	1
252	ним на	1	1
253	в одну	2	1
254	этом он	1	1
255	в мире	2	1
256	с героем	1	1
257	был очень	1	1
258	в жизни	1	1
259	типичным представителем	1	1
260	в грудь	1	1
261	меня но	2	1
262	ключ к	1	1
263	искать в	1	1
264	точки зрения	2	1
265	можно найти	1	1
266	в котором	6	1
267	могли иметь	1	1
268	это во	1	1
269	на свою	1	1
270	то было	1	1
271	что я	2	1
272	все это	4	1
273	связь этого	1	1
274	что есть	3	1
275	на три	1	1
276	не менее	2	1
277	в обоих	1	1
278	правда в	1	1
279	в уме	1	1
280	всегда одинаково	1	1
281	следовательно и	1	1
282	по своей	1	1
283	такая же	1	1
284	за исключением	1	1
285	ввиду этого	1	1
286	ли это	1	1
287	в стиле	1	1
288	вот в	1	1
289	с идеями	1	1
290	человека с	2	1
291	начиная с	2	1
292	раздражен и	1	1
293	сидя на	1	1
294	похож на	1	1
295	действительно можно	1	1
296	время он	2	1
297	из их	1	1
298	не забудем	1	1
299	и о	3	1
300	с ее	1	1
301	в ее	1	1
302	только при	1	1
303	как по	1	1
304	чем говорилось	1	1
305	идет не	1	1
306	его были	1	1
307	не с	1	1
308	ясно что	1	1
309	нам уже	1	1
310	не переставал	1	1
311	не пускает	1	1
312	жизнь и	1	1
313	об этом	5	1
314	своим собственным	1	1
315	можно бы	1	1
316	приближается к	1	1
317	и из	1	1
318	себе очень	1	1
319	это была	1	1
320	к нему	1	1
321	между тем	5	1
322	новая форма	1	1
323	и можно	1	1
324	также в	1	1
325	в свете	1	1
326	от которого	1	1
327	быть и	1	1
328	но с	1	1
329	выше и	1	1
330	пришел к	2	1
331	ли он	1	1
332	друг друга	1	1
333	в литературу	1	1
334	от них	1	1
335	из которого	1	1
336	уже в	4	1
337	чтобы он	3	1
338	а это	1	1
339	его и	2	1
340	забудем что	1	1
341	для него	2	1
342	отношение к	2	1
343	к ним	2	1
344	н п	1	1
345	и никогда	1	1
346	в особенности	1	1
347	и даже	6	1
348	именно в	1	1
349	что тот	1	1
350	о своем	1	1
351	такое же	1	1
352	возвращается в	1	1
353	европы и	1	1
354	имя которого	1	1
355	как о	1	1
356	этим можно	1	1
357	под влиянием	1	1
358	несмотря на	4	1
359	пуд соли	1	1
360	еще раз	1	1
361	первый взгляд	1	1
362	ii этот	2	1
363	о молодом	1	1
364	я ее	1	1
365	муки и	1	1
366	в подобных	1	1
367	между прочим	1	1
368	защищал его	1	1
369	бы в	1	1
370	тем более	2	1
371	но зато	1	1
372	же в	2	1
373	он подошел	1	1
374	давно уже	3	1
375	в свою	2	1
376	со мной	1	1
377	на этот	1	1
378	д в	1	1
379	себе не	1	1
380	к этой	1	1
381	это в	2	1
382	в таком	1	1
