N	2gram	Potebnia_M_4	FransuaR
1	и в	23	45
2	то есть	34	25
3	и не	18	15
4	в этом	23	14
5	но в	8	14
6	не только	10	14
7	во всех	1	13
8	и его	2	13
9	в его	5	13
10	как бы	5	12
11	во время	2	12
12	эти образы	2	12
13	что в	17	12
14	то же	14	11
15	в своем	8	11
16	в то	4	11
17	в нем	7	10
18	образов в	1	10
19	и с	4	10
20	как и	14	10
21	в том	23	10
22	но и	11	10
23	прежде всего	1	10
24	же время	3	9
25	в ней	2	8
26	таким образом	24	8
27	в самой	2	8
28	как мы	2	8
29	мира и	1	8
30	жизни и	1	8
31	вовсе не	7	8
32	и др	2	8
33	так же	4	8
34	мы видели	1	7
35	том что	12	7
36	не в	11	7
37	потому что	33	7
38	что и	7	7
39	и все	4	7
40	все это	5	7
41	в этой	1	6
42	он не	2	6
43	в них	3	6
44	мысли и	7	6
45	того чтобы	4	6
46	связи с	3	6
47	так и	6	6
48	что он	4	6
49	так как	14	6
50	для того	6	6
51	одним из	1	5
52	например в	3	5
53	самом деле	3	5
54	на самом	3	5
55	и на	3	5
56	хотя и	5	5
57	и как	2	5
58	и к	6	5
59	в себя	1	5
60	и у	2	5
61	все эти	3	5
62	на этом	1	5
63	его в	4	5
64	с ним	5	5
65	этом отношении	1	5
66	мы видим	2	5
67	одной из	1	5
68	человека с	1	5
69	и их	3	5
70	в связи	1	5
71	не может	11	5
72	но это	3	5
73	от всех	1	5
74	есть и	2	5
75	мы уже	3	4
76	той же	3	4
77	его не	1	4
78	мы не	8	4
79	и о	4	4
80	в сущности	2	4
81	но не	1	4
82	эта связь	2	4
83	перед нами	1	4
84	кроме того	3	4
85	в самом	3	4
86	по своему	2	4
87	об этом	2	4
88	это было	2	4
89	между собою	4	4
90	не мог	1	4
91	точки зрения	4	4
92	известной степени	3	4
93	в их	1	4
94	своего рода	1	4
95	до известной	2	4
96	у него	1	4
97	и это	2	4
98	убеждение в	1	4
99	можно было	2	4
100	ничего не	1	4
101	и здесь	2	4
102	о том	8	4
103	и во	1	4
104	только в	15	4
105	в первой	1	4
106	с этим	7	4
107	и даже	2	4
108	здесь в	1	4
109	сказать что	8	4
110	а не	12	4
111	его как	1	4
112	с образами	2	4
113	как это	1	4
114	бы в	2	4
115	а также	1	4
116	а в	5	4
117	как на	1	4
118	по поводу	4	4
119	том числе	1	4
120	в приведенном	1	3
121	того же	1	3
122	из этих	2	3
123	как в	7	3
124	но на	1	3
125	вообще не	1	3
126	что она	2	3
127	до сих	4	3
128	в своей	1	3
129	этой связи	1	3
130	в которых	3	3
131	от его	2	3
132	не менее	5	3
133	но они	1	3
134	дело в	1	3
135	не имеет	5	3
136	что на	2	3
137	тела и	2	3
138	от того	4	3
139	от их	1	3
140	не могло	1	3
141	необходимости и	1	3
142	то время	1	3
143	в другом	1	3
